,Stenotrophomonas maltophilia_gapfilled_0,Stenotrophomonas maltophilia_gapfilled_3
522373.3.peg.1237,-4.681793260921837e-14,-1.5300310690989346e-13
522373.3.peg.3791,164.55185676108667,164.5518567610866
522373.3.peg.893,-6.582931083017873e-14,-2.863466159936236e-13
522373.3.peg.3080,164.55185676108667,164.55185676108687
522373.3.peg.3106,164.55185676108667,164.55185676108687
522373.3.peg.274,164.55185676108667,164.55185676108687
522373.3.peg.2026,164.55185676108667,164.55185676108687
522373.3.peg.2653,164.55185676108667,164.55185676108687
522373.3.peg.3039,164.55185676108667,164.55185676108687
522373.3.peg.1142,164.55185676108667,164.55185676108687
522373.3.peg.151,164.55185676108667,164.55185676108687
522373.3.peg.3973,3.34550824526697e-12,-6.354482006036645e-13
522373.3.peg.873,1.1151694150889902e-13,-2.918525142848818e-14
522373.3.peg.1455,164.55185676108627,164.55185676108596
522373.3.peg.1712,1.0009887496021302e-11,9.553695761438988e-12
522373.3.peg.226,164.5518567610868,164.55185676108647
522373.3.peg.1688,164.5518567610868,164.55185676108647
522373.3.peg.1452,164.5518567610868,164.5518567610869
522373.3.peg.880,-2.967038733369587e-14,1.4920884017131283e-13
522373.3.peg.2635,164.55185676108636,164.55185676108732
522373.3.peg.259,141.04444865235973,141.04444865236115
522373.3.peg.897,1.7639013952814677e-13,6.182616610235325e-14
522373.3.peg.895,1.7639013952814677e-13,-6.100787938434754e-14
522373.3.peg.4002,164.55185676108636,164.55185676108584
522373.3.peg.785,164.55185676108636,164.55185676108584
522373.3.peg.3965,-3.2464024555467617e-13,1.404662916942842e-13
522373.3.peg.2445,164.55185676108724,164.5518567610874
522373.3.peg.3267,-9.593780764646841e-14,1.9096543840001876e-13
522373.3.peg.1642,9.136934061568419e-14,-3.072669894463023e-28
522373.3.peg.1704,164.5518567610864,164.55185676108533
522373.3.peg.3651,164.551856761086,164.55185676108542
522373.3.peg.3191,164.5518567610858,164.55185676108542
522373.3.peg.3764,164.5518567610858,164.55185676108542
522373.3.peg.3338,164.5518567610858,164.55185676108542
522373.3.peg.154,164.5518567610858,164.55185676108542
522373.3.peg.1444,-3.411971189486766e-13,-6.01429825157562e-14
522373.3.peg.2069,164.55185676108275,164.55185676109048
522373.3.peg.3935,-7.999738547599117e-14,2.82559034095739e-13
522373.3.peg.3075,164.55185676108732,164.55185676108565
522373.3.peg.639,164.55185676108732,164.55185676108565
522373.3.peg.891,-3.8292484354621516e-13,-1.235954365244228e-13
522373.3.peg.1195,164.55185676108596,164.5518567610861
522373.3.peg.949,164.55185676108596,164.5518567610862
522373.3.peg.3185,164.55185676108596,164.5518567610862
522373.3.peg.2607,164.55185676108596,164.5518567610862
522373.3.peg.3181,164.55185676108596,164.5518567610862
522373.3.peg.937,-2.1392532285877868e-14,0.0
522373.3.peg.1320,1.4261688190585244e-13,0.0
522373.3.peg.1438,164.5518567610864,164.55185676108562
522373.3.peg.696,1.2086817581212263e-13,8.854352188532122e-14
522373.3.peg.4308,164.5518567610862,164.55185676108673
522373.3.peg.3753,164.5518567610862,164.55185676108673
522373.3.peg.2899,164.5518567610862,164.55185676108673
522373.3.peg.1305,164.5518567610862,164.55185676108673
522373.3.peg.2043,164.55185676108653,164.55185676108545
522373.3.peg.3591,164.55185676108653,164.55185676108545
522373.3.peg.677,164.55185676108653,164.55185676108545
522373.3.peg.3884,141.04444865236022,141.04444865235965
522373.3.peg.719,-6.599804213587885e-14,3.3503284489377194e-14
522373.3.peg.1988,164.5518567610868,164.55185676108636
522373.3.peg.1197,164.5518567610868,164.55185676108636
522373.3.peg.392,8.210300600220987e-14,6.448402825600285e-14
522373.3.peg.2112,162.78935564681368,162.78935564681586
522373.3.peg.3263,164.5518567610865,164.55185676108627
522373.3.peg.1904,-3.183734573715679e-14,-3.174487967325745e-12
522373.3.peg.1368,164.55185676107965,164.5518567610895
522373.3.peg.2941,164.55185676107965,164.5518567610899
522373.3.peg.3881,141.04444865235962,141.0444486523592
522373.3.peg.882,-2.5550328234720302e-14,-2.8184454407123084e-12
522373.3.peg.3100,-2.5550328234720302e-14,-2.8184454407123084e-12
522373.3.peg.3693,164.55185676108545,164.55185676108636
522373.3.peg.3057,3.86771787742616e-14,-2.6882435108129156e-14
522373.3.peg.3603,164.55185676108658,164.55185676108638
522373.3.peg.3203,164.55185676108658,164.55185676108587
522373.3.peg.1964,163.3596835418277,163.35968354182816
522373.3.peg.1188,164.55185676108658,164.5518567610866
522373.3.peg.3079,164.55185676108658,164.5518567610866
522373.3.peg.2076,164.55185676108653,164.5518567610866
522373.3.peg.1521,164.53987991803885,164.53987991803848
522373.3.peg.4109,163.1124838854783,163.1124838854783
522373.3.peg.224,164.5518567610866,164.5518567610873
522373.3.peg.2950,-5.857926685652682e-13,1.3278611262878293e-13
522373.3.peg.1619,164.55185676108695,164.55185676108738
522373.3.peg.3641,164.5518567610869,164.55185676108738
522373.3.peg.3201,164.5518567610869,164.55185676108738
522373.3.peg.3481,164.5518567610869,164.55185676108738
522373.3.peg.2398,164.55185676108746,164.55185676108616
522373.3.peg.2961,164.55185676108755,164.55185676108616
522373.3.peg.3589,-4.542995411292945e-12,-5.105413563624671e-12
522373.3.peg.619,-9.479055664124938e-16,5.730871169018365e-13
522373.3.peg.1946,164.55185676108638,164.55185676108636
522373.3.peg.4071,-9.353924058096488e-14,-8.571113276377751e-15
522373.3.peg.2896,-9.353924058096488e-14,-8.571113276377751e-15
522373.3.peg.4074,164.55185676108616,164.5518567610862
522373.3.peg.2981,164.55185676108616,164.5518567610862
522373.3.peg.401,164.55185676108616,164.5518567610862
522373.3.peg.240,164.55185676108616,164.5518567610862
522373.3.peg.248,164.55185676108616,164.5518567610862
522373.3.peg.1741,164.55185676108616,164.5518567610862
522373.3.peg.322,164.55185676108616,164.55185676108624
522373.3.peg.4099,164.55185676108616,164.55185676108624
522373.3.peg.3413,164.55185676108616,164.55185676108624
522373.3.peg.622,164.55185676108616,164.55185676108624
522373.3.peg.3576,141.07525521774406,141.0752552177442
522373.3.peg.2593,164.55185676108616,164.5518567610858
522373.3.peg.2992,164.55185676108616,164.5518567610858
522373.3.peg.1431,-1.8706395989572173e-13,2.1452506336995724e-13
522373.3.peg.3696,164.5518567610865,164.55185676108508
522373.3.peg.2945,2.6083439020031103e-13,-3.4133670037164603e-13
522373.3.peg.3859,164.5518567610852,164.55185676108655
522373.3.peg.3188,164.55185676108562,164.5518567610867
522373.3.peg.4025,164.55185676108562,164.5518567610867
522373.3.peg.3402,0.0,0.0
522373.3.peg.624,164.55185676122107,164.55185676108593
522373.3.peg.2124,164.55185676122107,164.55185676108593
522373.3.peg.1063,6.925339714977722e-14,-2.4311975691064103e-13
522373.3.peg.2057,-9.044629331172111e-13,-6.80718813322069e-14
522373.3.peg.3695,164.551856761086,164.55185676108496
522373.3.peg.4377,-1.2338106856859335e-12,-2.5733186974036478e-14
522373.3.peg.230,164.55185676108687,164.5518567610866
522373.3.peg.832,6.4330738244043e-15,-7.43386316523196e-15
522373.3.peg.618,-9.489547879735268e-15,1.85846579130799e-13
522373.3.peg.3868,164.55185676108653,164.55185676108738
522373.3.peg.3266,164.55185676108647,164.55185676108596
522373.3.peg.2955,164.55185676108647,164.55185676108596
522373.3.peg.892,0.0,-1.5548400022802836e-13
522373.3.peg.1506,164.55185676108522,164.55185676108465
522373.3.peg.3125,164.55185676108522,164.55185676108465
522373.3.peg.1235,164.5518567610852,164.55185676108502
522373.3.peg.15,164.5518567610852,164.55185676108502
522373.3.peg.3751,164.5518567610852,164.55185676108502
522373.3.peg.1290,-2.3958603742094737e-14,5.095069086338496e-14
522373.3.peg.1953,164.55185676108616,164.55185676108536
522373.3.peg.2103,162.7893556468129,162.7893556468152
522373.3.peg.3399,4.084712495803824e-12,4.253674908736901e-14
522373.3.peg.1068,164.55185676108815,164.55185676108604
522373.3.peg.4159,164.55185676108763,164.55185676108607
522373.3.peg.948,164.55185676108763,164.55185676108607
522373.3.peg.2111,162.78935564681788,162.78935564681518
522373.3.peg.3400,4.112585322616364e-12,2.9789838462390104e-13
522373.3.peg.1736,164.55185676108601,164.55185676108866
522373.3.peg.1258,4.590460770010724e-12,6.241672972448012e-13
522373.3.peg.931,2.460557324614944e-11,8.19363527656229e-13
522373.3.peg.4118,164.52790481832446,164.52790481832335
522373.3.peg.2237,164.55185676108732,164.55185676108624
522373.3.peg.1661,164.55185676108732,164.55185676108624
522373.3.peg.1716,164.55185676108732,164.55185676108624
522373.3.peg.97,164.55185676108707,164.55185676108718
522373.3.peg.3812,1.0891878855689963e-11,7.479596902450611e-12
522373.3.peg.3948,164.55185676108653,164.55185676108505
522373.3.peg.3190,164.55185676108653,164.55185676108536
522373.3.peg.773,164.55185676108653,164.55185676108536
522373.3.peg.682,158.84825093523776,158.8482509352389
522373.3.peg.399,164.55185676108647,164.5518567610889
522373.3.peg.877,7.805295623187991e-14,-1.4678692884466156e-13
522373.3.peg.1437,3.590435986666476e-13,-8.854751633855787e-14
522373.3.peg.995,164.5518567610859,164.55185676108695
522373.3.peg.3286,164.5518567610859,164.55185676108695
522373.3.peg.3214,-1.0290261528653902e-13,1.6333695055106514e-11
522373.3.peg.3022,164.5518567609787,164.5518567610862
522373.3.peg.4082,164.5518567609779,164.5518567610862
522373.3.peg.1523,3.283442247546344e-14,-2.1522111417937105e-14
522373.3.peg.425,164.55185676108596,164.55185676107592
522373.3.peg.3389,164.55185676108596,164.55185676107592
522373.3.peg.4354,164.55185676108596,164.55185676107592
522373.3.peg.3879,-1.4866542379328002e-13,-1.1646375232010097e-13
522373.3.peg.3947,-1.4866542379328002e-13,5.823187616005049e-14
522373.3.peg.3570,164.5518567610855,164.55185676108567
522373.3.peg.3192,164.5518567610855,164.55185676108567
522373.3.peg.1,7.489841254150617e-15,-1.1985093889578443e-13
522373.3.peg.3542,164.55185676108655,164.55185676110273
522373.3.peg.3193,164.55185676108655,164.55185676110273
522373.3.peg.1451,164.55185676108655,164.55185676110273
522373.3.peg.1412,164.55185676108655,164.55185676110273
522373.3.peg.3614,164.55185676108655,164.55185676110273
522373.3.peg.79,164.55185676108655,164.55185676110273
522373.3.peg.782,5.693917127117838e-13,8.58102166648537e-15
522373.3.peg.1299,164.55185676108687,164.5518567610856
522373.3.peg.1700,164.55185676108687,164.5518567610856
522373.3.peg.2078,164.55185676108687,164.5518567610856
522373.3.peg.3384,164.55185676108684,164.5518567610856
522373.3.peg.1676,164.55185676108684,164.5518567610856
522373.3.peg.1745,164.55185676108684,164.5518567610856
522373.3.peg.3034,164.55185676108684,164.5518567610856
522373.3.peg.3708,164.55185676108684,164.5518567610856
522373.3.peg.1701,164.55185676108684,164.5518567610856
522373.3.peg.1658,164.55185676108684,164.5518567610856
522373.3.peg.1079,6.000174509568506e-13,5.527351330153228e-14
522373.3.peg.1139,164.55185676108715,164.55185676108616
522373.3.peg.3167,-2.1771435589969755e-14,-2.4089772856243987e-13
522373.3.peg.216,164.55185676108738,164.5518567610881
522373.3.peg.1429,1.3234871923856933e-13,6.265053025261856e-14
522373.3.peg.405,164.5518567610917,164.55185676108664
522373.3.peg.3437,164.5518567610917,164.55185676108664
522373.3.peg.64,164.5518567610917,164.55185676108664
522373.3.peg.536,164.55185676108655,164.55185676098174
522373.3.peg.3252,164.5518567610864,164.55185676098174
522373.3.peg.1942,164.5518567610864,164.55185676098174
522373.3.peg.4165,164.5518567610864,164.5518567609535
522373.3.peg.575,164.5518567610864,164.55185676098176
522373.3.peg.883,-5.282331159814092e-14,0.0
522373.3.peg.1733,164.55185676108698,164.5518567610867
522373.3.peg.3938,164.55185676108698,164.5518567610867
522373.3.peg.4106,163.1124838854786,163.11248388547824
522373.3.peg.2979,164.5518567610869,164.5518567610867
522373.3.peg.3247,164.5518567610869,164.5518567610867
522373.3.peg.4179,8.44121367301547e-15,-1.5246469559992002e-13
522373.3.peg.4012,164.55185676108587,164.55185676108408
522373.3.peg.214,-2.109913011547035e-14,-3.2436161106117265e-13
522373.3.peg.993,-2.4477475519990077e-13,0.0
522373.3.peg.1630,164.55185676110906,164.55185676108212
522373.3.peg.378,164.55185676108655,164.5518567610839
522373.3.peg.3202,164.55185676108655,164.5518567610839
522373.3.peg.2989,1.2653200265662177e-12,-1.0563231894737214e-11
522373.3.peg.2947,5.240970524238771e-14,-6.92052119369323e-14
522373.3.peg.4078,0.0,7.085095398016501e-14
522373.3.peg.2056,2.9948402995650125e-14,1.5807099544685677e-13
522373.3.peg.1000,164.55185676108775,164.55185676108653
522373.3.peg.695,5.163200529893864e-28,0.0
522373.3.peg.3836,164.55185676108545,164.55185676108607
522373.3.peg.4024,-8.718136027554679e-14,0.0
522373.3.peg.3454,164.55185676108732,164.55185676108673
522373.3.peg.1285,-1.8513656913265017e-14,1.8616553701823047e-14
522373.3.peg.408,164.55185676108613,164.55185676108616
522373.3.peg.2596,164.55185676108613,164.55185676108607
522373.3.peg.3162,5.972866558328261e-14,4.5851286192179394e-14
522373.3.peg.3552,164.5518567610864,164.55185676108673
522373.3.peg.460,164.5518567610864,164.55185676108673
522373.3.peg.2081,164.5518567610864,164.55185676108673
522373.3.peg.2356,164.5518567610864,164.5518567610866
522373.3.peg.1192,164.5518567610864,164.5518567610866
522373.3.peg.420,2.8135792927184926e-13,-6.926406353948578e-13
522373.3.peg.1575,-3.817856979122712e-13,-8.905379597933886e-13
522373.3.peg.1640,141.04444865235408,141.04444865236005
522373.3.peg.2053,-8.701979336211418e-14,1.0449580656176831e-11
522373.3.peg.867,-8.701979336211418e-14,0.0
522373.3.peg.574,164.55185676108613,164.5518567610877
522373.3.peg.2426,164.5039598473693,164.50395984737008
522373.3.peg.899,-8.715536781340822e-14,0.0
522373.3.peg.870,-8.715536781340822e-14,0.0
522373.3.peg.382,164.5518567610861,164.55185676108565
522373.3.peg.875,-6.899385865568334e-14,-1.137067340221956e-13
522373.3.peg.1636,163.57669119646405,163.57669119646334
522373.3.peg.2061,164.5518567610868,164.55185676108616
522373.3.peg.3414,164.5518567610868,164.55185676108616
522373.3.peg.3792,164.5518567610868,164.55185676108647
522373.3.peg.1711,164.5518567610868,164.55185676108647
522373.3.peg.2140,164.5518567610868,164.55185676108647
522373.3.peg.3573,164.55185676108655,164.55185676108653
522373.3.peg.822,164.55185676108655,164.55185676108653
522373.3.peg.3390,164.55185676108655,164.55185676108653
522373.3.peg.757,164.55185676108664,164.55185676108698
522373.3.peg.869,0.0,3.2588234155597447e-15
522373.3.peg.1576,164.55185676108636,164.55185676108522
522373.3.peg.971,164.5518567610865,164.5518567610849
522373.3.peg.256,164.55185676108636,164.5518567610849
522373.3.peg.3372,-6.940994429441375e-12,2.331994646708657e-11
522373.3.peg.2126,7.544559162436276e-14,7.721836578505486e-14
522373.3.peg.3495,-1.0562382827410789e-13,-2.7026428024769203e-12
522373.3.peg.423,1.5592088935701637e-13,-2.65116389195355e-12
522373.3.peg.3648,164.55185676108607,164.551856761086
522373.3.peg.3187,164.55185676108607,164.551856761086
522373.3.peg.4333,-5.507482562773736e-14,-4.143608827359096e-14
