,Stenotrophomonas maltophilia_gapfilled_0,Stenotrophomonas maltophilia_gapfilled_3
522373.3.peg.3204,164.5518567610837,164.55185676108516
522373.3.peg.2668,164.5518567610837,164.55185676108516
522373.3.peg.2060,4.1275526556180913e-13,7.422219249819192e-14
522373.3.peg.3612,164.55185676108715,164.55185676108673
522373.3.peg.890,5.109410615307523e-15,1.0371033524755176e-14
522373.3.peg.4430,5.109410615307523e-15,-5.963344276734226e-14
522373.3.peg.1379,5.109410615307523e-15,-5.963344276734226e-14
522373.3.peg.252,164.5518567610867,164.551856761086
522373.3.peg.3396,164.5518567610867,164.551856761086
522373.3.peg.858,164.5518567610867,164.551856761086
522373.3.peg.4079,2.064449602727096e-13,4.475338949380181e-13
522373.3.peg.616,1.4098680213746023e-13,-2.226276436008156e-13
522373.3.peg.2672,164.55185676108908,164.551856761086
522373.3.peg.1957,4.265332827102174e-12,1.00623372695036e-11
522373.3.peg.3175,0.0,1.5563400892747985e-13
522373.3.peg.584,164.55185676104932,164.55185676108243
522373.3.peg.3120,164.55185676104932,164.55185676108243
522373.3.peg.4011,164.55185676104932,164.55185676108243
522373.3.peg.1304,164.55185676104932,164.55185676108243
522373.3.peg.223,164.55185676104932,164.55185676108243
522373.3.peg.1238,1.8697946277629134e-13,1.0805240575975124e-13
522373.3.peg.1703,164.55185676108687,164.55185676108653
522373.3.peg.745,0.0,9.436156433343493e-14
522373.3.peg.2217,164.55185676108655,164.55185676108653
522373.3.peg.2771,164.5518567610862,164.55185676108653
522373.3.peg.4319,2.5189718423144106e-13,6.487264003168498e-14
522373.3.peg.567,164.55185676108874,164.55185676108593
522373.3.peg.4409,164.55185676108874,164.55185676108593
522373.3.peg.884,-4.458696026051771e-15,-2.354081079078056e-13
522373.3.peg.2255,164.55185676108715,164.55185676108428
522373.3.peg.4369,-6.923772612303308e-14,-1.6066224585811935e-14
522373.3.peg.2956,164.55185676108624,164.5518567610863
522373.3.peg.3521,164.55185676108624,164.5518567610863
522373.3.peg.4230,6.627099267814411e-13,-4.19422749486631e-13
522373.3.peg.4309,164.55185676108624,164.55185676108505
522373.3.peg.2725,164.55185676108624,164.55185676108505
522373.3.peg.2946,-1.0700177784569592e-13,0.0
522373.3.peg.3095,164.55185676108627,164.55185676108616
522373.3.peg.244,164.55185676108627,164.55185676108616
522373.3.peg.3331,-1.7878166778297374e-13,-1.2899206340130154e-15
522373.3.peg.3088,164.55185676107502,164.55185676108613
522373.3.peg.2971,164.55185676107502,164.55185676108724
522373.3.peg.998,9.53756844045639e-13,-3.748449109922047e-13
522373.3.peg.4329,2.3121378037470033e-13,-7.496898219844094e-13
522373.3.peg.3697,164.55185676155696,164.5518567610843
522373.3.peg.3850,7.898563439436332e-15,4.5149365354792353e-14
522373.3.peg.2730,164.55185676108474,164.55185676109312
522373.3.peg.3090,164.55185676108013,164.55185676108698
522373.3.peg.523,164.5518567610876,164.55185676108698
522373.3.peg.404,164.55185676108658,164.55185676108653
522373.3.peg.992,1.745498249035137e-14,1.723167197999034e-14
522373.3.peg.694,-3.490996498070274e-14,-3.2230793973747e-14
522373.3.peg.2609,164.5518567610866,164.55185676108505
522373.3.peg.2988,164.5518567610866,164.55185676108505
522373.3.peg.621,164.5518567610866,164.55185676108505
522373.3.peg.2909,164.5518567610866,164.55185676108505
522373.3.peg.4429,-4.288281241795878e-14,-2.5939622865910575e-14
522373.3.peg.1713,164.55185676108718,164.55185676108653
522373.3.peg.1715,164.55185676108718,164.55185676108624
522373.3.peg.3321,-6.730305323267191e-14,-1.6186249896492958e-10
522373.3.peg.1287,2.221000756678173e-13,-1.771646843840641e-11
522373.3.peg.555,1.9517885437474854e-13,0.0
522373.3.peg.3411,164.55185676108533,164.55185676108457
522373.3.peg.162,164.55185676108613,164.5518567610849
522373.3.peg.3229,164.55185676108613,164.5518567610849
522373.3.peg.1097,164.55185676108613,164.5518567610849
522373.3.peg.3194,164.55185676108613,164.5518567610849
522373.3.peg.4043,164.55185676108613,164.5518567610864
522373.3.peg.1969,164.5518567610869,164.55185676108644
522373.3.peg.913,141.04444865236022,141.0444486523598
522373.3.peg.1520,164.539879918039,164.53987991803854
522373.3.peg.864,-4.817094999591065e-14,4.276083719095118e-14
522373.3.peg.828,164.5518567610863,164.55185676108695
522373.3.peg.241,164.55185676108596,164.55185676108695
522373.3.peg.4160,164.55185676108596,164.55185676108695
522373.3.peg.2132,164.55185676108596,164.55185676108695
522373.3.peg.3968,164.55185676108596,164.55185676108695
522373.3.peg.94,164.55185676108596,164.55185676108695
522373.3.peg.144,164.55185676108596,164.55185676108695
522373.3.peg.3144,-3.010325114342399e-13,6.206653995573396e-13
522373.3.peg.1457,164.55185676108687,164.55185676108565
522373.3.peg.4260,164.55185676108687,164.55185676108565
522373.3.peg.2075,164.55185676108616,164.5518567610865
522373.3.peg.879,-2.3503707487559045e-13,6.138173951099309e-14
522373.3.peg.3728,164.5518567610879,164.55185676108687
522373.3.peg.1971,164.5518567610879,164.55185676108596
522373.3.peg.1450,164.5518567610879,164.55185676108596
522373.3.peg.275,164.5518567610879,164.55185676108596
522373.3.peg.3013,164.5518567610879,164.55185676108596
522373.3.peg.4392,1.3448236019141286e-12,1.3273307664993244e-11
522373.3.peg.3023,164.5518567610864,164.55185676108647
522373.3.peg.373,-5.520257130046478e-13,-7.080670268195852e-14
522373.3.peg.3209,-1.2033466160804257e-13,-5.060959963431047e-12
522373.3.peg.889,8.265739655579458e-14,-2.1985267452932512e-13
522373.3.peg.843,164.55185676108707,164.5518567610861
522373.3.peg.60,164.55185676108707,164.55185676108616
522373.3.peg.263,-8.445318341518688e-13,164.551856761086
522373.3.peg.40,164.55185676108695,164.551856761086
522373.3.peg.3883,141.04444865236,141.04444865235834
522373.3.peg.3855,164.5518567610862,164.5518567610849
522373.3.peg.739,164.5518567610862,164.5518567610849
522373.3.peg.1945,2.2256742784780994e-13,-7.688033527967322e-15
522373.3.peg.909,164.55185676108476,164.55185676108658
522373.3.peg.2022,164.55185676108476,164.55185676108658
522373.3.peg.3533,141.04444865235973,141.04444865235905
522373.3.peg.2130,9.8796349283837e-14,-2.355998943529909e-13
522373.3.peg.157,164.55185676108624,164.55185676108536
522373.3.peg.3739,164.55185676108624,164.55185676108624
522373.3.peg.791,164.55185676108624,164.55185676108624
522373.3.peg.984,164.55185676108624,164.55185676108624
522373.3.peg.3617,164.55185676108624,164.55185676108624
522373.3.peg.4070,1.9837057096279487e-13,9.156943871718695e-14
522373.3.peg.717,-3.226081800789877e-13,-2.1060970904952998e-12
522373.3.peg.896,3.3873858908293707e-12,4.578471935859348e-14
522373.3.peg.3189,164.55185676108687,164.55185676108655
522373.3.peg.1317,1.5181568945725384e-13,-3.1997448452775324e-15
522373.3.peg.3613,1.5181568945725384e-13,-1.0450156011452879e-13
522373.3.peg.3882,141.04444865235976,141.0444486523595
522373.3.peg.2901,164.55185676108638,164.5518567610859
522373.3.peg.4087,164.55185676108638,164.5518567610859
522373.3.peg.3183,164.55185676108638,164.5518567610859
522373.3.peg.3026,164.55185676108638,164.5518567610859
522373.3.peg.3182,164.55185676108638,164.5518567610859
522373.3.peg.898,5.344162761031749e-13,-2.0707181939934405e-16
522373.3.peg.885,5.93795862336861e-14,-2.0707181939934405e-16
522373.3.peg.2135,164.55185676108636,164.5518567610875
522373.3.peg.942,164.55185676108636,164.5518567610875
522373.3.peg.3186,164.55185676108636,164.5518567610875
522373.3.peg.1348,164.55185676108636,164.5518567610875
522373.3.peg.1082,5.825825961081915e-14,4.487282232125409e-14
522373.3.peg.3620,164.55185676108732,164.55185676108627
522373.3.peg.232,162.78935564681484,162.78935564681493
522373.3.peg.2729,164.55185676108587,164.55185676108584
522373.3.peg.4156,164.55185676108587,164.55185676108584
522373.3.peg.3677,164.55185676108587,164.55185676108584
522373.3.peg.4204,164.55185676108587,164.55185676108584
522373.3.peg.3530,164.55185676108587,164.5518567610858
522373.3.peg.2400,164.55185676108604,164.5518567610859
522373.3.peg.249,164.55185676108604,164.5518567610859
522373.3.peg.3647,164.55185676108604,164.5518567610859
522373.3.peg.3309,164.55185676108604,164.5518567610859
522373.3.peg.3087,164.5518567610861,164.5518567610858
522373.3.peg.1194,164.5518567610861,164.5518567610858
522373.3.peg.1288,-3.916973076992395e-14,1.266147857583526e-13
522373.3.peg.3580,141.0752552177472,141.075255217693
522373.3.peg.48,164.55185676108988,164.5518567610858
522373.3.peg.930,164.55185676108988,164.5518567610858
522373.3.peg.251,141.61747634851847,141.6174763485174
522373.3.peg.1316,-5.845872283289241e-14,5.4545354185319515e-14
522373.3.peg.3498,-2.9229361416446204e-14,-1.7532435273852701e-13
522373.3.peg.1978,164.5518567610855,164.55185676108613
522373.3.peg.1507,164.5518567610855,164.55185676108613
522373.3.peg.1427,164.5518567610855,164.55185676108613
522373.3.peg.191,164.5518567610855,164.55185676108613
522373.3.peg.819,164.5518567610855,164.55185676108613
522373.3.peg.3443,-6.701620646477706e-14,6.507872228288989e-15
522373.3.peg.2422,164.55185676108675,164.55185676108573
522373.3.peg.3987,3.8591983683270925e-14,3.844576660634019e-13
522373.3.peg.1522,164.55185676108604,164.55185676108573
522373.3.peg.3215,-7.32916628120613e-14,6.545861939340856e-13
522373.3.peg.3574,164.55185676108673,164.55185676107962
522373.3.peg.1136,0.0,3.5842742853523705e-13
522373.3.peg.552,164.55185676108914,164.55185676108619
522373.3.peg.231,164.55185676108914,164.55185676108604
522373.3.peg.2665,164.55185676108914,164.55185676108604
522373.3.peg.671,-3.5459141902566853e-14,-1.2285783538050684e-12
522373.3.peg.2934,-1.3514491769974445e-13,-4.655268184152902e-13
522373.3.peg.2962,-5.376784290653418e-11,3.613042481887846e-11
522373.3.peg.553,164.55185676108619,164.55185676108684
522373.3.peg.2510,164.55185676108619,164.55185676108684
522373.3.peg.934,164.55185676108619,164.55185676108684
522373.3.peg.902,-2.8850943440368033e-13,-9.092573365878759e-11
522373.3.peg.2399,164.55185676108638,164.55185676108616
522373.3.peg.1152,-2.589651103539864e-13,-1.6379182420115638e-13
522373.3.peg.3509,164.55185676108624,164.55185676108556
522373.3.peg.685,164.55185676108624,164.55185676108673
522373.3.peg.690,3.9261641881951297e-28,1.1752169284846208e-15
522373.3.peg.2101,162.7893556468261,162.7893556468149
522373.3.peg.4211,164.55185676108624,164.5518567610859
522373.3.peg.2058,-2.284560129302007e-13,-4.146419910833014e-14
522373.3.peg.229,164.55185676108624,164.5518567610866
