,Achromobacter piechaudii_gapfilled_527
742159.3.peg.3277,174.19082324166192
742159.3.peg.3541,174.19082324166192
742159.3.peg.720,174.19082324166192
742159.3.peg.4630,174.19082324166192
742159.3.peg.2156,174.19082324166192
742159.3.peg.1289,174.19082324166192
742159.3.peg.4322,174.19082324166192
742159.3.peg.1961,153.69778521323104
742159.3.peg.4104,174.1908232416619
742159.3.peg.888,174.1908232416619
742159.3.peg.5122,174.1908232416619
742159.3.peg.419,159.60758180693927
742159.3.peg.2386,174.1908232416625
742159.3.peg.2450,174.1908232416625
742159.3.peg.4403,174.1908232416625
742159.3.peg.3008,174.1908232416625
742159.3.peg.1322,174.1908232416625
742159.3.peg.2489,174.1908232416625
742159.3.peg.2990,174.1908232416625
742159.3.peg.3805,174.1908232416625
742159.3.peg.3097,153.69778521323096
742159.3.peg.2115,174.19082324166138
742159.3.peg.1880,174.19082324166138
742159.3.peg.5524,174.19082324166138
742159.3.peg.4159,174.19082324166138
742159.3.peg.3859,174.12452775193296
742159.3.peg.3007,174.19082324166183
742159.3.peg.4284,174.19082324166183
742159.3.peg.418,159.6075818069393
742159.3.peg.385,174.19082324166186
742159.3.peg.4582,174.19082324166186
742159.3.peg.5209,174.19082324166186
742159.3.peg.4256,174.19082324166186
742159.3.peg.1324,174.19082324166186
742159.3.peg.2441,174.19082324166186
742159.3.peg.1924,174.19082324166186
742159.3.peg.1232,174.19082324166186
742159.3.peg.5199,174.19082324166186
742159.3.peg.4645,174.19082324166186
742159.3.peg.3880,174.19082324166186
742159.3.peg.3345,174.19082324166186
742159.3.peg.4840,174.19082324166186
742159.3.peg.1930,174.19082324166186
742159.3.peg.3763,174.19082324166186
742159.3.peg.1795,174.19082324166018
742159.3.peg.1991,174.19082324166018
742159.3.peg.3012,174.19082324166018
742159.3.peg.4172,174.19082324166018
742159.3.peg.3797,174.19082324166018
742159.3.peg.3227,174.19082324166018
742159.3.peg.2832,174.19082324166186
742159.3.peg.2158,174.19082324166186
742159.3.peg.662,174.19082324166186
742159.3.peg.4318,174.19082324166186
742159.3.peg.5130,174.19082324166186
742159.3.peg.2842,174.19082324166186
742159.3.peg.2936,153.69778521323084
742159.3.peg.3884,174.19082324166192
742159.3.peg.4625,174.19082324166186
742159.3.peg.3341,174.19082324166186
742159.3.peg.1583,174.19082324166186
742159.3.peg.522,174.19082324166186
742159.3.peg.1768,174.19082324166186
742159.3.peg.1203,174.19082324166186
742159.3.peg.4277,174.19082324166186
742159.3.peg.5453,174.19082324166186
742159.3.peg.4300,174.19082324166186
742159.3.peg.1648,174.19082324166186
742159.3.peg.4235,174.19082324166186
742159.3.peg.1936,174.19082324166186
742159.3.peg.3803,174.19082324166186
742159.3.peg.3807,174.19082324166186
742159.3.peg.845,174.19082324166186
742159.3.peg.3185,174.19082324166186
742159.3.peg.5327,174.19082324166186
742159.3.peg.2837,174.19082324166186
742159.3.peg.4867,174.19082324166186
742159.3.peg.2135,174.19082324166186
742159.3.peg.3246,174.19082324166186
742159.3.peg.1229,174.19082324166186
742159.3.peg.5189,174.19082324166186
742159.3.peg.2731,174.19082324166186
742159.3.peg.4299,174.19082324166186
742159.3.peg.4509,174.19082324166186
742159.3.peg.3540,174.19082324166186
742159.3.peg.2881,174.19082324166186
742159.3.peg.1573,174.19082324166186
742159.3.peg.1677,174.19082324166186
742159.3.peg.2534,174.19082324166186
742159.3.peg.3904,174.19082324166186
742159.3.peg.3210,174.19082324166186
742159.3.peg.1218,174.19082324166186
742159.3.peg.3093,174.19082324166186
742159.3.peg.1189,174.19082324166186
742159.3.peg.3166,174.19082324166186
742159.3.peg.2945,174.19082324166186
742159.3.peg.1845,174.19082324166186
742159.3.peg.5398,174.19082324166186
742159.3.peg.301,174.19082324166186
742159.3.peg.1213,174.19082324166186
742159.3.peg.1745,169.07182727555386
742159.3.peg.4013,174.19082324166263
742159.3.peg.4940,174.19082324166263
742159.3.peg.2432,174.19082324166263
742159.3.peg.3238,174.19082324166263
742159.3.peg.3985,174.19082324166263
742159.3.peg.1154,174.19082324166263
742159.3.peg.4844,174.19082324166263
742159.3.peg.732,174.19082324166263
742159.3.peg.4243,174.19082324166263
742159.3.peg.3698,174.19082324166263
742159.3.peg.2045,174.19082324166263
742159.3.peg.265,174.19082324166263
742159.3.peg.3357,174.16871913666807
742159.3.peg.865,174.19082324166263
742159.3.peg.1198,174.19082324166263
742159.3.peg.5034,174.19082324166263
742159.3.peg.3359,174.16871913666807
742159.3.peg.2646,174.19082324166263
742159.3.peg.3402,153.69778521323073
742159.3.peg.998,174.1908232416614
742159.3.peg.5476,169.19792443410296
742159.3.peg.703,174.19082324166075
742159.3.peg.4715,174.19082324166075
742159.3.peg.1258,174.19082324166075
742159.3.peg.2828,174.19082324166075
742159.3.peg.3358,174.16871913666662
742159.3.peg.3804,174.19082324166075
742159.3.peg.4049,174.19082324166075
742159.3.peg.1020,174.19082324166075
742159.3.peg.3900,174.19082324166075
742159.3.peg.3873,172.89084847231354
742159.3.peg.3896,174.19082324166226
742159.3.peg.5540,174.19082324166226
742159.3.peg.532,174.19082324166226
742159.3.peg.3242,159.6075818069389
742159.3.peg.1243,174.1908232416619
742159.3.peg.2121,174.1908232416619
742159.3.peg.2892,174.1908232416619
742159.3.peg.3268,174.1908232416619
742159.3.peg.1520,174.1908232416619
742159.3.peg.2189,174.1908232416619
742159.3.peg.491,174.1908232416619
742159.3.peg.530,174.1908232416619
742159.3.peg.5123,174.1908232416619
742159.3.peg.4211,174.1908232416619
742159.3.peg.3018,174.1908232416619
742159.3.peg.4902,174.1908232416619
742159.3.peg.508,174.1908232416619
742159.3.peg.4999,174.190823241662
742159.3.peg.2689,174.1908232416612
742159.3.peg.1937,174.1908232416612
742159.3.peg.2773,174.1908232416612
742159.3.peg.1836,174.1908232416612
742159.3.peg.5520,174.1908232416612
742159.3.peg.3274,174.1908232416612
742159.3.peg.4084,174.1908232416612
742159.3.peg.5393,174.1908232416612
742159.3.peg.5457,174.1908232416612
742159.3.peg.2301,174.1908232416612
742159.3.peg.1015,174.1908232416612
742159.3.peg.5341,174.1908232416612
742159.3.peg.3092,174.1908232416612
742159.3.peg.5216,174.1908232416612
742159.3.peg.1016,174.1908232416612
742159.3.peg.5519,174.1908232416612
742159.3.peg.1087,174.1908232416612
742159.3.peg.4471,174.1908232416612
742159.3.peg.5197,174.1908232416612
742159.3.peg.1710,174.1908232416612
742159.3.peg.935,174.1908232416612
742159.3.peg.4387,174.1908232416612
742159.3.peg.1827,174.1908232416612
742159.3.peg.734,174.1908232416612
742159.3.peg.1363,174.1908232416612
742159.3.peg.251,174.1908232416612
742159.3.peg.339,174.1908232416612
742159.3.peg.4995,174.1908232416612
742159.3.peg.5310,174.1908232416612
742159.3.peg.1181,174.1908232416612
742159.3.peg.2474,174.1908232416612
742159.3.peg.2657,174.1908232416612
742159.3.peg.2957,174.1908232416612
742159.3.peg.1379,174.1908232416612
742159.3.peg.3692,174.1908232416612
742159.3.peg.2440,174.1908232416612
742159.3.peg.4866,174.1908232416612
742159.3.peg.1754,174.19082324166337
742159.3.peg.4642,174.19082324166385
742159.3.peg.4292,174.19082324166385
742159.3.peg.125,174.19082324166385
742159.3.peg.596,174.19082324166385
742159.3.peg.2901,174.19082324166385
742159.3.peg.1964,153.6977852132313
742159.3.peg.2222,174.190823241662
742159.3.peg.5461,174.190823241662
742159.3.peg.1053,174.190823241662
742159.3.peg.3991,174.190823241662
742159.3.peg.5319,174.190823241662
742159.3.peg.2743,174.190823241662
742159.3.peg.2159,174.190823241662
742159.3.peg.4048,174.190823241662
742159.3.peg.857,174.190823241662
742159.3.peg.2239,174.190823241662
742159.3.peg.2337,174.190823241662
742159.3.peg.4536,174.190823241662
742159.3.peg.2984,174.190823241662
742159.3.peg.4370,174.190823241662
742159.3.peg.1973,174.190823241662
742159.3.peg.262,174.190823241662
742159.3.peg.3574,174.190823241662
742159.3.peg.1960,153.69778521323124
742159.3.peg.3604,174.190823241662
742159.3.peg.4592,174.190823241662
742159.3.peg.2471,174.190823241662
742159.3.peg.3095,174.190823241662
742159.3.peg.4180,174.190823241662
742159.3.peg.1418,172.6486258535237
742159.3.peg.3417,174.19082324166183
742159.3.peg.789,174.19082324166183
742159.3.peg.4420,174.19082324166183
742159.3.peg.1535,174.19082324166183
742159.3.peg.3488,167.0911287876778
742159.3.peg.3022,174.19082324166203
742159.3.peg.5475,174.19082324166203
742159.3.peg.1294,174.19082324166203
742159.3.peg.4968,174.19082324166203
742159.3.peg.1205,174.19082324166203
742159.3.peg.2487,174.19082324166203
742159.3.peg.4414,174.19082324166203
742159.3.peg.1721,174.19082324166203
742159.3.peg.4060,174.19082324166203
742159.3.peg.307,174.19082324166203
742159.3.peg.3289,173.33809543760677
742159.3.peg.2756,174.19082324166203
742159.3.peg.1985,174.19082324166203
742159.3.peg.3156,174.19082324166203
742159.3.peg.4212,174.19082324166203
742159.3.peg.2090,174.19082324166203
742159.3.peg.3269,174.19082324166203
742159.3.peg.5067,174.19082324166203
742159.3.peg.4531,174.19082324166203
742159.3.peg.5351,174.19082324166203
742159.3.peg.4761,174.19082324166203
742159.3.peg.349,174.19082324166203
742159.3.peg.2893,174.19082324166203
742159.3.peg.3447,174.19082324166203
742159.3.peg.2838,174.190823241662
742159.3.peg.4074,174.19082324166206
742159.3.peg.2074,174.19082324166197
742159.3.peg.4704,174.19082324166197
742159.3.peg.2344,174.19082324166197
742159.3.peg.3811,174.19082324166197
742159.3.peg.1774,174.19082324166197
742159.3.peg.4044,174.19082324166197
742159.3.peg.2052,174.19082324166197
742159.3.peg.4748,174.19082324166197
742159.3.peg.2961,174.19082324166197
742159.3.peg.3806,174.19082324166197
742159.3.peg.2252,174.19082324166197
742159.3.peg.617,174.19082324166197
742159.3.peg.2868,174.19082324166197
742159.3.peg.2946,174.19082324166197
742159.3.peg.4077,174.19082324166197
742159.3.peg.2463,174.19082324166197
742159.3.peg.1388,174.19082324166197
742159.3.peg.3704,173.4339203859084
742159.3.peg.1728,174.19082324166197
742159.3.peg.5523,174.19082324166197
742159.3.peg.2989,174.19082324166197
742159.3.peg.2125,174.19082324166197
742159.3.peg.4296,174.19082324166197
742159.3.peg.2315,174.19082324166197
742159.3.peg.4196,174.19082324166197
742159.3.peg.2501,174.19082324166197
742159.3.peg.2504,174.19082324166197
742159.3.peg.5395,174.19082324166197
742159.3.peg.333,174.19082324166197
742159.3.peg.824,174.19082324166197
742159.3.peg.2993,174.19082324166197
742159.3.peg.420,166.53483398820893
742159.3.peg.5129,174.19082324166197
742159.3.peg.4103,174.19082324166197
742159.3.peg.3649,174.19082324166197
742159.3.peg.3796,174.19082324166197
742159.3.peg.847,174.19082324166197
742159.3.peg.2830,174.19082324166212
742159.3.peg.813,174.19082324166212
742159.3.peg.1125,174.19082324166212
742159.3.peg.3894,174.19082324166212
742159.3.peg.2836,174.19082324166212
742159.3.peg.2972,155.79926567753105
742159.3.peg.4987,174.1908232416626
742159.3.peg.3910,174.1908232416626
742159.3.peg.260,174.1908232416626
742159.3.peg.660,174.1908232416626
742159.3.peg.3912,174.1908232416626
742159.3.peg.341,174.1908232416626
742159.3.peg.4362,171.70349723194707
742159.3.peg.5210,174.190823241662
742159.3.peg.1100,174.190823241662
742159.3.peg.460,174.190823241662
742159.3.peg.1201,174.190823241662
742159.3.peg.545,174.19082324166195
742159.3.peg.4570,174.19082324166195
742159.3.peg.5448,174.19082324166195
742159.3.peg.1938,174.19082324166195
742159.3.peg.3808,174.19082324166195
742159.3.peg.4705,174.19082324166195
742159.3.peg.3901,174.19082324166195
742159.3.peg.3068,172.06323531471492
742159.3.peg.1674,174.1908232416618
742159.3.peg.3060,174.1908232416618
742159.3.peg.1118,174.1908232416618
742159.3.peg.3677,174.1908232416618
742159.3.peg.1649,174.1908232416618
742159.3.peg.1168,174.1908232416618
742159.3.peg.150,174.1908232416618
742159.3.peg.3829,174.1908232416618
742159.3.peg.2467,174.1908232416618
742159.3.peg.2385,174.1908232416618
742159.3.peg.3241,159.60758180693895
742159.3.peg.3121,174.1908232416635
742159.3.peg.1295,174.1908232416635
742159.3.peg.3902,174.1908232416635
742159.3.peg.2300,174.1908232416635
742159.3.peg.2336,174.1908232416635
742159.3.peg.4035,174.1908232416635
742159.3.peg.4461,174.1908232416635
742159.3.peg.3195,174.1908232416635
742159.3.peg.5211,174.1908232416635
742159.3.peg.3010,174.1908232416635
742159.3.peg.4546,174.1908232416635
742159.3.peg.1935,174.1908232416635
742159.3.peg.1534,174.1908232416635
742159.3.peg.2468,174.1908232416635
742159.3.peg.5454,174.1908232416635
742159.3.peg.1995,174.1908232416635
742159.3.peg.3874,174.1908232416635
742159.3.peg.5283,174.1908232416635
742159.3.peg.2579,174.1908232416635
742159.3.peg.1230,174.1908232416635
742159.3.peg.1055,174.1908232416635
742159.3.peg.3419,174.1908232416635
742159.3.peg.5213,174.1908232416635
742159.3.peg.1753,174.19082324166217
742159.3.peg.4273,174.19082324166217
742159.3.peg.3693,174.19082324166206
742159.3.peg.291,174.19082324166197
742159.3.peg.2718,174.19082324166197
742159.3.peg.3422,174.19082324166197
742159.3.peg.3800,174.19082324166197
742159.3.peg.661,174.19082324166197
742159.3.peg.1849,174.19082324166197
742159.3.peg.899,174.19082324166197
742159.3.peg.4280,174.19082324166197
742159.3.peg.2645,174.19082324166197
742159.3.peg.2834,174.19082324166212
742159.3.peg.3607,161.36030209848428
742159.3.peg.1916,174.19082324166217
742159.3.peg.3696,174.19082324166217
742159.3.peg.5217,174.19082324166217
742159.3.peg.1248,174.19082324166217
742159.3.peg.536,153.69778521323133
742159.3.peg.543,174.1908232416622
742159.3.peg.646,174.1908232416622
742159.3.peg.4055,174.1908232416622
742159.3.peg.3585,174.1908232416622
742159.3.peg.28,174.1908232416622
742159.3.peg.3597,174.1908232416622
742159.3.peg.3858,174.1908232416622
742159.3.peg.2054,174.1908232416622
742159.3.peg.1931,174.1908232416622
742159.3.peg.2618,174.1908232416622
742159.3.peg.336,174.1908232416622
742159.3.peg.805,174.1908232416622
742159.3.peg.4372,174.1908232416622
742159.3.peg.3984,174.1908232416622
742159.3.peg.2416,174.1908232416622
742159.3.peg.796,174.1908232416622
742159.3.peg.2254,174.1908232416622
742159.3.peg.3980,174.1908232416622
742159.3.peg.1854,174.1908232416622
742159.3.peg.41,174.1908232416622
742159.3.peg.1447,174.1908232416622
742159.3.peg.247,174.1908232416622
742159.3.peg.1022,174.1908232416622
742159.3.peg.3278,174.19082324166234
742159.3.peg.2887,174.19082324166234
742159.3.peg.837,174.19082324166234
742159.3.peg.1986,174.19082324166234
742159.3.peg.1881,174.1908232416623
742159.3.peg.456,172.64862585352344
742159.3.peg.1191,174.19082324166183
742159.3.peg.1361,174.19082324166183
742159.3.peg.5075,174.19082324166183
742159.3.peg.3732,174.19082324166183
742159.3.peg.1851,174.19082324166183
742159.3.peg.733,174.19082324166183
742159.3.peg.2931,174.19082324166183
742159.3.peg.674,174.19082324166183
742159.3.peg.2891,174.19082324166183
742159.3.peg.5007,174.19082324166183
742159.3.peg.4896,173.61873278739793
742159.3.peg.3882,174.19082324166183
742159.3.peg.850,174.19082324166183
742159.3.peg.4054,174.19082324166183
742159.3.peg.4845,174.19082324166183
742159.3.peg.270,174.19082324166183
742159.3.peg.926,174.19082324166183
742159.3.peg.876,174.19082324166183
742159.3.peg.5373,174.19082324166183
742159.3.peg.317,174.19082324166183
742159.3.peg.3199,174.19082324166183
742159.3.peg.1663,174.19082324166183
742159.3.peg.1076,174.19082324166183
742159.3.peg.799,174.19082324166183
742159.3.peg.1552,174.19082324166183
742159.3.peg.645,169.4136925239071
742159.3.peg.903,174.19082324166183
742159.3.peg.2119,174.19082324166183
742159.3.peg.2162,174.19082324166183
742159.3.peg.5447,174.19082324166183
742159.3.peg.5498,174.19082324166183
742159.3.peg.1747,174.19082324166183
742159.3.peg.939,174.19082324166183
742159.3.peg.2389,174.19082324166183
742159.3.peg.736,174.19082324166183
742159.3.peg.3020,172.6486258535236
742159.3.peg.3383,174.19082324166183
742159.3.peg.4214,174.19082324166183
742159.3.peg.1882,174.19082324166183
742159.3.peg.2826,174.19082324166183
742159.3.peg.3091,174.19082324166183
742159.3.peg.2839,174.19082324166183
742159.3.peg.3311,174.19082324166183
742159.3.peg.2609,174.19082324166183
742159.3.peg.2997,174.19082324166183
742159.3.peg.1917,174.19082324166183
742159.3.peg.5044,174.19082324166183
742159.3.peg.3125,174.19082324166183
742159.3.peg.3374,174.19082324166183
742159.3.peg.694,174.19082324166183
742159.3.peg.2505,174.19082324166183
742159.3.peg.5460,174.19082324166183
742159.3.peg.4544,174.19082324166183
742159.3.peg.405,174.19082324166303
742159.3.peg.520,174.19082324166303
742159.3.peg.152,174.19082324166303
742159.3.peg.5196,174.19082324166303
742159.3.peg.2983,174.19082324166303
742159.3.peg.2391,172.8002158754707
742159.3.peg.4231,174.19082324166257
742159.3.peg.2105,174.19082324166257
742159.3.peg.663,174.19082324166257
742159.3.peg.863,174.19082324166257
742159.3.peg.2835,174.19082324165367
742159.3.peg.4073,174.19082324165367
742159.3.peg.3071,174.19082324165367
742159.3.peg.3543,174.19082324165367
742159.3.peg.3276,174.19082324165367
742159.3.peg.5386,174.19082324165367
742159.3.peg.4868,174.19082324165367
742159.3.peg.2833,174.19082324165367
742159.3.peg.5074,174.19082324165367
742159.3.peg.4037,174.19082324165367
742159.3.peg.4473,174.19082324165367
742159.3.peg.2427,174.190823241662
742159.3.peg.3759,171.0432762125933
742159.3.peg.3727,174.19082324166075
742159.3.peg.2541,174.19082324166075
742159.3.peg.4548,174.19082324166075
742159.3.peg.983,174.19082324166075
742159.3.peg.4326,174.19082324166075
742159.3.peg.943,174.19082324166075
742159.3.peg.1056,174.19082324166075
742159.3.peg.2381,174.19082324166075
742159.3.peg.158,174.19082324166075
742159.3.peg.445,174.19082324166075
742159.3.peg.1199,174.19082324166075
742159.3.peg.2318,174.19082324166075
742159.3.peg.3404,174.19082324166075
742159.3.peg.1262,174.19082324166075
742159.3.peg.535,153.69778521323096
742159.3.peg.701,174.1908232416621
742159.3.peg.1945,174.1908232416621
742159.3.peg.864,174.1908232416621
742159.3.peg.537,174.1908232416621
742159.3.peg.3726,174.1908232416621
