,Streptococcus pneumoniae_gapfilled_79,Streptococcus pneumoniae_gapfilled_65,Streptococcus pneumoniae_gapfilled_87,Streptococcus pneumoniae_gapfilled_31,Streptococcus pneumoniae_gapfilled_78,Streptococcus pneumoniae_gapfilled_58,Streptococcus pneumoniae_gapfilled_93,Streptococcus pneumoniae_gapfilled_43,Streptococcus pneumoniae_gapfilled_61,Streptococcus pneumoniae_gapfilled_52,Streptococcus pneumoniae_gapfilled_94,Streptococcus pneumoniae_gapfilled_76,Streptococcus pneumoniae_gapfilled_39,Streptococcus pneumoniae_gapfilled_2,Streptococcus pneumoniae_gapfilled_97,Streptococcus pneumoniae_gapfilled_20,Streptococcus pneumoniae_gapfilled_12,Streptococcus pneumoniae_gapfilled_10,Streptococcus pneumoniae_gapfilled_63,Streptococcus pneumoniae_gapfilled_82,Streptococcus pneumoniae_gapfilled_45,Streptococcus pneumoniae_gapfilled_1,Streptococcus pneumoniae_gapfilled_55,Streptococcus pneumoniae_gapfilled_80,Streptococcus pneumoniae_gapfilled_23,Streptococcus pneumoniae_gapfilled_4,Streptococcus pneumoniae_gapfilled_70,Streptococcus pneumoniae_gapfilled_91,Streptococcus pneumoniae_gapfilled_53,Streptococcus pneumoniae_gapfilled_56,Streptococcus pneumoniae_gapfilled_33,Streptococcus pneumoniae_gapfilled_62,Streptococcus pneumoniae_gapfilled_66,Streptococcus pneumoniae_gapfilled_74,Streptococcus pneumoniae_gapfilled_85,Streptococcus pneumoniae_gapfilled_51,Streptococcus pneumoniae_gapfilled_35,Streptococcus pneumoniae_gapfilled_99,Streptococcus pneumoniae_gapfilled_50,Streptococcus pneumoniae_gapfilled_90,Streptococcus pneumoniae_gapfilled_98,Streptococcus pneumoniae_gapfilled_11,Streptococcus pneumoniae_gapfilled_32,Streptococcus pneumoniae_gapfilled_64,Streptococcus pneumoniae_gapfilled_42,Streptococcus pneumoniae_gapfilled_72,Streptococcus pneumoniae_gapfilled_44,Streptococcus pneumoniae_gapfilled_69,Streptococcus pneumoniae_gapfilled_75,Streptococcus pneumoniae_gapfilled_18,Streptococcus pneumoniae_gapfilled_68,Streptococcus pneumoniae_gapfilled_37,Streptococcus pneumoniae_gapfilled_0,Streptococcus pneumoniae_gapfilled_49,Streptococcus pneumoniae_gapfilled_21,Streptococcus pneumoniae_gapfilled_16,Streptococcus pneumoniae_gapfilled_71,Streptococcus pneumoniae_gapfilled_46,Streptococcus pneumoniae_gapfilled_34,Streptococcus pneumoniae_gapfilled_54,Streptococcus pneumoniae_gapfilled_89,Streptococcus pneumoniae_gapfilled_5,Streptococcus pneumoniae_gapfilled_38,Streptococcus pneumoniae_gapfilled_77,Streptococcus pneumoniae_gapfilled_6,Streptococcus pneumoniae_gapfilled_40,Streptococcus pneumoniae_gapfilled_67,Streptococcus pneumoniae_gapfilled_88,Streptococcus pneumoniae_gapfilled_26,Streptococcus pneumoniae_gapfilled_28,Streptococcus pneumoniae_gapfilled_17,Streptococcus pneumoniae_gapfilled_59,Streptococcus pneumoniae_gapfilled_19,Streptococcus pneumoniae_gapfilled_60,Streptococcus pneumoniae_gapfilled_57,Streptococcus pneumoniae_gapfilled_92,Streptococcus pneumoniae_gapfilled_14,Streptococcus pneumoniae_gapfilled_47,Streptococcus pneumoniae_gapfilled_27,Streptococcus pneumoniae_gapfilled_15,Streptococcus pneumoniae_gapfilled_96,Streptococcus pneumoniae_gapfilled_25,Streptococcus pneumoniae_gapfilled_41,Streptococcus pneumoniae_gapfilled_8,Streptococcus pneumoniae_gapfilled_86,Streptococcus pneumoniae_gapfilled_13,Streptococcus pneumoniae_gapfilled_95,Streptococcus pneumoniae_gapfilled_29,Streptococcus pneumoniae_gapfilled_81,Streptococcus pneumoniae_gapfilled_73,Streptococcus pneumoniae_gapfilled_24,Streptococcus pneumoniae_gapfilled_83,Streptococcus pneumoniae_gapfilled_36,Streptococcus pneumoniae_gapfilled_48,Streptococcus pneumoniae_gapfilled_30,Streptococcus pneumoniae_gapfilled_84,Streptococcus pneumoniae_gapfilled_22,Streptococcus pneumoniae_gapfilled_7,Streptococcus pneumoniae_gapfilled_9,Streptococcus pneumoniae_gapfilled_3
171101.6.peg.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171101.6.peg.1853,48.05346213575686,48.52531359327675,51.8287491251585,49.97061261208274,62.54258347122427,45.37875499372149,58.812742123862904,76.0368356625583,59.256960921595464,53.03915735128912,49.431841528960874,47.531293986770365,61.98485973238054,50.17735198576077,47.244514841498024,60.553787381219074,50.11071072927365,49.212101450336334,46.98501504680118,59.086507505864255,49.706232668352165,48.38633715948709,54.18759183879154,44.738267895619714,44.37304023179927,61.941667603705135,48.89610998911089,55.20747202262751,54.95680530077119,52.598118566611106,53.994355022607785,47.32088985038587,63.63614589527999,50.53341136211074,52.11166323960258,51.487462498681005,44.49865732549089,51.3086454682949,43.14873181143738,47.73612008148832,58.535886656721516,56.20615490431903,47.23783502953822,49.3847931969837,43.008026996078186,47.88808255611994,46.5728939311022,47.888082556119734,48.54161282351624,45.96245562418754,59.14683210541552,44.49803706987907,45.55208382428838,47.005107168386374,54.735131741697174,51.742451085023355,46.383055093291574,47.40420792405579,47.8880825561198,47.88441780366185,50.36201499462205,53.997563820042984,52.3758284021272,50.41159990326386,47.99296358156356,47.99954341606577,48.541612823518804,45.422545190039145,49.03744560623547,47.8880825561199,50.76413353440263,47.00059825833381,61.12575001724511,47.888082556120565,47.10888146105602,57.39984830056382,49.16443071443166,50.43369778737226,53.62574459013149,46.887926188992836,48.97137434452355,56.98950519843243,44.46880566233683,65.23975194870941,51.1579157945777,59.15624750349658,46.98457169731965,46.981891926621316,50.282319739978625,49.25137143522447,50.77892476618471,47.86056110741349,46.992832820761485,60.119135299212516,57.28346559272265,45.689184538073505,50.90978136031566,48.699864750252026,63.47548997394049,52.83187928964099
171101.6.peg.884,48.01104731966712,48.525313593277154,51.82874912515817,49.97061261208282,62.40971927141013,45.24981774402122,57.21528515098782,75.3065836660411,59.025457683706435,53.039157351284864,49.431841528960575,47.53129398677039,61.24972641970439,50.07448262502392,47.24451484151303,60.55378738121911,50.110710729273556,49.212101450336824,46.98501504680147,57.25811011397329,49.70623266835216,48.38633715948736,53.91500072776119,44.73826789561999,44.373040231799315,60.63314335098786,48.89610998911108,55.207472022627535,54.95680530077119,52.2134487476108,53.722915536577254,46.666240750812825,62.89401969362524,50.416752892743396,52.11166323960258,51.429834255829824,44.49865732549089,51.22865852808892,43.14873181143738,47.736120081487776,56.59520310740556,55.24439370234456,47.1102034165051,49.38479319698387,43.00802699607202,47.88808255611994,46.46285187347538,47.888082556119734,48.54161282351624,45.834363403224614,58.75450099450661,44.49803706987799,45.55208382428838,47.00510716838632,52.16649429306945,51.09051741296061,46.383055093291794,47.404207924055534,47.88808255611982,47.88441780366177,50.36201499462205,53.925287216884676,52.37471439648514,49.881823071722906,47.45472993895611,47.99954341606577,48.54161282351638,45.42254519004106,49.03744560623547,47.88808255611986,50.32164031648666,47.00059825833381,61.12575001724508,47.88808255612023,46.57083685375822,55.600611359310115,48.68524601361718,50.08882902863115,53.62574459013178,46.887926188993106,48.971374344523234,56.98950519843253,44.46880566233635,65.23975194871055,51.1579157945777,58.83768837104833,46.984571697319666,46.98189192662127,50.28231973997878,49.25137143522443,50.30652614361087,47.860561107413574,46.992832820761485,59.84242518412342,56.18982430911067,45.68918453807356,50.13609416810249,47.940938375398986,63.47548997394048,52.58376623394055
171101.6.peg.746,48.05346213575669,48.525313593277154,51.82874912515817,49.97061261208282,62.54258347122434,45.37875499372268,58.8127421238629,76.03683566256119,59.256960921595585,53.03915735128493,49.431841528960575,47.53129398677039,61.98485973238058,50.17735198576084,47.24451484151303,60.55378738121911,50.11071072927395,49.2121014503365,46.98501504680147,59.086507505864155,49.70623266835216,48.38633715948736,54.187591838792876,44.73826789561999,44.37304023179931,61.94166760370569,48.89610998911108,55.207472022627535,54.95680530077119,52.59811856661104,53.99435502260778,47.32088985038582,63.63614589528059,50.53341136211061,52.11166323960258,51.487462498681005,44.49865732549089,51.30864546829496,43.14873181143738,47.736120081487776,58.5358866567214,56.20615490431656,47.237835029538246,49.38479319698387,43.00802699607202,47.88808255611994,46.5728939310997,47.888082556119734,48.54161282351624,45.96245562418746,59.14683210541551,44.49803706987799,45.55208382428838,47.00510716838632,54.735131741697764,51.74245108502326,46.383055093291794,47.404207924055534,47.88808255611982,47.88441780366181,50.36201499462205,53.9975638200427,52.375828402127304,50.411599903263784,47.99296358156507,47.99954341606577,48.54161282351638,45.42254519004106,49.03744560623547,47.88808255611986,50.76413353440259,47.00059825833381,61.12575001724508,47.88808255612023,47.10888146105617,57.399848300564116,49.16443071443167,50.43369778737335,53.6257445901318,46.887926188993106,48.971374344523234,56.98950519843253,44.46880566233635,65.23975194871055,51.1579157945777,59.156247503497276,46.98457169731935,46.98189192662127,50.28231973997878,49.25137143522443,50.77892476618816,47.86056110741347,46.992832820761485,60.11913529921237,57.28346559272333,45.68918453807356,50.90978136031562,48.69986475025186,63.47548997394048,52.83187928964102
171101.6.peg.958,0.0,0.0,-1.735851341572611e-13,0.0,1.4530688392565673e-13,0.0,4.844819156424687e-14,-2.821436735883618e-14,5.348221660297396e-14,-2.07483133030669e-13,-3.1505709854559742e-12,-3.1347949121877654e-12,0.0,-1.8828749685209904e-14,2.319496947729417e-13,-1.6144150508000724e-14,1.784006055295842e-12,2.1052334562824897e-13,1.789224075783309e-14,-5.589997553005437e-13,8.831781018099268e-15,0.0,0.0,8.119729105740452e-15,-3.9723892547284225e-14,-1.8743922626161496e-13,-1.269712088188434e-13,5.463174761209654e-14,7.876322582383338e-15,3.4214088018804585e-13,-2.103775070938217e-14,-9.774057249112716e-14,2.88688817644828e-14,1.8995506317835362e-13,4.302947168082033e-15,-6.029096173366838e-14,1.0893416186762203e-13,-2.4667398837641456e-14,-3.5900579148485515e-14,0.0,-1.7296244889781958e-13,1.6927817751436152e-13,2.5707614496408262e-15,1.1246610490838014e-13,1.6085565782033986e-13,-9.972079762041444e-14,-3.6480701669587484e-14,0.0,0.0,3.8677890808457136e-13,2.902508549530282e-13,1.0555518423006917e-14,-4.089185881882004e-13,8.933808966094646e-13,-1.8665622240649707e-13,2.229607636583052e-13,3.4622511776946072e-15,4.202799634353851e-14,6.369580483684274e-14,-3.1715561255121015e-13,9.812071950199722e-14,-2.218945121256673e-14,-1.6529234253351722e-13,-5.519987103278505e-14,7.258469519979407e-14,0.0,-6.287360210192387e-14,2.736041995029424e-13,1.324384171111253e-13,-9.889512002295048e-14,7.76170887465204e-15,6.307661875895914e-13,-9.60729436680128e-14,6.580026116161708e-14,2.6474191284178865e-13,-7.282575073318499e-13,1.4797373980445752e-13,1.5595972070730304e-14,-4.017605099141551e-14,-1.1800084913371249e-14,-1.2733292374533546e-13,2.163747368946987e-14,1.0040916928948214e-13,0.0,7.407361711511835e-14,0.0,-2.6588204782210524e-13,8.787470795121216e-15,-2.943278461484285e-14,3.114084038936039e-13,-9.06988960336139e-14,-1.7368940492508188e-13,-1.0551536268924691e-13,3.501475713736402e-13,-2.2052328516672893e-13,2.6545451411541283e-13,-6.100254390400794e-13,6.40928534970523e-14,-4.680602461931589e-14,0.0
171101.6.peg.559,-8.015507167509288e-14,0.0,5.78617113857537e-14,0.0,-1.3077619553309106e-12,0.0,-5.652289015828801e-14,-7.406271431694498e-14,-1.0696443320594793e-13,-1.3832208868711268e-13,-3.1505709854559742e-12,3.0307866854406934e-12,1.1859246448788226e-13,1.5062999748167923e-13,0.0,1.2402003514370154e-13,-3.9778513395109996e-13,2.8946960023884234e-13,-1.789224075783309e-14,-3.726665035336957e-13,-7.054909531833793e-14,-6.992612490032882e-14,0.0,6.245945465954194e-16,-1.3000546651838475e-13,1.3388516161543927e-13,-3.413369136378464e-14,5.909343189788907e-13,-3.938161291191669e-15,-6.026345048766716e-14,-7.152835241189939e-14,-9.032706262813626e-14,5.77377635289656e-14,-1.1856711364718528e-13,4.9252604623859984e-14,-6.698995748185376e-15,-2.1786832373524342e-14,-2.4667398837641456e-14,2.9873852244118085e-14,0.0,7.98900452811014e-14,-3.3855635502872306e-14,2.5707614496408262e-15,4.2737119865184455e-13,-4.0213914455084966e-14,1.8761401650400622e-13,3.6480701669587484e-14,0.0,0.0,-1.1375850237781511e-13,4.093281287799116e-13,-1.125921965120738e-13,-2.125526449257761e-14,2.9189672859517163e-13,-1.8665622240649707e-13,-1.0370268077130475e-13,3.1160260599251466e-14,1.990799826799193e-14,-4.870855663993857e-14,-5.766465682749276e-14,-3.617051992137184e-14,-1.21711312841385e-13,4.295733195786323e-13,-5.519987103278505e-14,-6.13391790420795e-14,0.0,-4.191573473461591e-14,-1.6416251970176545e-13,5.831243738474919e-13,1.6482520003825083e-14,-8.870524428173761e-15,-2.703283661098249e-13,-1.7293129860242304e-13,-1.023943724070931e-15,-8.236415066188979e-13,-2.8009904128148075e-13,2.5895404465780067e-13,2.55451266675755e-14,-1.7107377745944871e-13,-5.506706292906584e-14,6.366646187266773e-14,-1.3188784648513116e-13,-2.5102292322370536e-14,0.0,2.3303617514480204e-13,0.0,7.752911233453158e-14,1.7574941590242432e-14,1.741940313939679e-14,3.2226577439854547e-13,4.534944801680695e-14,-2.6503015924212535e-13,-2.1103072537849382e-13,-3.230324845197106e-13,-1.1026164258336447e-13,2.949494601282364e-14,-3.9693878197541137e-13,0.0,-3.432441805416499e-14,0.0
171101.6.peg.1692,47.320963241175065,48.525313593276685,51.8287491251586,49.97061261208272,62.54258347122384,44.569385612437635,58.81274212386291,76.01068586206077,58.706130904336334,53.03915735128482,49.39980494010048,47.191479807776446,61.34139424263553,48.6740330866095,47.244514841513,60.55378738121932,49.18273460465657,48.55444225625625,46.98501504680101,58.83576882262625,49.70623266835217,47.40602943029678,53.302972059115326,44.738267895617945,44.37304023179961,60.04407479726107,48.896109989110535,55.20747202262722,54.95680530077115,52.041963439344045,52.68218310174223,45.4599443876855,63.44279138194748,50.533411362110606,52.11166323960208,51.342259819777695,44.49865732549061,51.03117689166091,43.14873181143681,47.736120081487755,58.34280398657198,55.389885353330214,46.426443346288956,49.38479319698365,43.00802699608711,47.888082556120224,46.14885999881387,47.888082556119805,48.541612823516104,44.1106808670399,57.52481310259959,44.49803706987798,45.552083824289845,47.0051071684489,52.772082246478476,50.89701935844574,45.379575535985325,47.40420792405553,47.8880825561218,47.884417803661975,50.36201499462221,52.68423018599759,52.35497251738108,50.224952905752474,47.99296358156472,47.999543416065805,48.54161282351608,45.4225451900414,49.037445606235885,47.88808255611999,49.75445128584642,47.00059825833283,61.11593769286283,47.888082556119976,46.312725288942666,56.10320702978038,49.16443071443222,49.952602926698056,52.68218310174327,46.88792618899316,48.971374344523554,56.98950519843227,44.46880566233671,64.70302385870575,51.15791579457888,58.18347750551854,46.98457169731839,46.98189192662165,50.28231973997879,49.25137143522466,49.775997589923904,47.86056110741347,46.992832820761556,59.47578087409182,55.4234708174388,45.689184538073754,50.721370930604756,48.56085360168151,63.03863739288722,52.08751483331247
171101.6.peg.718,48.053462135756526,48.525313593276685,51.8287491251586,49.97061261208272,62.54258347122373,45.37875499372242,58.81274212386288,76.03683566256201,59.25696092159579,53.03915735128472,49.43184152896064,47.531293986772766,61.98485973238068,50.17735198576063,47.244514841513,60.5537873812192,50.11071072927271,49.21210145033652,46.98501504680086,59.08650750586406,49.70623266835221,48.386337159487375,54.18759183879223,44.738267895617945,44.37304023179961,61.94166760370509,48.89610998911075,55.20747202262722,54.95680530077115,52.598118566611134,53.994355022608296,47.32088985038572,63.63614589528062,50.53341136211043,52.11166323960208,51.487462498681005,44.49865732549061,51.30864546829488,43.14873181143681,47.73612008148773,58.53588665672145,56.2061549043167,47.237835029537976,49.38479319698365,43.00802699608711,47.88808255611972,46.572893931099514,47.888082556119805,48.54161282351618,45.96245562418741,59.146832105415555,44.49803706987798,45.55208382428988,47.00510716843744,54.73513174169745,51.742451085024356,46.38305509329225,47.40420792405565,47.8880825561218,47.884417803661975,50.36201499462221,53.997563820043204,52.375828402127595,50.411599903264374,47.99296358156513,47.999543416065706,48.54161282351608,45.42254519004133,49.037445606235885,47.88808255612006,50.7641335344029,47.00059825833283,61.12575001724489,47.888082556119976,47.10888146105606,57.39984830056418,49.16443071443316,50.433697787371344,53.62574459013171,46.88792618899316,48.971374344523554,56.98950519843262,44.46880566233671,65.23975194871078,51.15791579457866,59.156247503496736,46.9845716973191,46.98189192662165,50.28231973997879,49.2513714352247,50.77892476618815,47.86056110741347,46.992832820761556,60.11913529921255,57.283465592723395,45.68918453807342,50.90978136031657,48.699864750253695,63.47548997394041,52.83187928964085
171101.6.peg.2145,1.763106553193684e-14,1.3127910162618382e-14,-9.181328514042957e-14,5.128067789678952e-13,-1.272635598017118e-13,1.5825712169708923e-13,2.5501017750159754e-14,5.604259867642715e-14,-1.2139954497694604e-14,-3.3790752154907035e-13,5.3232739974106795e-15,9.193017931575877e-14,-3.595349200416252e-14,5.7020161863810555e-12,4.670685584648824e-13,-1.6409575683921346e-12,7.329571204937334e-14,-2.1433114689135966e-14,-1.3757133536977397e-13,1.2289870321470421e-12,0.0,1.5153550753015586e-13,-4.3494448801065653e-13,-8.700299900061639e-14,-1.3341951741053531e-13,-2.62033718903886e-13,4.378226208346804e-14,3.097302933450017e-14,-3.721590243686399e-14,-1.9624806225556158e-13,0.0,-3.581078953655897e-13,0.0,-1.0688994979181492e-13,0.0,1.6693304227973264e-14,-5.712292519340046e-14,-2.1466822040179846e-13,-8.000800591529858e-14,0.0,-6.639580817026393e-15,3.670142872943253e-15,4.5939354744148717e-29,1.277095464683843e-14,-7.421286846895846e-13,-1.2371867443490742e-13,2.1000478411540748e-13,1.1093119259774657e-14,-7.406173352107052e-12,-2.9142731791158194e-13,3.842848283866139e-13,0.0,1.9998158322965962e-13,2.7919436178028622e-12,4.739049972260073e-14,8.537831561755911e-12,0.0,-1.536187782610782e-14,-1.1079854562844972e-12,-1.2475867076744427e-13,6.963074946925183e-14,-5.20325957758225e-14,1.1705050210405538e-12,-3.491023134544766e-13,1.0701535584516588e-13,4.589771314023434e-14,4.1570681022007505e-17,-2.889433192646034e-14,9.73900953417779e-15,-4.567086915705725e-14,-3.5479945967417877e-13,1.6556053637909513e-13,-1.2637767120053976e-13,-4.7789197856833834e-14,5.284756749255178e-13,-2.454079357056398e-14,-1.4861009277167084e-14,0.0,2.6690107276462963e-14,-5.863842877425606e-13,-3.721362690324266e-14,0.0,-6.904174765589978e-14,-1.6503534613897504e-13,8.018940414370609e-14,-8.123920815518055e-14,1.3049842628292308e-13,5.3033922514916785e-14,6.483322648345582e-14,-5.213006924908429e-13,-1.430083718213647e-14,-7.0769090725564994e-12,-5.646515138262178e-14,8.874480230488367e-15,2.1896620626367233e-12,-2.8861887260436253e-14,1.6574751024439538e-14,3.633870284030541e-14,-1.1201062044438703e-13,-1.2210831664221196e-13
171101.6.peg.320,48.053462135756604,48.525313593277424,51.8287491251583,49.9706126120828,62.542583471226,45.37875499372252,58.81274212386292,76.03683566256142,59.25696092159558,53.03915735128533,49.43184152896054,47.531293986770635,61.98485973237983,50.17735198576051,47.2445148415131,60.55378738121925,50.110710729272455,49.21210145033602,46.98501504680075,59.08650750586412,49.70623266835388,48.38633715948749,54.187591838792414,44.73826789562055,44.37304023179925,61.94166760370569,48.89610998911104,55.207472022627364,54.95680530077081,52.59811856661108,53.99435502260764,47.32088985038582,63.636145895281025,50.533411362110535,52.11166323960233,51.48746249868091,44.49865732549085,51.30864546829496,43.148731811437045,47.73612008148765,58.53588665672138,56.20615490431659,47.237835029538275,49.38479319698348,43.00802699608709,47.88808255611973,46.57289393109981,47.88808255611925,48.54161282351603,45.96245562418813,59.14683210542904,44.49803706987792,45.55208382428904,47.00510716838628,54.735131741697835,51.74245108502336,46.383055093291844,47.404207924058966,47.88808255611813,47.884417803661805,50.36201499455749,53.99756382004248,52.375828402127425,50.411599903263884,47.99296358156397,47.999543416065904,48.5416128235154,45.42254519004161,49.03744560623541,47.88808255612013,50.76413353440286,47.00059825833412,61.12575001724473,47.88808255611988,47.10888146105613,57.3998483005643,49.1644307144317,50.43369778737829,53.62574459013586,46.88792618899317,48.971374344523596,56.98950519843281,44.46880566233677,65.23975194870926,51.15791579457782,59.15624750349806,46.98457169731943,46.9818919266244,50.28231973997863,49.25137143522038,50.77892476618835,47.86056110741357,46.99283282076164,60.11913529921136,57.28346559272513,45.68918453807351,50.909781360316096,48.69986475025199,63.475489973940434,52.83187928964079
171101.6.peg.347,48.053462135756604,48.525313593277154,51.828749125157856,49.9706126120828,62.54258347122282,45.37875499372252,58.8127421238629,76.03683566256174,59.25696092159559,53.03915735128549,49.43184152896054,47.531293986770635,61.98485973238014,50.17735198576051,47.2445148415131,60.55378738121925,50.110710729272455,49.21210145033602,46.985015046800655,59.086507505864155,49.70623266835388,48.38633715948749,54.187591838792365,44.73826789562055,44.37304023179925,61.94166760370565,48.89610998911107,55.207472022627364,54.95680530077081,52.59811856661111,53.99435502260764,47.32088985038582,63.636145895281025,50.533411362110535,52.11166323960243,51.48746249868114,44.4986573254908,51.30864546829497,43.148731811437045,47.73612008148756,58.53588665672132,56.20615490431659,47.237835029538175,49.38479319698348,43.00802699608709,47.88808255611988,46.57289393109969,47.88808255611953,48.54161282351603,45.96245562418773,59.14683210541755,44.49803706987766,45.55208382428904,47.00510716838628,54.735131741697806,51.74245108502332,46.383055093291844,47.404207924058966,47.888082556117915,47.884417803661805,50.36201499455749,53.99756382004248,52.37582840212733,50.411599903263905,47.99296358156402,47.9995434160659,48.54161282351489,45.42254519004161,49.03744560623541,47.88808255612003,50.764133534402795,47.00059825833412,61.12575001724473,47.88808255611988,47.10888146105609,57.399848300564166,49.164430714431724,50.433697787380005,53.62574459013586,46.88792618899317,48.971374344523596,56.98950519843281,44.46880566233677,65.23975194870923,51.15791579457782,59.15624750349364,46.984571697319325,46.9818919266244,50.2823197399786,49.25137143522038,50.77892476618835,47.86056110741357,46.99283282076164,60.11913529921006,57.28346559272513,45.68918453807349,50.909781360316096,48.69986475025199,63.47548997394044,52.83187928964079
