,Haemophilus parasuis_gapfilled_70,Haemophilus parasuis_gapfilled_90,Haemophilus parasuis_gapfilled_5,Haemophilus parasuis_gapfilled_12,Haemophilus parasuis_gapfilled_25,Haemophilus parasuis_gapfilled_24,Haemophilus parasuis_gapfilled_86,Haemophilus parasuis_gapfilled_77,Haemophilus parasuis_gapfilled_53,Haemophilus parasuis_gapfilled_1,Haemophilus parasuis_gapfilled_96,Haemophilus parasuis_gapfilled_74,Haemophilus parasuis_gapfilled_93,Haemophilus parasuis_gapfilled_66,Haemophilus parasuis_gapfilled_22,Haemophilus parasuis_gapfilled_64,Haemophilus parasuis_gapfilled_29,Haemophilus parasuis_gapfilled_61,Haemophilus parasuis_gapfilled_30,Haemophilus parasuis_gapfilled_68,Haemophilus parasuis_gapfilled_32,Haemophilus parasuis_gapfilled_17,Haemophilus parasuis_gapfilled_21,Haemophilus parasuis_gapfilled_31,Haemophilus parasuis_gapfilled_87,Haemophilus parasuis_gapfilled_50,Haemophilus parasuis_gapfilled_62,Haemophilus parasuis_gapfilled_20,Haemophilus parasuis_gapfilled_3,Haemophilus parasuis_gapfilled_38,Haemophilus parasuis_gapfilled_52,Haemophilus parasuis_gapfilled_26,Haemophilus parasuis_gapfilled_48,Haemophilus parasuis_gapfilled_88,Haemophilus parasuis_gapfilled_97,Haemophilus parasuis_gapfilled_80,Haemophilus parasuis_gapfilled_76,Haemophilus parasuis_gapfilled_75,Haemophilus parasuis_gapfilled_27,Haemophilus parasuis_gapfilled_63,Haemophilus parasuis_gapfilled_6,Haemophilus parasuis_gapfilled_39,Haemophilus parasuis_gapfilled_36,Haemophilus parasuis_gapfilled_42,Haemophilus parasuis_gapfilled_78,Haemophilus parasuis_gapfilled_83,Haemophilus parasuis_gapfilled_34,Haemophilus parasuis_gapfilled_4,Haemophilus parasuis_gapfilled_2,Haemophilus parasuis_gapfilled_56,Haemophilus parasuis_gapfilled_0,Haemophilus parasuis_gapfilled_9,Haemophilus parasuis_gapfilled_69,Haemophilus parasuis_gapfilled_73,Haemophilus parasuis_gapfilled_44,Haemophilus parasuis_gapfilled_37,Haemophilus parasuis_gapfilled_47,Haemophilus parasuis_gapfilled_54,Haemophilus parasuis_gapfilled_10,Haemophilus parasuis_gapfilled_11,Haemophilus parasuis_gapfilled_40,Haemophilus parasuis_gapfilled_98,Haemophilus parasuis_gapfilled_89,Haemophilus parasuis_gapfilled_95,Haemophilus parasuis_gapfilled_99,Haemophilus parasuis_gapfilled_49,Haemophilus parasuis_gapfilled_81,Haemophilus parasuis_gapfilled_19,Haemophilus parasuis_gapfilled_41,Haemophilus parasuis_gapfilled_51,Haemophilus parasuis_gapfilled_55,Haemophilus parasuis_gapfilled_35,Haemophilus parasuis_gapfilled_65,Haemophilus parasuis_gapfilled_8,Haemophilus parasuis_gapfilled_43,Haemophilus parasuis_gapfilled_72,Haemophilus parasuis_gapfilled_14,Haemophilus parasuis_gapfilled_85,Haemophilus parasuis_gapfilled_23,Haemophilus parasuis_gapfilled_92,Haemophilus parasuis_gapfilled_57,Haemophilus parasuis_gapfilled_91,Haemophilus parasuis_gapfilled_94,Haemophilus parasuis_gapfilled_59,Haemophilus parasuis_gapfilled_15,Haemophilus parasuis_gapfilled_79,Haemophilus parasuis_gapfilled_16,Haemophilus parasuis_gapfilled_18,Haemophilus parasuis_gapfilled_82,Haemophilus parasuis_gapfilled_60,Haemophilus parasuis_gapfilled_71,Haemophilus parasuis_gapfilled_46,Haemophilus parasuis_gapfilled_67,Haemophilus parasuis_gapfilled_28,Haemophilus parasuis_gapfilled_13,Haemophilus parasuis_gapfilled_58,Haemophilus parasuis_gapfilled_33,Haemophilus parasuis_gapfilled_45,Haemophilus parasuis_gapfilled_84,Haemophilus parasuis_gapfilled_7
557723.8.peg.1878,226.21764061946868,236.56511361304186,236.56511361304132,262.5055379034825,232.438016030706,250.03766804444047,337.14541363907415,233.46512486754074,337.4727673117917,209.40910454884352,260.5993120394307,274.67344088647707,285.0573647170086,278.5307268888922,254.75341603506612,265.6990445315681,207.73593696028584,232.4380160307053,264.82910051335296,235.36286989718144,236.92846724136913,325.5941196439275,221.43984477189412,285.94650124190406,337.78632439969465,238.0205187895206,228.718519143912,211.70878972931376,342.990580715176,250.47276648068058,236.76993570030794,234.06173208887108,270.10913820558784,260.77349777906176,233.26920212344578,276.9226080578362,237.54780393084104,257.8080838533613,259.5276244943531,313.3675696466681,276.63505587794305,264.34727762076346,209.40910454884187,253.25323639256578,237.05068704238354,237.33210497998562,237.54780393084056,239.93622919484446,333.39557771617115,228.45515935025279,239.08517801146155,270.888881930195,271.80548957040327,235.78390524569198,281.49759127627436,286.03294707895185,260.24235992222435,244.91971555810616,254.4458935560926,280.4705721305584,260.4660253436908,246.07375902977938,260.59931203943125,242.82143324474183,229.0286942234803,253.7522142788827,238.00506118351024,237.83040412772826,236.71321852071983,209.40910454884153,234.4575439445553,278.0482522268894,236.8693901450167,257.60086295278603,209.37893405175555,233.0144455510392,256.3471900698646,236.76993570030666,249.23932244872373,286.36967771288903,276.6153415659556,263.94946236053244,235.43451897309748,337.47276731179466,335.19787521258365,236.90846549039043,261.78627431360127,250.137558360621,285.3155108226211,236.9284672413693,236.62622670837143,211.70878972931632,238.0050611835087,361.6854718632034,308.90188676987276,226.8955806400564,236.76993570030683,237.5478039308406,212.67388441123094,219.54179477790578
557723.8.peg.404,226.21764061946868,236.56511361304186,236.56511361304132,262.5055379034825,232.438016030706,250.03766804444047,337.14541363907415,233.46512486754074,337.4727673117917,209.40910454884352,260.5993120394307,274.67344088647707,285.0573647170086,278.5307268888922,254.75341603506612,265.6990445315681,207.73593696028584,232.4380160307053,264.82910051335296,235.36286989718144,236.92846724136913,325.5941196439275,221.43984477189412,285.94650124190406,337.78632439969465,238.0205187895206,228.718519143912,211.70878972931376,342.990580715176,250.47276648068058,236.76993570030794,234.06173208887108,270.10913820558784,260.77349777906176,233.26920212344578,276.9226080578362,237.54780393084104,257.8080838533613,259.5276244943531,313.3675696466681,276.63505587794305,264.34727762076346,209.40910454884187,253.25323639256578,237.05068704238354,237.33210497998562,237.54780393084056,239.93622919484446,333.39557771617115,228.45515935025279,239.08517801146155,270.888881930195,271.80548957040327,235.78390524569198,281.49759127627436,286.03294707895185,260.24235992222435,244.91971555810616,254.4458935560926,280.4705721305584,260.4660253436908,246.07375902977938,260.59931203943125,242.82143324474183,229.0286942234803,253.7522142788827,238.00506118351024,237.83040412772826,236.71321852071983,209.40910454884153,234.4575439445553,278.0482522268894,236.8693901450167,257.60086295278603,209.37893405175555,233.0144455510392,256.3471900698646,236.76993570030666,249.23932244872373,286.36967771288903,276.6153415659556,263.94946236053244,235.43451897309748,337.47276731179466,335.19787521258365,236.90846549039043,261.78627431360127,250.137558360621,285.3155108226211,236.9284672413693,236.62622670837143,211.70878972931632,238.0050611835087,361.6854718632034,308.90188676987276,226.8955806400564,236.76993570030683,237.5478039308406,212.67388441123094,219.54179477790578
557723.8.peg.970,195.89139429015646,200.2681759848887,200.28375038033843,236.8716211874212,205.02306175878923,221.78209316799033,300.49751114987225,197.1469821313108,314.7744555209792,195.9504890184874,232.35294803864446,232.97262170828063,247.70608232612383,251.13964753736488,219.39920009269053,234.529526091965,191.8222602945024,205.023061758789,221.9165166865305,196.11589423323295,198.61458559999332,291.6149366772872,211.70243587172897,271.65752538176577,303.061387595014,231.20387713525912,196.24623371217743,197.44077972566663,306.9488721939878,222.42023631209562,204.72466403982278,205.02769814603332,239.72950555595094,227.6530036070435,196.85745154901747,239.94535095979012,200.0141940466788,232.26092516102554,227.89826396239692,271.94602498745945,251.5959683234512,249.32722024045918,207.90666097336933,229.32671613545918,196.45810477664205,203.56464390437628,197.14075324058913,203.18233636633775,307.7037562923135,188.13377931214623,224.4701258236473,229.93209459313425,241.23945654274834,197.1133111973633,239.45045808546692,260.5858575648535,247.47794925898845,207.47233996605712,229.34303392346655,248.09365773561262,227.87590517623838,219.48436447092791,253.8701748618504,199.90653581904513,199.90497264574117,222.62072784233303,206.34058935899736,196.98645441623026,206.50480627271241,197.86253541344308,196.79598341488747,246.39531454253674,200.51400286598326,227.41758114369685,195.17553819064156,205.6142795992814,219.03073756680857,196.9279288090653,218.53567668569767,260.87978174171343,241.01897958603536,238.46991816874677,226.78955386344634,315.242212845394,293.6093704433511,227.14822478094592,230.04759330846034,214.55137692506565,253.11145446775646,210.92352367663293,200.30348665638292,195.27127823335792,214.3533597402581,326.0756013260992,300.02829395340353,189.1150432208905,200.91518079802054,215.05328500215583,212.67388441123117,188.45065139208762
557723.8.peg.1711,226.21764061946902,236.56511361304112,236.56511361304166,262.50553790348295,232.43801603070568,250.03766804443927,337.14541363907387,233.46512486754094,337.4727673117968,209.4091045488414,260.5993120394311,274.67344088647815,285.0573647170085,278.5307268888931,254.7534160350669,265.69904453156676,207.73593696028595,232.43801603070582,264.8291005133527,235.36286989718218,236.92846724136848,325.5941196439282,221.43984477189363,285.9465012419048,337.7863243996926,238.02051878952062,228.7185191439118,211.70878972931683,342.99058071517607,250.47276648068035,236.7699357003056,234.06173208887023,270.1091382055859,260.7734977790624,233.26920212344461,276.92260805783565,237.54780393084323,257.80808385336127,259.5276244943507,313.3675696466673,276.6350558779427,264.34727762076784,209.40910454884155,253.25323639256578,237.05068704238354,237.3321049799868,237.54780393084044,239.93622919484474,333.39557771618314,228.45515935025261,239.0851780114635,270.88888193019733,271.80548957040384,235.78390524569178,281.49759127627283,286.0329470789579,260.2423599222196,244.91971555810204,254.44589355608616,280.470572130559,260.46602534369043,246.0737590297786,260.59931203943114,242.8214332447417,229.02869422347922,253.7522142788825,238.00506118350745,237.83040412772934,236.71321852072094,209.40910454884155,234.45754394455543,278.0482522268889,236.86939014501598,257.60086295278654,209.3789340517591,233.01444555103853,256.3471900698672,236.76993570030652,249.2393224487244,286.3696777128903,276.61534156595644,263.949462360531,235.4345189730969,337.47276731179505,335.1978752125858,236.90846549039102,261.78627431360127,250.13755836061665,285.3155108226208,236.92846724136973,236.62622670836686,211.70878972931666,238.00506118350893,361.68547186320336,308.9018867698723,226.8955806400576,236.7699357003067,237.54780393083968,212.67388441123123,219.54179477790527
557723.8.peg.1163,226.21764061946917,236.56511361304146,236.56511361304186,262.50553790348295,232.4380160307058,250.03766804444027,337.14541363907335,233.46512486754088,337.472767311796,209.4091045488414,260.5993120394311,274.673440886478,285.0573647170085,278.5307268888931,254.7534160350669,265.69904453156727,207.73593696028595,232.43801603070602,264.82910051335324,235.36286989718226,236.9284672413678,325.5941196439282,221.43984477189363,285.9465012419048,337.7863243996926,238.0205187895206,228.7185191439118,211.70878972931698,342.99058071517624,250.4727664806804,236.7699357003069,234.06173208887023,270.10913820558795,260.7734977790627,233.26920212344487,276.92260805783513,237.54780393084246,257.80808385336235,259.52762449435073,313.36756964666694,276.63505587794276,264.34727762076784,209.40910454884147,253.25323639256564,237.05068704238354,237.33210497998652,237.54780393084044,239.9362291948448,333.39557771618314,228.45515935025261,239.08517801146132,270.8888819301976,271.80548957040384,235.78390524569178,281.49759127627283,286.0329470789589,260.2423599222193,244.91971555810252,254.44589355608625,280.470572130559,260.46602534369043,246.0737590297786,260.59931203943114,242.8214332447417,229.02869422347922,253.7522142788826,238.00506118350907,237.83040412772934,236.71321852072157,209.40910454884178,234.45754394455543,278.048252226889,236.86939014501598,257.60086295278654,209.3789340517591,233.01444555103853,256.34719006986694,236.76993570030652,249.23932244872464,286.3696777128903,276.61534156595485,263.949462360531,235.4345189730969,337.47276731179505,335.1978752125858,236.90846549039057,261.78627431360127,250.13755836061665,285.3155108226208,236.92846724136973,236.62622670837192,211.70878972931666,238.00506118350953,361.68547186320296,308.9018867698723,226.8955806400576,236.7699357003067,237.54780393083968,212.67388441123123,219.54179477790515
557723.8.peg.978,6.021840081955034e-14,-2.2209466465515024e-12,2.628454533744219e-13,7.346170640355467e-13,1.6860113502876725e-14,-1.2493723299867356e-13,-1.823063797229358e-13,9.299819981863667e-14,-1.62051976947155e-14,-8.203037124813319e-14,-2.9138638468482002e-15,1.115444468633247e-12,-2.794427295869411e-14,-1.9081174885735128e-13,1.0724670011962948e-13,2.0694579261236815e-13,-6.625143270840961e-13,-2.5902941559262123e-13,1.2748210255242017e-13,-2.1259882152938726e-13,-1.4416140465228456e-13,1.6652311897729025e-12,-1.802470231884059e-13,2.5230537277236727e-12,0.0,-1.1730724124160863e-13,2.397525645641047e-13,7.957009569242973e-14,2.3382690375200784e-14,1.297166919913775e-14,5.977249621940357e-13,-1.3158897549121443e-13,3.920448501485769e-13,-1.1652229579542021e-12,0.0,2.3154241954818093e-12,-1.7913515210423235e-13,-1.0629156409828922e-12,-1.2390510138640767e-13,2.0574518717046592e-12,0.0,-6.493284274118418e-14,-1.2221337290084586e-12,3.4761213217869784e-13,-1.1790516797298285e-13,-1.8192701433570195e-13,-1.6282227777711641e-13,-2.8967227520273404e-13,6.84972882323209e-13,8.541744688779714e-14,0.0,-3.9158740794153227e-13,2.0257519606851078e-13,-2.735836006225423e-13,-1.1949841403884254e-12,-7.118308059558456e-13,6.438111803515484e-14,-8.168458035534785e-15,6.577386952018211e-14,2.902059880558025e-14,-1.90731528268588e-13,-6.382833194190199e-14,-1.7665820734852332e-13,7.814628208969914e-13,1.1550218586544274e-12,-5.227977902174402e-13,2.3074434402840998e-12,-4.63356106489049e-13,2.8122190413972733e-13,-1.5386490228733725e-13,-3.7618510753019034e-14,0.0,-7.589072471324516e-14,7.557760308566611e-13,-6.474810485769885e-14,1.998049092954155e-13,9.650155915002825e-13,-2.5484593036413883e-13,-2.0679749936393613e-13,-2.734329459864297e-13,1.1664690987221643e-12,-7.292776414318826e-14,-2.183928672340821e-13,-1.1120502917458958e-13,-2.94650384049741e-13,1.3294838744461773e-13,-3.613139797843012e-13,1.380103008606717e-12,7.13402401780817e-13,1.670529974175708e-13,-1.0486351520443313e-12,1.0047979958764275e-12,5.258022674158763e-15,-1.2340356152536048e-13,1.6035174039199567e-13,-7.474131750620659e-14,-1.6501478808066707e-14,1.5091838270897575e-13,-1.2860690737371687e-12,-3.2736718704680964e-14
557723.8.peg.1038,222.49762000224024,236.56511361304166,236.5651136130417,262.50553790348226,-2.7702463417034368e-12,-5.975258969501778e-13,336.6268012479518,233.46512486754065,337.47276731179494,209.4091045488413,260.5993120394311,274.6734408864791,285.0573647170086,278.53072688889296,254.75341603506826,265.699044531567,207.73593696028564,-2.2665073864354357e-13,264.8291005133514,235.3628698971817,236.31235163381461,325.37925991411316,221.43984477186885,285.94650124190395,337.78632439970016,238.0205187895204,228.03070090532754,211.70878972931706,342.99058071517715,-6.311801477354775e-13,236.7699357003066,234.06173208887108,269.9283017627724,260.77349777906215,232.84719220508194,276.9226080578354,237.54780393084093,257.8080838533621,259.52762449435465,313.36756964666694,276.6350558779436,264.3472776207666,209.40910454884207,253.2532363925656,237.0506870423839,237.33210497998476,237.54780393084027,239.93622919484451,333.3955777161799,228.09318448553654,239.0851780114617,270.88888193019466,271.8054895704037,235.78390524569122,278.61548696529104,270.2058304061143,260.0386927368382,244.91971555811128,254.38870416276254,280.4705721305591,260.46602534369066,246.0737590297784,260.5993120394311,242.8214332447426,1.1183621908850868e-12,253.75221427888354,238.00506118350918,237.8304041277291,236.71321852072003,209.40910454884184,234.4575439445567,278.04825222688856,236.86939014501607,257.5457210775938,209.37893405175612,-3.8442041330566753e-13,256.3471900698606,236.76993570030717,249.22555166554244,286.3696777128919,276.61534156595485,263.94946236053073,235.09078703752778,337.4727673117951,335.1978752125861,236.9084654903924,261.78627431360275,250.1375583606203,285.2275846922168,236.3123516338127,236.6262267083703,211.70878972931627,238.00506118350913,361.68547186319574,302.6447987996142,226.3716494648226,236.7699357003059,237.5478039308405,212.6738844112318,218.1253013246711
557723.8.peg.1575,0.0,1.8587797084025966e-13,1.567757223892699e-11,2.8357549396075522e-14,-1.6600727141294004e-13,2.037020103239243e-13,3.742541482243338e-13,-2.673448758543628e-13,-4.884509379988691e-13,1.1673583562561043e-13,2.616031891274633e-13,9.389072776754965e-14,1.7986754665032307e-13,-6.371730409042196e-14,1.9917969600972154e-13,-3.5683434280684097e-13,5.2584847238821177e-14,2.2665073864354357e-13,-3.895593609540375e-12,-1.1703138622818207e-13,4.860540454518284e-13,3.987665485295439e-13,1.1971001832618779e-12,-1.2293555659400514e-13,-2.009894553638169e-12,4.79730326747006e-14,-5.603695178159484e-14,-2.6472306254540836e-13,1.6949028765533629e-13,-1.978124074664342e-14,-3.9045879752087215e-13,6.728553873057006e-14,7.779588479443933e-14,-2.604649183694579e-13,-6.757824382858715e-14,7.217635329523861e-13,-8.570368472247949e-14,-1.2853477126925958e-12,-4.644439102447591e-13,6.123988365453246e-14,-1.4511592262998003e-14,3.1647038779167874e-13,0.0,2.7045020493133937e-14,-9.581293394835379e-14,-9.05817935950827e-14,1.0764639476993722e-13,-7.470406609880056e-14,-6.23494904768317e-14,-2.0801240061261344e-13,-5.643781139507891e-14,-6.016139378176888e-14,7.436837667148406e-12,6.32764572276552e-14,1.57266377638322e-13,2.3766384389680414e-12,9.414098839058782e-14,9.49139512242389e-14,1.215893632063378e-13,-2.2152170894442e-14,-1.3318631285985424e-13,0.0,-3.529392833895863e-13,-6.638784501662977e-14,-7.515708706146051e-14,7.262797705336448e-14,8.346262046172903e-14,1.4099405170818848e-13,0.0,-5.1124590964487667e-14,1.1970004121392633e-13,3.4654255398754187e-14,3.787732023418192e-14,7.084302983665358e-13,0.0,1.6017517221069484e-14,-5.674676071547641e-13,-3.711997142426247e-13,-6.574396640817386e-14,2.226609909035876e-13,-1.7358245103353078e-13,-1.316123691152833e-13,-5.3142094835298174e-15,1.2165671174335567e-13,0.0,1.1499673616815853e-13,2.50431427106967e-13,-1.655463474324679e-13,5.3096342416292204e-14,0.0,0.0,-1.9548149095885127e-12,-8.758274292546816e-15,-1.3670533039332887e-13,5.656878461433879e-14,4.461910858833405e-14,-4.257792449293617e-14,-6.274556465961395e-14,0.0,-2.855039336760911e-14
557723.8.peg.755,226.21764061946965,236.565113613042,236.5651136130416,262.5055379034503,232.4380160307063,250.03766804444035,337.1454136390736,233.46512486754065,337.472767311795,209.4091045488409,260.5993120394311,274.6734408864817,285.0573647170082,278.5307268888936,254.75341603506607,265.6990445315675,207.73593696028584,232.43801603070764,264.82910051335324,235.3628698971816,236.928467241369,325.59411964392774,221.43984477189355,285.94650124190275,337.78632439969437,238.02051878952062,228.71851914391138,211.70878972931698,342.99058071517146,250.4727664806807,236.76993570030757,234.06173208887066,270.1091382055802,260.77349777906335,233.2692021234448,276.92260805783553,237.5478039308407,257.80808385336235,259.52762449435386,313.3675696466666,276.63505587794174,264.34727762076847,209.4091045488414,253.25323639256646,237.05068704238462,237.3321049799863,237.54780393084056,239.93622919484508,333.39557771618104,228.45515935025145,239.08517801146087,270.88888193019346,271.8054895704031,235.78390524569284,281.497591276273,286.0329470789573,260.2423599222205,244.91971555810653,254.44589355608855,280.47057213056,260.4660253436905,246.07375902977776,260.599312039431,242.82143324474168,229.02869422347985,253.75221427888192,238.00506118350785,237.8304041277292,236.7132185207204,209.4091045488414,234.45754394455236,278.0482522268888,236.86939014501593,257.60086295278575,209.37893405175603,233.01444555103834,256.34719006986484,236.76993570030717,249.23932244872378,286.3696777128898,276.6153415659556,263.9494623605322,235.4345189730975,337.4727673117947,335.19787521258763,236.90846549039208,261.78627431360144,250.1375583606201,285.31551082262087,236.92846724136882,236.626226708372,211.70878972931774,238.00506118350947,361.6854718632039,308.90188676987225,226.89558064005803,236.76993570030652,237.5478039308408,212.67388441123143,219.54179477790527
557723.8.peg.665,226.21764061946965,236.56511361304203,236.56511361304155,262.5055379034503,232.4380160307063,250.03766804444035,337.1454136390738,233.46512486754017,337.472767311795,209.40910454884087,260.5993120394308,274.6734408864795,285.0573647170082,278.5307268888936,254.75341603506607,265.6990445315676,207.73593696028584,232.43801603070764,264.82910051335307,235.3628698971814,236.928467241369,325.59411964392774,221.43984477189355,285.94650124190275,337.7863243996946,238.02051878952062,228.7185191439121,211.70878972931698,342.99058071517146,250.47276648068058,236.7699357003075,234.06173208887066,270.1091382055802,260.7734977790634,233.2692021234448,276.92260805783553,237.5478039308406,257.80808385336235,259.52762449435386,313.3675696466666,276.63505587794174,264.3472776207681,209.40910454884136,253.25323639256646,237.05068704238312,237.3321049799863,237.54780393084056,239.93622919484508,333.3955777161807,228.45515935025145,239.08517801146087,270.8888819301942,271.8054895704031,235.7839052456929,281.497591276273,286.0329470789573,260.2423599222202,244.91971555810653,254.44589355608855,280.47057213056,260.4660253436905,246.0737590297795,260.599312039431,242.82143324474183,229.02869422347936,253.75221427888192,238.00506118350842,237.8304041277293,236.7132185207204,209.4091045488414,234.45754394455236,278.0482522268888,236.86939014501593,257.6008629527858,209.37893405175603,233.01444555103834,256.34719006986484,236.76993570030717,249.23932244872378,286.36967771289,276.6153415659556,263.9494623605322,235.43451897309706,337.4727673117948,335.19787521258775,236.90846549039208,261.78627431360144,250.1375583606201,285.315510822621,236.92846724136885,236.62622670837197,211.7087897293206,238.00506118350947,361.6854718632034,308.9018867698728,226.89558064005737,236.76993570030652,237.5478039308408,212.67388441123148,219.54179477790535
557723.8.peg.1055,226.21764061946965,236.56511361304203,236.56511361304155,262.5055379034503,232.4380160307063,250.03766804444035,337.1454136390738,233.46512486754017,337.472767311795,209.40910454884087,260.5993120394308,274.6734408864795,285.0573647170082,278.5307268888936,254.75341603506607,265.6990445315676,207.73593696028584,232.43801603070764,264.82910051335307,235.3628698971814,236.928467241369,325.59411964392774,221.43984477189355,285.94650124190275,337.7863243996946,238.02051878952062,228.7185191439121,211.70878972931698,342.99058071517146,250.47276648068058,236.7699357003075,234.06173208887066,270.1091382055802,260.7734977790634,233.2692021234448,276.92260805783553,237.5478039308406,257.80808385336235,259.52762449435386,313.3675696466666,276.63505587794174,264.3472776207681,209.40910454884136,253.25323639256646,237.05068704238312,237.3321049799863,237.54780393084056,239.93622919484508,333.3955777161807,228.45515935025145,239.08517801146087,270.8888819301942,271.8054895704031,235.7839052456929,281.497591276273,286.0329470789573,260.2423599222202,244.91971555810653,254.44589355608855,280.47057213056,260.4660253436905,246.0737590297795,260.599312039431,242.82143324474183,229.02869422347936,253.75221427888192,238.00506118350842,237.8304041277293,236.7132185207204,209.4091045488414,234.45754394455236,278.0482522268888,236.86939014501593,257.6008629527858,209.37893405175603,233.01444555103834,256.34719006986484,236.76993570030717,249.23932244872378,286.36967771289,276.6153415659556,263.9494623605322,235.43451897309706,337.4727673117948,335.19787521258775,236.90846549039208,261.78627431360144,250.1375583606201,285.315510822621,236.92846724136885,236.62622670837197,211.7087897293206,238.00506118350947,361.6854718632034,308.9018867698728,226.89558064005737,236.76993570030652,237.5478039308408,212.67388441123148,219.54179477790535
557723.8.peg.1985,226.21764061946965,236.56401050196962,236.5640105019691,262.5055379034503,232.4380160307063,250.03766804444035,337.1454136390738,233.46512486754017,337.472767311795,209.40910454884087,260.5993120394308,274.6734408864795,285.0573647170082,278.5307268888936,254.75341603506607,265.6990445315676,207.73593696028584,232.43801603070764,264.82910051335307,235.35970021485122,236.928467241369,325.59411964392774,221.43984477189355,285.9465012419023,337.7863243996946,238.02051878952062,228.7185191439121,211.70878972931698,342.99058071517146,250.47276648068058,236.76993570030743,234.06173208887066,270.1091382055802,260.77226664744984,233.2692021234448,276.92260805783553,237.5478039308406,257.80808385336235,259.52762449435386,313.3675696466666,276.63505587794174,264.3472776207681,209.40910454884136,253.25323639256646,237.05068704238312,237.33210497998635,237.54780393084056,239.93622919484508,333.395577716181,228.45515935025145,239.08517801146132,270.8888819301942,271.8054895704031,235.78072421294783,281.497591276273,286.0329470789573,260.2423599222202,244.91963691984657,254.44589355608855,280.47057213056,260.4660253436905,246.07167754512406,260.599312039431,242.82143324474183,229.02869422347936,253.74953399943232,238.00506118350842,237.8304041277293,236.7132185207204,209.4091045488414,234.45754394455236,278.0482522268888,236.86833459012314,257.6008629527858,209.37893405175603,233.01444555103834,256.3471078803096,236.76993570030717,249.23932244872378,286.36967771289,276.6153415659556,263.94946236053244,235.43451897309706,337.4727673117948,335.19787521258775,236.90846549039208,261.78627431360144,250.1375583606201,285.315510822621,236.92846724136885,236.6251230272823,211.7087897293206,238.00506118350933,361.6854718632034,308.9018867698728,226.89558064005737,236.76993570030652,237.5478039308408,212.67388441123148,219.54179477790535
557723.8.peg.241,226.21764061946965,236.56511361304203,236.56511361304155,262.5055379034503,232.4380160307063,250.03766804444035,337.1454136390738,233.46512486754017,337.472767311795,209.40910454884087,260.5993120394308,274.6734408864795,285.0573647170082,261.40707141650256,254.75341603506817,265.6990445315676,207.73593696028584,232.43801603070764,264.82910051335307,235.3628698971814,236.928467241369,325.59411964392774,221.43984477189355,285.9465012419023,337.7863243996946,238.02051878952088,228.7185191439121,211.70878972931624,342.99058071517146,250.47276648068058,236.76993570030743,234.06173208887066,270.1091382055802,238.79211319601907,233.2692021234448,276.9226080578355,237.5478039308406,257.80808385336235,259.52762449435386,313.3675696466666,276.63505587794174,264.3472776207681,209.40910454884136,235.2319885881299,237.05068704238312,237.33210497998635,237.5478039308405,239.9362291948455,333.395577716181,228.45515935025145,239.08517801146064,270.8888819301942,271.8054895704031,235.78390524569258,281.497591276273,261.4176415329992,260.2423599222202,244.91971555810653,254.44589355608855,280.47057213056,260.4660253436905,246.07375902977915,260.59931203943086,237.54780393084098,229.02869422347936,1.430965751370409e-12,238.00506118350725,237.8304041277293,236.7132185207204,209.4091045488414,234.457543944553,278.0482522268888,236.86939014501593,257.6008629527858,209.37893405175603,233.01444555103834,256.34719006986484,236.76993570030717,249.23932244872378,286.36967771288965,276.6153415659556,263.94946236053244,235.43451897309706,337.4727673117953,335.19787521258775,236.90846549039208,261.78627431360036,250.1375583606201,285.315510822621,236.92846724136885,236.62622670837197,211.7087897293206,238.00506118350933,361.6854718632034,308.9018867698728,226.89558064005737,236.76993570030652,237.54780393084042,212.67388441123148,219.54179477790535
557723.8.peg.1132,226.21764061946965,236.56511361304203,236.56511361304155,262.5055379034503,232.4380160307063,250.03766804444035,337.1454136390738,233.46512486754017,337.472767311795,209.40910454884087,260.5993120394308,274.6734408864795,285.0573647170082,278.530726888892,254.75341603506817,265.6990445315676,207.73593696028584,232.43801603070764,264.82910051335307,235.3628698971814,236.928467241369,325.59411964392774,221.43984477189355,285.9465012419023,337.7863243996946,238.02051878952088,228.7185191439121,211.70878972931624,342.99058071517146,250.47276648068058,236.76993570030743,234.06173208887066,270.1091382055802,260.77349777906204,233.2692021234448,276.9226080578355,237.5478039308406,257.80808385336235,259.52762449435386,313.3675696466666,276.63505587794174,264.3472776207681,209.40910454884136,253.2532363925662,237.05068704238312,237.33210497998635,237.5478039308405,239.9362291948455,333.395577716181,228.45515935025145,239.08517801146064,270.8888819301942,271.8054895704031,235.78390524569258,281.497591276273,286.0329470789574,260.2423599222202,244.91971555810653,254.44589355608855,280.47057213056,260.4660253436905,246.07375902977915,260.59931203943086,242.82143324474225,229.02869422347936,253.7522142788829,238.00506118350725,237.8304041277293,236.7132185207204,209.4091045488414,234.457543944553,278.0482522268888,236.86939014501593,257.6008629527858,209.37893405175603,233.01444555103834,256.34719006986484,236.76993570030717,249.23932244872378,286.36967771288965,276.6153415659556,263.94946236053244,235.43451897309706,337.4727673117953,335.19787521258775,236.90846549039208,261.78627431360036,250.1375583606201,285.315510822621,236.92846724136885,236.62622670837197,211.7087897293206,238.00506118350933,361.6854718632034,308.9018867698728,226.89558064005737,236.76993570030652,237.54780393084042,212.67388441123148,219.54179477790535
