,Flavobacterium johnsoniae_gapfilled_40,Flavobacterium johnsoniae_gapfilled_64,Flavobacterium johnsoniae_gapfilled_87,Flavobacterium johnsoniae_gapfilled_73,Flavobacterium johnsoniae_gapfilled_90,Flavobacterium johnsoniae_gapfilled_92,Flavobacterium johnsoniae_gapfilled_36,Flavobacterium johnsoniae_gapfilled_25,Flavobacterium johnsoniae_gapfilled_98,Flavobacterium johnsoniae_gapfilled_59,Flavobacterium johnsoniae_gapfilled_46,Flavobacterium johnsoniae_gapfilled_96,Flavobacterium johnsoniae_gapfilled_57,Flavobacterium johnsoniae_gapfilled_31,Flavobacterium johnsoniae_gapfilled_13,Flavobacterium johnsoniae_gapfilled_3,Flavobacterium johnsoniae_gapfilled_12,Flavobacterium johnsoniae_gapfilled_65,Flavobacterium johnsoniae_gapfilled_22,Flavobacterium johnsoniae_gapfilled_50,Flavobacterium johnsoniae_gapfilled_52,Flavobacterium johnsoniae_gapfilled_10,Flavobacterium johnsoniae_gapfilled_44,Flavobacterium johnsoniae_gapfilled_26,Flavobacterium johnsoniae_gapfilled_77,Flavobacterium johnsoniae_gapfilled_61,Flavobacterium johnsoniae_gapfilled_48,Flavobacterium johnsoniae_gapfilled_4,Flavobacterium johnsoniae_gapfilled_41,Flavobacterium johnsoniae_gapfilled_63,Flavobacterium johnsoniae_gapfilled_86,Flavobacterium johnsoniae_gapfilled_95,Flavobacterium johnsoniae_gapfilled_27,Flavobacterium johnsoniae_gapfilled_5,Flavobacterium johnsoniae_gapfilled_78,Flavobacterium johnsoniae_gapfilled_37,Flavobacterium johnsoniae_gapfilled_39,Flavobacterium johnsoniae_gapfilled_97,Flavobacterium johnsoniae_gapfilled_24,Flavobacterium johnsoniae_gapfilled_47,Flavobacterium johnsoniae_gapfilled_93,Flavobacterium johnsoniae_gapfilled_66,Flavobacterium johnsoniae_gapfilled_29,Flavobacterium johnsoniae_gapfilled_19,Flavobacterium johnsoniae_gapfilled_67,Flavobacterium johnsoniae_gapfilled_54,Flavobacterium johnsoniae_gapfilled_55,Flavobacterium johnsoniae_gapfilled_91,Flavobacterium johnsoniae_gapfilled_17,Flavobacterium johnsoniae_gapfilled_45,Flavobacterium johnsoniae_gapfilled_2,Flavobacterium johnsoniae_gapfilled_8,Flavobacterium johnsoniae_gapfilled_33,Flavobacterium johnsoniae_gapfilled_0,Flavobacterium johnsoniae_gapfilled_7,Flavobacterium johnsoniae_gapfilled_51,Flavobacterium johnsoniae_gapfilled_21,Flavobacterium johnsoniae_gapfilled_1,Flavobacterium johnsoniae_gapfilled_30,Flavobacterium johnsoniae_gapfilled_85,Flavobacterium johnsoniae_gapfilled_16,Flavobacterium johnsoniae_gapfilled_53,Flavobacterium johnsoniae_gapfilled_15,Flavobacterium johnsoniae_gapfilled_42,Flavobacterium johnsoniae_gapfilled_68,Flavobacterium johnsoniae_gapfilled_69,Flavobacterium johnsoniae_gapfilled_99,Flavobacterium johnsoniae_gapfilled_71,Flavobacterium johnsoniae_gapfilled_72,Flavobacterium johnsoniae_gapfilled_56,Flavobacterium johnsoniae_gapfilled_32,Flavobacterium johnsoniae_gapfilled_49,Flavobacterium johnsoniae_gapfilled_38,Flavobacterium johnsoniae_gapfilled_60,Flavobacterium johnsoniae_gapfilled_20,Flavobacterium johnsoniae_gapfilled_88,Flavobacterium johnsoniae_gapfilled_6,Flavobacterium johnsoniae_gapfilled_94,Flavobacterium johnsoniae_gapfilled_74,Flavobacterium johnsoniae_gapfilled_80,Flavobacterium johnsoniae_gapfilled_81,Flavobacterium johnsoniae_gapfilled_79,Flavobacterium johnsoniae_gapfilled_62,Flavobacterium johnsoniae_gapfilled_75,Flavobacterium johnsoniae_gapfilled_83,Flavobacterium johnsoniae_gapfilled_18,Flavobacterium johnsoniae_gapfilled_84,Flavobacterium johnsoniae_gapfilled_70,Flavobacterium johnsoniae_gapfilled_43,Flavobacterium johnsoniae_gapfilled_89,Flavobacterium johnsoniae_gapfilled_11,Flavobacterium johnsoniae_gapfilled_58,Flavobacterium johnsoniae_gapfilled_82,Flavobacterium johnsoniae_gapfilled_34,Flavobacterium johnsoniae_gapfilled_23,Flavobacterium johnsoniae_gapfilled_76,Flavobacterium johnsoniae_gapfilled_9,Flavobacterium johnsoniae_gapfilled_14,Flavobacterium johnsoniae_gapfilled_28,Flavobacterium johnsoniae_gapfilled_35
376686.10.peg.5049,236.89945274766197,213.2095074728955,184.07056422701447,213.20950747289507,206.7236346502395,206.76562362830063,213.20950747289646,213.20950747289623,184.07056422701626,186.07692705129782,236.89945274766265,188.21449393209872,236.8994527476619,224.7689913046356,189.63299275428145,259.0753012787393,233.57552905303487,206.72363465024037,188.2144939320994,236.899452747663,236.89945274766217,213.20950747289598,256.9330819583383,190.62759766790538,226.9124723128773,206.76562362829668,236.89945274766237,193.86978969811577,212.06349441162547,236.89945274766072,237.00376540017027,256.25553632871726,232.5961413613965,213.20950747289567,236.89945274766205,209.65902737588695,188.21449393209923,252.79772522668867,236.89945274766202,190.62759766790572,213.209507472895,236.89945274766214,187.15081213607655,236.89945274766197,189.03135911016793,213.20950747289584,209.78008488575236,213.2095074728997,184.07056422701618,209.6590273758871,183.9657095857687,213.20950747289564,198.6563603850301,233.57552905303498,184.07056422701606,213.20950747289587,211.97070104624237,237.02115977402158,184.07056422701578,213.20950747289615,183.9657095857683,209.65902737588712,206.72363465024003,231.76764767938258,227.4875399611288,232.95295136506638,213.20950747289635,184.0705642270157,236.8994527476625,236.8994527476618,233.5755290530354,213.20950747289575,187.1508121360753,211.74130567361172,237.00376540017,188.214493932099,213.20950747289595,213.20950747289595,213.20950747289587,236.89945274766194,236.8994527476637,236.89945274766345,183.96570958577016,206.9180350835305,210.29857469657014,236.8994527476619,183.96570958576805,186.47118656511265,255.2980746709419,213.20950747289515,233.57552905303515,213.2095074728959,190.62759766790515,213.20950747289555,186.36357988967674,213.08446076587262,213.20950747289552,270.79305970019203,186.3635798896772,236.89945274766217
376686.10.peg.3512,236.89945274766197,213.2095074728955,184.07056422701447,213.20950747289507,206.7236346502395,206.76562362830063,213.20950747289646,213.20950747289623,184.07056422701626,186.07692705129782,236.89945274766265,188.21449393209872,236.8994527476619,224.7689913046356,189.63299275428145,259.0753012787393,233.57552905303487,206.72363465024037,188.2144939320994,236.899452747663,236.89945274766217,213.20950747289598,256.9330819583383,190.62759766790538,226.9124723128773,206.76562362829668,236.89945274766237,193.86978969811577,212.06349441162547,236.89945274766072,237.00376540017027,256.25553632871726,232.5961413613965,213.20950747289567,236.89945274766205,209.65902737588695,188.21449393209923,252.79772522668867,236.89945274766202,190.62759766790572,213.209507472895,236.89945274766214,187.15081213607655,236.89945274766197,189.03135911016793,213.20950747289584,209.78008488575236,213.2095074728997,184.07056422701618,209.6590273758871,183.9657095857687,213.20950747289564,198.6563603850301,233.57552905303498,184.07056422701606,213.20950747289587,211.97070104624237,237.02115977402158,184.07056422701578,213.20950747289615,183.9657095857683,209.65902737588712,206.72363465024003,231.76764767938258,227.4875399611288,232.95295136506638,213.20950747289635,184.0705642270157,236.8994527476625,236.8994527476618,233.5755290530354,213.20950747289575,187.1508121360753,211.74130567361172,237.00376540017,188.214493932099,213.20950747289595,213.20950747289595,213.20950747289587,236.89945274766194,236.8994527476637,236.89945274766345,183.96570958577016,206.9180350835305,210.29857469657014,236.8994527476619,183.96570958576805,186.47118656511265,255.2980746709419,213.20950747289515,233.57552905303515,213.2095074728959,190.62759766790515,213.20950747289555,186.36357988967674,213.08446076587262,213.20950747289552,270.79305970019203,186.3635798896772,236.89945274766217
376686.10.peg.731,236.89945274766183,213.2095074728955,183.90291033205662,213.20950747289444,206.535671211415,206.57758385950305,213.20950747289646,213.20950747289638,183.90291033205733,185.90560009502397,236.8994527476627,188.21449393209866,236.89945274766194,224.02706999608444,189.63299275428307,259.0753012787395,233.35956392331948,206.5356712114158,188.21449393209943,236.89945274766293,236.89945274766333,213.2095074728959,256.6955203156559,190.62759766790538,226.9124723128773,206.57758385954062,236.89945274766237,193.45596296918393,212.06349441162547,236.89945274766072,237.00376540017027,256.25553632871726,232.46864818573798,213.20950747289567,236.89945274766205,209.65902737588686,188.21449393209923,252.6779079369508,236.89945274766205,190.62759766790572,213.20950747289504,236.89945274766214,186.97750287396101,236.89945274766197,189.0313591101679,213.20950747289584,209.7800848857523,213.20950747290354,183.90291033205713,209.6590273758871,183.79824655549814,213.20950747289567,198.47257340637472,233.35956392332014,183.90291033205733,213.20950747289587,211.97070104624237,237.02115977402158,183.90291033205705,213.20950747289612,183.7982465554978,209.6590273758877,206.53567121141577,231.47753351348697,227.4875399611288,232.52371534920732,213.20950747289635,183.90291033205688,236.8994527476625,236.8994527476618,233.3595639233205,213.20950747289575,186.97750287396124,211.74130567361172,237.00376540017,188.2144939320991,213.20950747289595,213.20950747289595,213.20950747289584,236.89945274766194,236.8994527476637,236.89945274766345,183.7982465555001,206.9180350835305,210.10405707654914,236.8994527476619,183.79824655549768,186.47118656511265,254.87844671151896,213.2095074728953,233.3595639233202,213.2095074728959,190.62759766790515,213.20950747289564,186.36357988967677,213.08446076587302,213.20950747289552,270.79305970019203,186.3635798896772,236.89945274766217
376686.10.peg.1705,236.89945274766183,213.2095074728955,184.07056422701447,213.20950747289444,206.72363465023943,206.76562362830063,213.20950747289646,213.20950747289638,184.07056422701626,186.07692705129782,236.8994527476627,188.21449393209866,236.89945274766194,224.7689913046356,189.63299275428307,259.0753012787395,233.5755290530367,206.72363465024037,188.21449393209943,236.89945274766293,236.89945274766333,213.2095074728959,256.9330819583398,190.62759766790538,226.9124723128773,206.7656236283044,236.89945274766237,193.8697896981167,212.06349441162547,236.89945274766072,237.00376540017027,256.25553632871726,232.59614136139706,213.20950747289567,236.89945274766205,209.65902737588686,188.21449393209923,252.79772522668884,236.89945274766205,190.62759766790572,213.20950747289504,236.89945274766214,187.15081213607652,236.89945274766197,189.0313591101679,213.20950747289584,209.7800848857523,213.20950747289976,184.07056422701618,209.6590273758871,183.9657095857687,213.20950747289567,198.65636038502979,233.57552905303498,184.07056422701606,213.20950747289587,211.97070104624237,237.02115977402158,184.0705642270158,213.20950747289612,183.9657095857683,209.6590273758877,206.72363465024003,231.76764767938226,227.4875399611288,232.95295136506638,213.20950747289635,184.07056422701575,236.8994527476625,236.8994527476618,233.5755290530354,213.20950747289575,187.15081213607684,211.74130567361172,237.00376540017,188.2144939320991,213.20950747289595,213.20950747289595,213.20950747289584,236.89945274766194,236.8994527476637,236.89945274766345,183.96570958577178,206.9180350835305,210.29857469657014,236.8994527476619,183.96570958576808,186.47118656511265,255.29807467095065,213.2095074728953,233.5755290530352,213.2095074728959,190.62759766790515,213.20950747289564,186.36357988967677,213.08446076587302,213.20950747289552,270.79305970019203,186.3635798896772,236.89945274766217
376686.10.peg.1280,236.89945274766183,213.2095074728955,184.07056422701496,213.20950747289444,206.72363465023943,206.76562362830063,213.20950747289584,213.20950747289638,184.07056422701626,186.07692705129782,236.89945274766225,188.21449393209846,236.89945274766194,224.76899130463548,189.63299275428312,259.0753012787395,233.5755290530354,206.72363465024037,188.21449393209943,236.89945274766208,236.8994527476622,213.2095074728959,256.9330819583389,190.62759766790498,226.91247231287755,206.7656236281937,236.89945274766237,193.86978969811517,212.06349441162547,236.89945274766208,237.00376540017004,256.25553632871737,232.59614136139606,213.2095074728961,236.89945274766197,209.65902737588686,188.21449393209983,252.7977252266893,236.89945274766205,190.6275976679061,213.20950747289515,236.89945274766214,187.15081213604677,236.89945274766197,189.03135911016787,213.20950747289595,209.78008488575182,213.20950747289623,184.07056422701618,209.6590273758871,183.9657095857684,213.20950747289606,198.65636038503277,233.5755290530355,184.07056422701606,213.2095074728959,211.97070104624237,237.02115977402116,184.0705642270158,213.20950747289612,183.96570958576828,209.6590273758871,206.72363465024003,231.76764767938297,227.46880668124746,232.8668171850743,213.20950747289635,184.07056422701575,236.89945274766188,236.89945274766194,233.57552905303532,213.20950747289595,187.1508121360769,211.74130567361172,237.00376540017,188.21449393209917,213.20950747289595,213.209507472896,213.20950747289598,236.89945274766194,236.8994527476637,236.8994527476632,183.96570958577178,206.9180350835305,210.29857469657014,236.8994527476622,183.96570958576808,186.47118656511267,255.29807467094776,213.2095074728953,233.57552905303527,213.2095074728959,190.6275976679055,213.20950747289564,186.36357988967677,213.08446076586512,213.20950747289584,270.7930597001897,186.3635798896772,236.89945274766225
376686.10.peg.4372,236.89945274766183,213.2095074728955,184.07056422701496,213.20950747289444,206.72363465023943,206.76562362830063,213.20950747289575,213.20950747289638,184.07056422701626,186.07692705129782,236.8994527476623,188.2144939320984,236.89945274766194,224.76899130463548,189.63299275428312,259.0753012787395,233.5755290530354,206.72363465024037,188.21449393209943,236.89945274766202,236.8994527476622,213.2095074728959,256.9330819583388,190.62759766790515,226.91247231287744,206.7656236281937,236.89945274766237,193.86978969811517,212.06349441162547,236.89945274766208,237.00376540017004,256.25553632871737,232.59614136139606,213.20950747289612,236.89945274766197,209.65902737588686,188.21449393209983,252.7977252266893,236.89945274766205,190.62759766790555,213.20950747289515,236.89945274766214,187.15081213604677,236.89945274766197,189.03135911016787,213.209507472896,209.78008488575182,213.20950747289623,184.07056422701618,209.6590273758871,183.9657095857684,213.2095074728959,198.65636038503277,233.57552905303518,184.07056422701606,213.2095074728959,211.97070104624237,237.02115977402136,184.0705642270158,213.20950747289612,183.96570958576822,209.6590273758871,206.72363465024003,231.76764767938297,227.48753996112865,232.95295136506687,213.20950747289635,184.07056422701575,236.89945274766188,236.89945274766194,233.57552905303538,213.20950747289587,187.1508121360769,211.74130567361172,237.00376540017,188.21449393209917,213.20950747289595,213.2095074728959,213.20950747289598,236.89945274766194,236.8994527476637,236.89945274766345,183.96570958577178,206.9180350835305,210.29857469657014,236.8994527476624,183.96570958576808,186.47118656511265,255.29807467094776,213.2095074728953,233.5755290530352,213.2095074728959,190.6275976679052,213.20950747289555,186.36357988967677,213.08446076586512,213.20950747289598,270.7930597001899,186.3635798896772,236.89945274766225
376686.10.peg.1541,236.89945274766183,213.2095074728955,184.07056422701496,213.20950747289444,206.72363465023943,206.76562362830063,213.20950747289575,213.20950747289638,184.07056422701626,186.07692705129782,236.8994527476623,188.2144939320984,236.89945274766194,224.76899130463548,189.63299275428312,259.0753012787395,233.5755290530354,206.72363465024037,188.21449393209943,236.89945274766202,236.8994527476622,213.2095074728959,256.9330819583388,190.62759766790515,226.91247231287744,206.7656236281937,236.89945274766237,193.86978969811517,212.06349441162547,236.89945274766208,237.00376540017004,256.25553632871737,232.59614136139606,213.20950747289612,236.89945274766197,209.65902737588686,188.21449393209983,252.7977252266893,236.89945274766205,190.62759766790555,213.20950747289515,236.89945274766214,187.15081213604677,236.89945274766197,189.03135911016787,213.209507472896,209.78008488575182,213.20950747289623,184.07056422701618,209.6590273758871,183.9657095857684,213.2095074728959,198.65636038503277,233.57552905303518,184.07056422701606,213.2095074728959,211.97070104624237,237.02115977402136,184.0705642270158,213.20950747289612,183.96570958576822,209.6590273758871,206.72363465024003,231.76764767938297,227.48753996112865,232.95295136506687,213.20950747289635,184.07056422701575,236.89945274766188,236.89945274766194,233.57552905303538,213.20950747289587,187.1508121360769,211.74130567361172,237.00376540017,188.21449393209917,213.20950747289595,213.2095074728959,213.20950747289598,236.89945274766194,236.8994527476637,236.89945274766345,183.96570958577178,206.9180350835305,210.29857469657014,236.8994527476624,183.96570958576808,186.47118656511265,255.29807467094776,213.2095074728953,233.5755290530352,213.2095074728959,190.6275976679052,213.20950747289555,186.36357988967677,213.08446076586512,213.20950747289598,270.7930597001899,186.3635798896772,236.89945274766225
376686.10.peg.5132,236.89945274766183,213.2095074728955,184.07056422701496,213.20950747289444,206.72363465023943,206.76562362830063,213.20950747289575,213.20950747289638,184.07056422701626,186.07692705129782,236.8994527476623,188.2144939320984,236.89945274766194,224.76899130463548,189.63299275428312,259.0753012787395,233.5755290530354,206.72363465024037,188.21449393209943,236.89945274766202,236.8994527476622,213.2095074728959,256.9330819583388,190.62759766790515,226.91247231287744,206.7656236281937,236.89945274766237,193.86978969811517,212.06349441162547,236.89945274766208,237.00376540017004,256.25553632871737,232.59614136139606,213.20950747289612,236.89945274766197,209.65902737588686,188.21449393209983,252.7977252266893,236.89945274766205,190.62759766790555,213.20950747289515,236.89945274766214,187.15081213604677,236.89945274766197,189.03135911016787,213.209507472896,209.78008488575182,213.20950747289623,184.07056422701618,209.6590273758871,183.9657095857684,213.2095074728959,198.65636038503277,233.57552905303518,184.07056422701606,213.2095074728959,211.97070104624237,237.02115977402136,184.0705642270158,213.20950747289612,183.96570958576822,209.6590273758871,206.72363465024003,231.76764767938297,227.48753996112865,232.95295136506687,213.20950747289635,184.07056422701575,236.89945274766188,236.89945274766194,233.57552905303538,213.20950747289587,187.1508121360769,211.74130567361172,237.00376540017,188.21449393209917,213.20950747289595,213.2095074728959,213.20950747289598,236.89945274766194,236.8994527476637,236.89945274766345,183.96570958577178,206.9180350835305,210.29857469657014,236.8994527476624,183.96570958576808,186.47118656511265,255.29807467094776,213.2095074728953,233.5755290530352,213.2095074728959,190.6275976679052,213.20950747289555,186.36357988967677,213.08446076586512,213.20950747289598,270.7930597001899,186.3635798896772,236.89945274766225
376686.10.peg.5193,5.122164043793375e-12,5.611234825629334e-12,-5.265259206644333e-13,1.0140912317972608e-12,1.0148841243597997e-11,-5.643437320036559e-12,9.702590400423061e-12,-4.641520642486458e-12,7.27036848586596e-12,1.1346673997893159e-12,1.4504846257680586e-11,4.455114903771856e-12,-7.31978477859286e-13,-4.421235432061951e-12,1.273689565074114e-12,8.541997845184967e-12,1.1911618796559361e-11,6.778675929722993e-12,6.183347744233388e-12,7.207018996282112e-12,6.467107958421298e-12,-3.319850633445498e-13,-1.6135840014930353e-11,-3.5366674050514194e-12,9.36597476686144e-12,9.080932426222775e-12,6.081194875954494e-12,5.141736481570154e-12,1.8612927351394516e-11,2.2057157104317385e-11,6.382947321269449e-12,-1.0715598102359132e-11,-9.526831742461002e-14,-1.2075824493227108e-11,8.729889434767998e-14,-7.351472329340191e-12,-1.4622950062397706e-12,-3.219102930010406e-11,1.0237590834499746e-11,5.714102507557334e-12,6.558044270557306e-12,-5.368790508276144e-12,-6.848912372991595e-12,3.596152703007457e-12,-2.7686462473926844e-11,-7.679268714651854e-13,7.351938307961696e-13,1.267757104063011e-11,-7.40995850820997e-12,3.757136568717768e-11,-1.5871486362726615e-12,5.691965548449608e-12,-1.971496370967932e-12,-6.0107892338963384e-12,7.205292081915322e-12,-2.1670990165756675e-11,-2.7069303155520976e-12,-1.0531753191654467e-11,-3.3565659059255864e-12,-3.099029139049554e-11,4.790427441377509e-12,-9.082434580979794e-12,-5.628713932132918e-12,4.292638715283287e-12,9.98370141908294e-13,1.0375178066937143e-13,-2.0642984093004705e-12,7.989387602849865e-12,1.6682472292913317e-11,7.201202674504251e-12,1.2717722977900727e-11,-4.6816102040296136e-12,-1.6095156527994459e-12,2.3948647133206408e-12,5.6543207144364376e-12,-3.392136139625562e-12,-7.720855767959214e-12,2.230932156111279e-12,6.83887773171138e-12,3.7467075666594126e-11,-4.057364734267483e-12,5.413934018304225e-12,5.230387812174387e-13,1.714588760903248e-12,3.89239788197415e-12,-9.13687306567906e-12,-1.9880390046877318e-13,-9.810481720372847e-13,7.336226876807325e-12,2.7445443243685786e-11,2.5215758368694108e-12,-7.055279017770434e-12,6.8502050074830455e-12,6.818968543054756e-14,1.964744886473152e-11,9.383200122342394e-12,6.010279674151897e-13,1.2546011282251763e-11,-1.2498078805984705e-11,2.975668244121284e-12
376686.10.peg.1258,236.89945274766217,213.2095074728954,184.07056422701558,213.20950747289575,206.72363465023966,206.76562362830282,213.209507472896,213.20950747289578,184.07056422701595,186.0769270512982,236.89945274766177,188.21449393209886,236.89945274766214,224.76899130462468,189.6329927542807,259.0753012787413,233.5755290530351,206.72363465024,188.21449393209912,236.89945274766214,236.89945274766228,213.20950747289405,256.9330819583389,190.6275976679053,226.912472312876,206.76562362830055,236.89945274766254,193.86978969811463,212.06349441162513,236.89945274766208,237.0037654001711,256.2555363287172,232.59614136139524,213.20950747289595,236.89945274766183,209.65902737588672,188.21449393209912,252.79772522669097,236.8994527476617,190.62759766790688,213.2095074728959,236.89945274766137,187.1508121360765,236.89945274766208,189.0313591101682,213.20950747289638,209.7800848857527,213.20950747289567,184.07056422701592,209.65902737588718,183.96570958576828,213.20950747289555,198.65636038502885,233.57552905303504,184.07056422701604,213.2095074728954,211.97070104624294,237.02115977402107,184.0705642270158,213.209507472897,183.96570958576817,209.65902737588712,206.72363465024003,231.76764767938178,227.48753996112876,232.9529513650699,213.20950747289555,184.07056422701535,236.89945274766202,236.89945274766285,233.57552905303507,213.20950747289552,187.1508121360769,211.74130567361166,237.00376540017098,188.2144939320989,213.2095074728948,213.20950747289436,213.20950747289587,236.89945274766282,236.89945274767578,236.8994527476623,183.9657095857683,206.91803508353192,210.2985746965701,236.8994527476623,183.96570958576845,186.47118656511446,255.29807467094753,213.2095074728961,233.57552905303527,213.2095074728959,190.62759766790597,213.20950747289584,186.36357988967765,213.08446076587654,213.2095074728962,270.79305970019016,186.36357988967725,236.899452747657
376686.10.peg.2067,236.89945274766217,213.20950747289538,184.07056422701558,213.20950747289575,206.7236346502396,206.76562362830248,213.209507472896,213.20950747289575,184.07056422701552,186.0769270512982,236.89945274766228,188.21449393209912,236.8994527476622,224.7689913046242,189.6329927542807,259.0753012787414,233.5755290530351,206.72363465024006,188.21449393209897,236.89945274766214,236.89945274766225,213.20950747289405,256.933081958339,190.6275976679053,226.91247231287693,206.76562362830055,236.8994527476627,193.86978969811463,212.06349441162513,236.89945274766214,237.0037654001712,256.25553632871737,232.59614136139524,213.2095074728962,236.89945274766183,209.65902737588672,188.21449393209912,252.79772522669097,236.89945274766188,190.62759766790668,213.20950747289598,236.89945274766137,187.1508121360766,236.89945274766208,189.0313591101681,213.20950747289638,209.78008488575264,213.20950747289567,184.07056422701606,209.65902737588718,183.96570958576828,213.20950747289555,198.65636038502885,233.57552905303493,184.070564227016,213.2095074728954,211.97070104624274,237.02115977402138,184.0705642270158,213.20950747289692,183.96570958576817,209.65902737588712,206.72363465024003,231.7676476793818,227.48753996112887,232.9529513650705,213.20950747289564,184.07056422701535,236.89945274766202,236.89945274766262,233.5755290530351,213.2095074728954,187.15081213607687,211.74130567361166,237.00376540017098,188.2144939320989,213.20950747289575,213.20950747289436,213.20950747289578,236.89945274766282,236.89945274767723,236.8994527476623,183.9657095857683,206.91803508353215,210.2985746965702,236.8994527476623,183.96570958576845,186.47118656511594,255.29807467094753,213.2095074728961,233.57552905303515,213.2095074728959,190.62759766790597,213.2095074728959,186.36357988967765,213.08446076587666,213.20950747289615,270.79305970019004,186.36357988967725,236.8994527476636
376686.10.peg.1513,236.89945274766217,213.20950747289538,184.07056422701558,213.20950747289575,206.7236346502396,206.76562362830248,213.209507472896,213.20950747289575,184.07056422701552,186.0769270512982,236.89945274766228,188.21449393209912,236.8994527476622,224.7689913046242,189.6329927542807,259.0753012787414,233.5755290530351,206.72363465024006,188.21449393209897,236.89945274766214,236.89945274766225,213.20950747289405,256.933081958339,190.6275976679053,226.91247231287693,206.76562362830055,236.8994527476627,193.86978969811463,212.06349441162513,236.89945274766214,237.0037654001712,256.25553632871737,232.59614136139524,213.2095074728962,236.89945274766183,209.65902737588672,188.21449393209912,252.79772522669097,236.89945274766188,190.62759766790668,213.20950747289598,236.89945274766137,187.1508121360766,236.89945274766208,189.0313591101681,213.20950747289638,209.78008488575264,213.20950747289567,184.07056422701606,209.65902737588718,183.96570958576828,213.20950747289555,198.65636038502885,233.57552905303493,184.070564227016,213.2095074728954,211.97070104624274,237.02115977402138,184.0705642270158,213.20950747289692,183.96570958576817,209.65902737588712,206.72363465024003,231.7676476793818,227.48753996112887,232.9529513650705,213.20950747289564,184.07056422701535,236.89945274766202,236.89945274766262,233.5755290530351,213.2095074728954,187.15081213607687,211.74130567361166,237.00376540017098,188.2144939320989,213.20950747289575,213.20950747289436,213.20950747289578,236.89945274766282,236.89945274767723,236.8994527476623,183.9657095857683,206.91803508353215,210.2985746965702,236.8994527476623,183.96570958576845,186.47118656511594,255.29807467094753,213.2095074728961,233.57552905303515,213.2095074728959,190.62759766790597,213.2095074728959,186.36357988967765,213.08446076587666,213.20950747289615,270.79305970019004,186.36357988967725,236.8994527476636
376686.10.peg.1300,1.997804178902859e-13,-1.8951237022882894e-13,-1.4237683727713515e-14,-4.413842817812107e-12,-4.215570847232731e-12,0.0,2.4082222236850502e-14,9.239498046924251e-12,-8.076291090891021e-16,-4.148048491378042e-12,-3.046209725633278e-14,-1.0488670973758492e-13,-3.5251813239911346e-12,-1.1942967373037188e-13,2.3057415271378248e-12,1.1689621686332556e-12,4.567717350023782e-13,-4.194002303443667e-12,-4.794208212932887e-13,-4.3130942182128844e-14,-3.6493094120290903e-13,-1.2256389062953673e-13,-9.201364814696317e-13,-4.180654819856477e-12,-8.264460665491723e-12,-3.986430569668778e-12,-4.651783952650742e-14,-1.3741662522693966e-13,-4.123704620764923e-13,1.1813493972290948e-13,-3.5907818349219546e-13,-5.015412929463025e-12,1.3344887175862684e-13,-1.6546116260791685e-13,-3.152723013929989e-14,2.287241606726733e-12,-1.0229947641881661e-13,4.865915191636483e-12,-4.2947915556556066e-14,-4.107676970384243e-12,8.873582860517321e-13,6.717033378359823e-14,-3.983200433439457e-12,-1.0894760279515405e-13,-7.990484729471086e-14,4.1665100620855597e-13,-3.5531177755355753e-12,-1.48417610224954e-12,-4.314571841638513e-12,4.391461111102949e-12,4.1558451705280496e-14,-1.6648370154422587e-14,-8.237568498425945e-14,-4.105153057824738e-12,-4.175750164239417e-12,1.2240889061815922e-13,2.0643035441171108e-13,-8.512473799225322e-15,-2.8169748130948474e-14,-9.04516710229513e-13,-3.656317897536955e-12,-4.18470593139789e-12,-1.0910466793526095e-13,2.727992303905828e-13,-1.0279325265791834e-13,1.4956304386138195e-13,-4.163705811863791e-12,2.4065859292745784e-13,-4.485382372998218e-12,-3.962720165750353e-12,-4.324241375703407e-12,-4.129837574645544e-12,-3.919495621645265e-12,1.6422345103770033e-13,-4.278928225079552e-12,4.143551477109313e-12,-4.025901944286211e-14,-1.6401018923211967e-13,-5.171334406481129e-13,-4.179579490978953e-12,-4.2677796543660624e-12,-3.124724305030252e-13,4.287441789973066e-12,-4.130590329435346e-12,-9.843908515818e-14,2.7303855579636172e-14,-2.617228747985693e-14,-1.8222771290522173e-13,9.410982316756748e-12,0.0,-6.929692820669522e-14,-6.39940215242778e-14,-4.158633130248553e-12,-3.810374652299176e-14,8.490972512411417e-12,-1.0043935895987316e-13,4.4638686146169895e-12,-3.882163295826003e-12,3.3910238974901926e-15,-5.91536191662945e-14
