,Staphylococcus aureus_gapfilled_88,Staphylococcus aureus_gapfilled_39,Staphylococcus aureus_gapfilled_56,Staphylococcus aureus_gapfilled_4,Staphylococcus aureus_gapfilled_75,Staphylococcus aureus_gapfilled_37,Staphylococcus aureus_gapfilled_32,Staphylococcus aureus_gapfilled_17,Staphylococcus aureus_gapfilled_20,Staphylococcus aureus_gapfilled_2,Staphylococcus aureus_gapfilled_33,Staphylococcus aureus_gapfilled_59,Staphylococcus aureus_gapfilled_79,Staphylococcus aureus_gapfilled_0,Staphylococcus aureus_gapfilled_57,Staphylococcus aureus_gapfilled_55,Staphylococcus aureus_gapfilled_54,Staphylococcus aureus_gapfilled_82,Staphylococcus aureus_gapfilled_13,Staphylococcus aureus_gapfilled_66,Staphylococcus aureus_gapfilled_60,Staphylococcus aureus_gapfilled_45,Staphylococcus aureus_gapfilled_21,Staphylococcus aureus_gapfilled_15,Staphylococcus aureus_gapfilled_68,Staphylococcus aureus_gapfilled_80,Staphylococcus aureus_gapfilled_58,Staphylococcus aureus_gapfilled_52,Staphylococcus aureus_gapfilled_31,Staphylococcus aureus_gapfilled_94,Staphylococcus aureus_gapfilled_72,Staphylococcus aureus_gapfilled_83,Staphylococcus aureus_gapfilled_91,Staphylococcus aureus_gapfilled_49,Staphylococcus aureus_gapfilled_29,Staphylococcus aureus_gapfilled_95,Staphylococcus aureus_gapfilled_6,Staphylococcus aureus_gapfilled_89,Staphylococcus aureus_gapfilled_76,Staphylococcus aureus_gapfilled_35,Staphylococcus aureus_gapfilled_85,Staphylococcus aureus_gapfilled_5,Staphylococcus aureus_gapfilled_73,Staphylococcus aureus_gapfilled_18,Staphylococcus aureus_gapfilled_3,Staphylococcus aureus_gapfilled_63,Staphylococcus aureus_gapfilled_93,Staphylococcus aureus_gapfilled_30,Staphylococcus aureus_gapfilled_8,Staphylococcus aureus_gapfilled_23,Staphylococcus aureus_gapfilled_24,Staphylococcus aureus_gapfilled_25,Staphylococcus aureus_gapfilled_87,Staphylococcus aureus_gapfilled_47,Staphylococcus aureus_gapfilled_42,Staphylococcus aureus_gapfilled_74,Staphylococcus aureus_gapfilled_22,Staphylococcus aureus_gapfilled_90,Staphylococcus aureus_gapfilled_19,Staphylococcus aureus_gapfilled_70,Staphylococcus aureus_gapfilled_28,Staphylococcus aureus_gapfilled_11,Staphylococcus aureus_gapfilled_78,Staphylococcus aureus_gapfilled_77,Staphylococcus aureus_gapfilled_40,Staphylococcus aureus_gapfilled_10,Staphylococcus aureus_gapfilled_26,Staphylococcus aureus_gapfilled_65,Staphylococcus aureus_gapfilled_12,Staphylococcus aureus_gapfilled_50,Staphylococcus aureus_gapfilled_84,Staphylococcus aureus_gapfilled_86,Staphylococcus aureus_gapfilled_61,Staphylococcus aureus_gapfilled_44,Staphylococcus aureus_gapfilled_62,Staphylococcus aureus_gapfilled_43,Staphylococcus aureus_gapfilled_67,Staphylococcus aureus_gapfilled_71,Staphylococcus aureus_gapfilled_34,Staphylococcus aureus_gapfilled_97,Staphylococcus aureus_gapfilled_46,Staphylococcus aureus_gapfilled_48,Staphylococcus aureus_gapfilled_16,Staphylococcus aureus_gapfilled_38,Staphylococcus aureus_gapfilled_81,Staphylococcus aureus_gapfilled_69,Staphylococcus aureus_gapfilled_1,Staphylococcus aureus_gapfilled_96,Staphylococcus aureus_gapfilled_36,Staphylococcus aureus_gapfilled_64,Staphylococcus aureus_gapfilled_9,Staphylococcus aureus_gapfilled_98,Staphylococcus aureus_gapfilled_53,Staphylococcus aureus_gapfilled_41,Staphylococcus aureus_gapfilled_92,Staphylococcus aureus_gapfilled_27,Staphylococcus aureus_gapfilled_14,Staphylococcus aureus_gapfilled_51,Staphylococcus aureus_gapfilled_99,Staphylococcus aureus_gapfilled_7
93061.5.peg.674,131.73967406750435,122.55659880177623,104.90659715845041,125.78395321949803,124.07212963726039,108.61980517173404,126.60819885008773,140.73199871764712,101.66596435611905,102.18783192940094,107.46778999311108,115.09367695932046,118.04555603002939,110.81486954741594,122.09752771237243,124.05031242230385,115.42494977539393,124.41295614853608,108.40990939650308,133.12353753763875,106.58587170031227,104.95254457620203,132.59029085983428,115.03302872530604,140.27523178813894,125.94737763992403,111.4617492169232,127.13844764575768,107.96918087864067,122.9191522292193,124.00281099953534,107.29896967491455,116.29008142187286,106.51830281367963,101.30091356960745,116.81373474693358,107.77906091704546,112.50482752594131,132.31480283182535,105.38290338296221,106.98419930902027,109.02753492938318,101.11685050179014,140.84566995052757,109.98940452352964,100.6743558724663,118.69856253894629,117.7064905191625,132.81537556875676,118.3528258478333,112.42621438889392,106.48099439921663,109.53135988727766,121.09731464561185,124.68926537734521,115.31009343149411,126.431157288636,110.57244305983888,126.48840707539505,118.70768128008774,106.2019796405429,133.2029873016794,123.54947964335493,114.72138115164886,119.74305044822076,115.9684997146565,116.45143976026212,117.2053486133378,128.51488692433057,127.24358500274873,117.42518724840595,119.82118942127178,104.40202626823185,118.20059761460571,138.41448610897228,102.67569169405026,108.35520818055119,107.34450349279523,128.10563971780306,115.88899261770788,133.38187991089035,112.90863560192531,116.38114544577066,145.0122473130043,113.5449256241071,121.07889630350009,107.45687556430805,127.21473661369257,121.37955847094929,106.19888851812522,112.34210740508564,100.4894687751005,121.42098006763598,136.53306567657603,119.02003543503682,116.85115078872529,116.00715153903514,104.66698819159694,108.6011313224763,119.73570602104054
93061.5.peg.2495,131.73967406750586,122.5565988017762,104.90659715845041,125.7839532194981,124.07212963726046,108.61980517173399,126.6081988500876,140.73199871764703,101.66596435611899,102.187831929401,107.46778999311115,115.09367695932174,118.04555603002939,110.81486954741528,122.0975277123724,124.05031242230385,115.42494977539393,124.41295614853632,108.40990939650312,133.12353753763873,106.58587170031225,104.95254457620187,132.59029085983428,115.03302872530607,140.27523178813928,125.94737763992399,111.46174921692332,127.13844764575757,107.96918087864074,122.9191522292193,124.0028109995352,107.29896967491466,116.2900814218731,106.5183028136797,101.30091356960718,116.81373474693359,107.77906091704546,112.50482752594127,132.31480283182535,105.38290338296217,106.98419930902034,109.02753492938315,101.11685050179018,140.84566995052754,109.98940452352964,100.67435587246638,118.69856253894629,117.7064905191624,132.81537556875676,118.35282584783324,112.42621438889422,106.48099439921626,109.53135988727773,121.09731464561202,124.68926537734518,115.31009343149428,126.43115728863626,110.57244305983882,126.48840707539502,118.70768128008758,106.20197964054294,133.2029873016806,123.54947964335466,114.72138115164886,119.7430504482208,115.96849971465714,116.45143976026299,117.20534861333776,128.51488692433048,127.24358500274893,117.42518724840816,119.82118942127178,104.40202626823199,118.20059761460573,138.41448610897228,102.67569169405013,108.35520818055208,107.34450349279523,128.10563971780314,115.88899261770794,133.38187991089038,112.90863560192524,116.38114544577044,145.0122473130046,113.54492562410715,121.07889630350002,107.45687556430806,127.2147366136925,121.37955847094955,106.19888851812516,112.34210740508576,100.48946877510156,121.42098006763597,136.53306567657603,119.02003543503682,116.85115078872542,116.00715153903519,104.66698819159697,108.60113132247683,119.73570602104108
93061.5.peg.2430,131.73967406750586,122.5565988017762,104.90659715845041,125.7839532194981,124.07212963726046,108.61980517173399,126.6081988500876,140.73199871764703,101.66596435611899,102.187831929401,107.46778999311115,115.09367695932174,118.04555603002939,110.81486954741528,122.0975277123724,124.05031242230385,115.42494977539393,124.41295614853632,108.40990939650312,133.12353753763873,106.58587170031225,104.95254457620187,132.59029085983428,115.03302872530607,140.27523178813928,125.94737763992399,111.46174921692332,127.13844764575757,107.96918087864074,122.9191522292193,124.0028109995352,107.29896967491466,116.2900814218731,106.5183028136797,101.30091356960718,116.81373474693359,107.77906091704546,112.50482752594127,132.31480283182535,105.38290338296217,106.98419930902034,109.02753492938315,101.11685050179018,140.84566995052754,109.98940452352964,100.67435587246638,118.69856253894629,117.7064905191624,132.81537556875676,118.35282584783324,112.42621438889422,106.48099439921626,109.53135988727773,121.09731464561202,124.68926537734518,115.31009343149428,126.43115728863626,110.57244305983882,126.48840707539502,118.70768128008758,106.20197964054294,133.2029873016806,123.54947964335466,114.72138115164886,119.7430504482208,115.96849971465714,116.45143976026299,117.20534861333776,128.51488692433048,127.24358500274893,117.42518724840816,119.82118942127178,104.40202626823199,118.20059761460573,138.41448610897228,102.67569169405013,108.35520818055208,107.34450349279523,128.10563971780314,115.88899261770794,133.38187991089038,112.90863560192524,116.38114544577044,145.0122473130046,113.54492562410715,121.07889630350002,107.45687556430806,127.2147366136925,121.37955847094955,106.19888851812516,112.34210740508576,100.48946877510156,121.42098006763597,136.53306567657603,119.02003543503682,116.85115078872542,116.00715153903519,104.66698819159697,108.60113132247683,119.73570602104108
93061.5.peg.1351,-1.5979858033097914e-14,5.203956209095795e-13,1.2178962748843637e-13,-1.9388339106485408e-14,-6.923129264337164e-12,-2.214845442290572e-14,-7.152291216752048e-14,-2.0081408113771002e-13,2.267842803721699e-14,-5.735319609269852e-14,-2.517843988341018e-12,1.728435834030758e-12,4.7647087898857705e-14,8.727564473921597e-14,-3.301634122139594e-14,0.0,1.0737536775415517e-13,-8.810543230972204e-13,-5.225416419365932e-12,-5.791263111317795e-15,2.6385942181726377e-11,3.2631756940655035e-12,2.2667388830570414e-14,-5.289021119572622e-14,0.0,-2.1326510552164865e-13,4.990584059709304e-14,-5.592691024829281e-14,-1.3090056539387464e-13,-2.202806736909052e-15,-2.1855094379083543e-14,2.005765669791362e-13,-2.927765942428217e-14,0.0,-1.0377382537673497e-13,2.2795808855873627e-15,7.177167988989546e-15,1.2080580985813414e-14,-4.7410133491311266e-14,-1.2434900395817964e-13,-7.471787625984348e-13,7.263918158615709e-15,3.606633561078074e-13,-2.895029584306861e-13,-9.873996545763844e-13,-1.2870255179770538e-13,-8.444185363732234e-15,3.921132067452465e-13,5.262236186664231e-14,1.5033222922654356e-14,-3.4441426273053438e-15,-6.603264052877372e-14,-1.5174621922076836e-13,8.041563977509067e-15,-2.3993636235668954e-14,-7.773893559158953e-14,3.304586415062956e-14,-7.429507062345876e-13,1.0026983056568179e-14,3.1074895614574167e-12,2.352472081929444e-13,-4.419178449394261e-14,0.0,-6.184584937631306e-14,-3.2587290161468353e-13,0.0,2.477149755342571e-13,9.192391437610337e-14,9.143595512330686e-14,-1.411444040820948e-15,-1.2700159007455363e-13,-4.144494445943256e-13,-3.649453338071078e-13,-3.605144167566572e-15,9.659393581110922e-14,-6.505648117851438e-15,3.916983587485778e-14,-1.381007407232801e-13,6.450704553517164e-16,-7.829016192622892e-14,7.860859530280187e-14,0.0,2.402506801700928e-13,2.0616686613201699e-13,0.0,-1.830459170566754e-14,-5.53240067640943e-14,-6.604226837701644e-13,4.759921447961777e-15,5.808765783911068e-14,-1.3410248599784359e-12,3.518674772074036e-15,-2.4943695779199753e-11,1.0706881816414106e-13,-6.968008794030213e-14,-1.3629554698564426e-12,1.5926229515691108e-14,2.436665280699483e-13,2.7092853247180905e-14,-4.1417889639704136e-14
93061.5.peg.1081,128.20673524479503,120.28447814248975,101.8038848575846,122.46481414191109,119.68741830744867,105.7323097380889,124.66811247996735,135.3816260410396,95.32501111737517,99.78460392172208,104.61206201177275,110.75107704205509,115.9949064168477,106.58020840964288,120.08189082665473,118.75767538493483,110.31516878614057,122.0679537051655,105.0712461983355,131.81315168423384,103.7343394483706,100.89763981803509,126.27303714482672,109.47145358329185,137.2897743061704,122.94806608450301,105.25810954542759,123.49099359714414,102.53873100063024,119.46893785038367,121.11082667474776,100.70263331314872,113.32256785984792,101.69624938963433,97.85800910521439,112.68030418151116,104.16281353192159,108.44751484133526,126.61046648927724,101.8969330646016,101.96824535331673,106.25354989117105,98.24398317427686,140.0720648888005,104.47524042395817,94.63528138855344,112.17823290488612,115.12034738795448,127.83238331155762,116.32973211701724,109.28921146799456,102.8604303938899,106.7568127245926,118.20293880970624,121.11548095320819,110.89007811996485,123.00580634685471,109.3610956670365,119.94873009131541,113.00846569263096,104.35030590460931,132.18224770997813,121.99962059574399,105.94257331582631,115.92634166216399,110.9274321075877,113.07063228928608,112.34536629361124,125.99421230789444,123.26334463008234,111.53037164717666,114.80866970650949,99.9473387723918,112.62564095238874,132.88988325309577,99.8091850795897,103.06069188602333,105.08967506439079,122.84624792728097,112.18143613143309,128.84368600647537,108.03238521271608,114.34413222209287,140.80857568401294,110.06285435920303,115.2051921591489,101.6454223850797,121.82935110946772,117.74574409294793,103.74332826949535,105.60798740491786,96.99599837359233,118.02904348285774,133.36888888150628,112.78859681720499,113.60435097094091,111.04647599957285,100.19750516044587,103.2627948296768,116.46132117926737
93061.5.peg.473,-1.69080176264949e-13,1.2150824672370453e-14,-2.634297892343226e-13,-2.859476576146869e-14,-2.8469536665292754e-14,6.797053349446932e-14,3.0694380595535773e-13,-9.162844983100358e-14,-4.058650591897064e-14,5.195210561842506e-13,-1.1496678871326313e-14,1.483600504685066e-14,7.946850065365577e-14,2.0931886103994754e-14,8.85668777192972e-15,-1.5298765337206407e-14,2.10524816383157e-14,-6.007959114344773e-14,2.450204494224143e-14,4.612658573400664e-13,-1.3025817904053084e-13,0.0,-1.587111001062556e-13,-1.1546263531972112e-13,-5.466540769360393e-14,-6.108254209317592e-14,1.464372980706218e-13,-3.4702996914063157e-13,-6.87581158892808e-13,6.121944863540531e-15,-1.0379737303988306e-13,-2.0851550716761218e-13,7.542210964967218e-14,3.1540045899310345e-14,8.850130519290668e-14,3.0215021070731023e-15,-1.7371772235429958e-13,1.4484851812238626e-13,-2.4277860884344102e-12,-6.459539103331294e-14,6.539879301987844e-12,-2.4748413093316547e-14,1.1996440035948454e-12,8.903397266413818e-14,-1.717418142738418e-13,3.376595581957573e-13,4.3198304296867434e-14,1.0528089022619772e-13,3.4708049032873856e-14,5.892150732963916e-13,6.741680217199852e-14,-1.1878198529588942e-14,2.196782418444217e-13,-3.4007081425555365e-12,6.268691785601694e-15,-8.116154730277512e-15,-1.0565391812581458e-13,-1.2400333509290806e-12,6.707444734231784e-15,-1.330182733489573e-13,-5.989066215622663e-13,4.696579376955498e-14,-1.9611518495861736e-14,1.692409483494564e-13,3.421131227045781e-13,-9.851132171734633e-15,5.4033586944183655e-15,1.0499544986959305e-14,-1.588448036463031e-14,-4.1881929668147384e-14,4.901599581893622e-29,1.1664669540184399e-13,2.2944916286036657e-13,3.1775648318297006e-14,-1.8638084474228826e-13,-2.105832887085532e-14,4.344232548483531e-14,4.7792162830714166e-14,3.004451930919283e-14,3.0821222551778494e-14,3.4237833751463717e-13,2.5338874098458405e-14,1.3351880220167954e-13,1.0952446566448838e-13,1.821120616848828e-14,2.1083701116462845e-12,-1.3101468152807262e-12,-8.970166535071817e-15,1.9196809658758286e-13,-1.0680571045778308e-14,-3.710644722482291e-14,-3.1536746012952487e-14,-2.6235773533694225e-13,4.0393201015143454e-13,-3.296780663319695e-14,4.4609186653357095e-13,-2.161318048489784e-13,1.5674603561707066e-14,4.326844813852759e-13,3.0581444934968306e-16
93061.5.peg.673,131.73967406750774,122.55659880177603,104.90659715845014,125.78395321949856,124.0721296372596,108.61980517173392,126.60819885008758,140.73199871764638,101.66596435611922,102.18783192940047,107.467789993111,115.09367695932394,118.04555603002945,110.81486954741577,122.09752771237005,124.05031242230388,115.42494977539364,124.41295614853634,108.40990939650337,133.12353753763776,106.5858717003122,104.95254457620214,132.5902908598344,115.03302872530753,140.27523178813917,125.94737763992383,111.4617492169229,127.1384476457578,107.96918087863799,122.919152229219,124.00281099953547,107.29896967491479,116.29008142187274,106.5183028136798,101.30091356960654,116.81373474693332,107.77906091704588,112.50482752594168,132.31480283182555,105.38290338296191,106.98419930902031,109.02753492938297,101.11685050179035,140.8456699505273,109.9894045235295,100.6743558724666,118.69856253894629,117.70649051916234,132.8153755687567,118.35282584783288,112.42621438888706,106.48099439921573,109.53135988727738,121.09731464561196,124.68926537734512,115.31009343149375,126.43115728863603,110.57244305983932,126.48840707539446,118.70768128008734,106.20197964054289,133.2029873016813,123.54947964335535,114.72138115164832,119.74305044822081,115.96849971465315,116.45143976026169,117.20534861333734,128.5148869243306,127.243585002749,117.42518724840845,119.8211894212718,104.40202626823206,118.20059761460585,138.4144861089723,102.67569169405007,108.3552081805513,107.34450349279496,128.10563971780306,115.88899261770815,133.38187991089038,112.90863560192258,116.38114544577115,145.01224731300474,113.54492562410742,121.07889630350157,107.45687556430809,127.2147366136922,121.37955847094888,106.1988885181241,112.34210740508534,100.48946877510056,121.4209800676355,136.5330656765774,119.02003543503794,116.85115078872558,116.0071515390348,104.666988191597,108.60113132247731,119.73570602104128
93061.5.peg.258,131.7396740675077,122.55659880177602,104.90659715845014,125.78395321949856,124.07212963725922,108.61980517173372,126.60819885008758,140.73199871764646,101.66596435611919,102.18783192940047,107.46778999311094,115.09367695932413,118.04555603002937,110.81486954741577,122.09752771237211,124.05031242230386,115.42494977539364,124.41295614853642,108.40990939650328,133.1235375376378,106.58587170031227,104.95254457620209,132.5902908598344,115.03302872530472,140.2752317881391,125.94737763992384,111.4617492169229,127.13844764575785,107.96918087863793,122.91915222921895,124.00281099953547,107.29896967491466,116.29008142187274,106.51830281367988,101.30091356960664,116.81373474693336,107.77906091704669,112.50482752594189,132.31480283182566,105.38290338296213,106.98419930902035,109.02753492938295,101.11685050179034,140.84566995052754,109.98940452352932,100.67435587246688,118.69856253894629,117.70649051916226,132.81537556875665,118.35282584783295,112.42621438888706,106.48099439921549,109.53135988727736,121.09731464561199,124.68926537734507,115.31009343149387,126.43115728863603,110.57244305983927,126.48840707539455,118.70768128008739,106.20197964054293,133.20298730168167,123.54947964335518,114.72138115164864,119.74305044822056,115.96849971465315,116.45143976026165,117.20534861333796,128.5148869243306,127.2435850027491,117.42518724840838,119.82118942127182,104.40202626823198,118.20059761460583,138.41448610897234,102.67569169405007,108.35520818055119,107.34450349279496,128.10563971780311,115.88899261770808,133.38187991089038,112.90863560192507,116.38114544577105,145.01224731300474,113.54492562410746,121.0788963034999,107.45687556430806,127.21473661369309,121.37955847094882,106.19888851812341,112.3421074050854,100.48946877510056,121.42098006763547,136.53306567657785,119.02003543503773,116.85115078872563,116.00715153903467,104.66698819159697,108.60113132247712,119.73570602104131
93061.5.peg.1480,131.7396740675077,122.55659880177602,104.90659715845014,125.78395321949856,124.07212963725922,108.61980517173372,126.60819885008758,140.73199871764646,101.66596435611919,102.18783192940047,107.46778999311094,115.09367695932413,118.04555603002937,110.81486954741577,122.09752771237211,124.05031242230386,115.42494977539364,124.41295614853642,108.40990939650328,133.1235375376378,106.58587170031227,104.95254457620209,132.5902908598344,115.03302872530472,140.2752317881391,125.94737763992384,111.4617492169229,127.13844764575785,107.96918087863793,122.91915222921895,124.00281099953547,107.29896967491466,116.29008142187274,106.51830281367988,101.30091356960664,116.81373474693336,107.77906091704669,112.50482752594189,132.31480283182566,105.38290338296213,106.98419930902035,109.02753492938295,101.11685050179034,140.84566995052754,109.98940452352932,100.67435587246688,118.69856253894629,117.70649051916226,132.81537556875665,118.35282584783295,112.42621438888706,106.48099439921549,109.53135988727736,121.09731464561199,124.68926537734507,115.31009343149387,126.43115728863603,110.57244305983927,126.48840707539455,118.70768128008739,106.20197964054293,133.20298730168167,123.54947964335518,114.72138115164864,119.74305044822056,115.96849971465315,116.45143976026165,117.20534861333796,128.5148869243306,127.2435850027491,117.42518724840838,119.82118942127182,104.40202626823198,118.20059761460583,138.41448610897234,102.67569169405007,108.35520818055119,107.34450349279496,128.10563971780311,115.88899261770808,133.38187991089038,112.90863560192507,116.38114544577105,145.01224731300474,113.54492562410746,121.0788963034999,107.45687556430806,127.21473661369309,121.37955847094882,106.19888851812341,112.3421074050854,100.48946877510056,121.42098006763547,136.53306567657785,119.02003543503773,116.85115078872563,116.00715153903467,104.66698819159697,108.60113132247712,119.73570602104131
93061.5.peg.2180,129.1994576046028,119.4670680908102,103.22419860908822,121.40562965147952,121.21756664721043,106.81524775267985,125.31003952343819,137.40670242469488,99.42715941906171,98.92678941644648,103.81075560802913,110.6634878124147,113.36365892715996,106.84658697317406,116.98226463993294,120.39626084302185,110.93560410890767,120.34720324626593,105.75853624377636,129.91454852116507,104.50702046380795,101.20117898208427,129.68860113658573,111.00870642688525,136.43574134110597,122.13753135741916,108.51462082013062,124.1525570173858,104.23180651031132,119.70776522357924,122.19460486514909,103.8737454047392,112.9090827004265,102.96477782982426,98.47490687696796,113.39227130042148,103.48611802162318,108.65669502062904,128.5061856353588,103.38546249220038,105.01268528025287,107.0698964474504,96.63083647417113,138.2847081007421,107.18030808523423,96.7515791803121,116.07556967339231,114.47363281560534,130.1499332118077,113.90971203983824,107.88999166941372,102.79927157144115,106.38044221838904,119.8767327049083,121.9815632481785,111.09012212801629,122.01767856017187,107.35845891834903,122.62504322324338,115.69873760086988,102.94551065926932,130.49652700758182,119.65015669563525,111.29377075338061,116.59375506274355,112.64220281205948,113.16358779411621,112.4754915422229,124.92627956959132,124.64407123147012,114.43140894880982,115.16116394428936,100.00418690343486,114.1227548362085,135.5224829169103,98.9180199072279,103.50416691925815,103.71617270022082,124.81433733294932,112.30817001961518,130.8488828426072,109.14728725498601,113.21691268320266,141.13991384739688,111.04194161259126,118.08959529079476,104.00873016652298,124.41500963597963,117.5847080961807,103.57397384456452,108.32955350015145,97.78695024759506,117.20341446586504,133.57294127892493,115.29013558893358,115.10179759158878,112.84802970421997,101.47788247112891,105.62557012034212,116.37308093776869
