locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
SAOUHSC_00614,,1,359,NE,Nonessential
SAOUHSC_00615,,1,359,NE,Nonessential
SAOUHSC_00616,,1,359,NE,Nonessential
SAOUHSC_00617,,1,359,NE,Nonessential
SAOUHSC_00618,,1,359,NE,Nonessential
SAOUHSC_00619,,1,359,NE,Nonessential
SAOUHSC_00620,,1,359,E,Essential
SAOUHSC_00621,,1,359,NE,Nonessential
SAOUHSC_00622,,1,359,NE,Nonessential
SAOUHSC_00624,,1,359,NE,Nonessential
SAOUHSC_00625,,1,359,NE,Nonessential
SAOUHSC_00626,,1,359,NE,Nonessential
SAOUHSC_00627,,1,359,NE,Nonessential
SAOUHSC_00628,,1,359,NE,Nonessential
SAOUHSC_00629,,1,359,NE,Nonessential
SAOUHSC_00630,,1,359,NE,Nonessential
SAOUHSC_00632,,1,359,NE,Nonessential
SAOUHSC_00633,,1,359,NE,Nonessential
SAOUHSC_00634,,1,359,NE,Nonessential
SAOUHSC_00636,,1,359,NE,Nonessential
SAOUHSC_00637,,1,359,NE,Nonessential
SAOUHSC_00638,,1,359,NE,Nonessential
SAOUHSC_00639,,1,359,NE,Nonessential
SAOUHSC_00640,,1,359,E,Essential
SAOUHSC_00641,,1,359,E,Essential
SAOUHSC_00642,,1,359,E,Essential
SAOUHSC_00643,,1,359,E,Essential
SAOUHSC_00644,,1,359,NE,Nonessential
SAOUHSC_00645,,1,359,E,Essential
SAOUHSC_00646,,1,359,NE,Nonessential
SAOUHSC_00647,,1,359,NE,Nonessential
SAOUHSC_00648,,1,359,NE,Nonessential
SAOUHSC_00650,,1,359,NE,Nonessential
SAOUHSC_00651,,1,359,NE,Nonessential
SAOUHSC_00652,,1,359,NE,Nonessential
SAOUHSC_00653,,1,359,NE,Nonessential
SAOUHSC_00654,,1,359,NE,Nonessential
SAOUHSC_00655,,1,359,NE,Nonessential
SAOUHSC_00656,,1,359,NE,Nonessential
SAOUHSC_00658,,1,359,NE,Nonessential
SAOUHSC_00659,,1,359,NE,Nonessential
SAOUHSC_00660,,1,359,NE,Nonessential
SAOUHSC_00661,,1,359,NE,Nonessential
SAOUHSC_00662,,1,359,NE,Nonessential
SAOUHSC_00663,,1,359,NE,Nonessential
SAOUHSC_00664,,1,359,NE,Nonessential
SAOUHSC_00665,,1,359,NE,Nonessential
SAOUHSC_00666,,1,359,NE,Nonessential
SAOUHSC_00667,,1,359,NE,Nonessential
SAOUHSC_00668,,1,359,NE,Nonessential
SAOUHSC_00669,,1,359,NE,Nonessential
SAOUHSC_00670,,1,359,NE,Nonessential
SAOUHSC_00671,,1,359,NE,Nonessential
SAOUHSC_00672,,1,359,NE,Nonessential
SAOUHSC_00673,,1,359,NE,Nonessential
SAOUHSC_00674,,1,359,NE,Nonessential
SAOUHSC_00675,,1,359,NE,Nonessential
SAOUHSC_00676,,1,359,NE,Nonessential
SAOUHSC_00677,,1,359,NE,Nonessential
SAOUHSC_00678,,1,359,NE,Nonessential
SAOUHSC_00679,,1,359,NE,Nonessential
SAOUHSC_00680,,1,359,NE,Nonessential
SAOUHSC_00681,,1,359,NE,Nonessential
SAOUHSC_00682,,1,359,NE,Nonessential
SAOUHSC_00683,,1,359,NE,Nonessential
SAOUHSC_00684,,1,359,NE,Nonessential
SAOUHSC_00685,,1,359,NE,Nonessential
SAOUHSC_00686,,1,359,NE,Nonessential
SAOUHSC_00687,,1,359,NE,Nonessential
SAOUHSC_00688,,1,359,NE,Nonessential
SAOUHSC_00689,,1,359,NE,Nonessential
SAOUHSC_00690,,1,359,NE,Nonessential
SAOUHSC_00691,,1,359,NE,Nonessential
SAOUHSC_00692,,1,359,NE,Nonessential
SAOUHSC_00693,,1,359,NE,Nonessential
SAOUHSC_00694,,1,359,NE,Nonessential
SAOUHSC_00695,,1,359,NE,Nonessential
SAOUHSC_00696,,1,359,NE,Nonessential
SAOUHSC_00697,,1,359,NE,Nonessential
SAOUHSC_00698,,1,359,NE,Nonessential
SAOUHSC_00699,,1,359,NE,Nonessential
SAOUHSC_00700,,1,359,NE,Nonessential
SAOUHSC_00701,,1,359,NE,Nonessential
SAOUHSC_00702,,1,359,NE,Nonessential
SAOUHSC_00703,,1,359,NE,Nonessential
SAOUHSC_00704,,1,359,NE,Nonessential
SAOUHSC_00705,,1,359,NE,Nonessential
SAOUHSC_00706,,1,359,NE,Nonessential
SAOUHSC_00707,,1,359,NE,Nonessential
SAOUHSC_00708,,1,359,NE,Nonessential
SAOUHSC_00709,,1,359,NE,Nonessential
SAOUHSC_00710,,1,359,NE,Nonessential
SAOUHSC_00711,,1,359,NE,Nonessential
SAOUHSC_00712,,1,359,NE,Nonessential
SAOUHSC_00713,,1,359,NE,Nonessential
SAOUHSC_00714,,1,359,NE,Nonessential
SAOUHSC_00715,,1,359,NE,Nonessential
SAOUHSC_00716,,1,359,NE,Nonessential
SAOUHSC_00717,,1,359,NE,Nonessential
SAOUHSC_00718,,1,359,NE,Nonessential
SAOUHSC_00719,,1,359,NE,Nonessential
SAOUHSC_00720,,1,359,NE,Nonessential
SAOUHSC_00721,,1,359,NE,Nonessential
SAOUHSC_00722,,1,359,NE,Nonessential
SAOUHSC_00723,,1,359,NE,Nonessential
SAOUHSC_00724,,1,359,NE,Nonessential
SAOUHSC_00725,,1,359,NE,Nonessential
SAOUHSC_00726,,1,359,NE,Nonessential
SAOUHSC_00727,,1,359,NE,Nonessential
SAOUHSC_00728,,1,359,E,Essential
SAOUHSC_00729,,1,359,NE,Nonessential
SAOUHSC_00730,,1,359,NE,Nonessential
SAOUHSC_00731,,1,359,NE,Nonessential
SAOUHSC_00732,,1,359,NE,Nonessential
SAOUHSC_00733,,1,359,NE,Nonessential
SAOUHSC_00734,,1,359,NE,Nonessential
SAOUHSC_00735,,1,359,NE,Nonessential
SAOUHSC_00736,,1,359,NE,Nonessential
SAOUHSC_00737,,1,359,NE,Nonessential
SAOUHSC_00738,,1,359,NE,Nonessential
SAOUHSC_00739,,1,359,NE,Nonessential
SAOUHSC_00740,,1,359,NE,Nonessential
SAOUHSC_00741,nrdI,1,359,E,Essential
SAOUHSC_00742,,1,359,E,Essential
SAOUHSC_00743,nrdF,1,359,E,Essential
SAOUHSC_00744,,1,359,NE,Nonessential
SAOUHSC_00745,,1,359,NE,Nonessential
SAOUHSC_00746,,1,359,NE,Nonessential
SAOUHSC_00747,,1,359,NE,Nonessential
SAOUHSC_00748,,1,359,NE,Nonessential
SAOUHSC_00749,,1,359,NE,Nonessential
SAOUHSC_00751,,1,359,NE,Nonessential
SAOUHSC_00752,murB,1,359,E,Essential
SAOUHSC_00753,,1,359,NE,Nonessential
SAOUHSC_00754,,1,359,NE,Nonessential
SAOUHSC_00755,,1,359,NE,Nonessential
SAOUHSC_00756,,1,359,NE,Nonessential
SAOUHSC_00757,,1,359,NE,Nonessential
SAOUHSC_00758,,1,359,NE,Nonessential
SAOUHSC_00759,,1,359,NE,Nonessential
SAOUHSC_00760,,1,359,E,Essential
SAOUHSC_00762,,1,359,E,Essential
SAOUHSC_00763,,1,359,NE,Nonessential
SAOUHSC_00764,,1,359,NE,Nonessential
SAOUHSC_00765,,1,359,NE,Nonessential
SAOUHSC_00766,,1,359,NE,Nonessential
SAOUHSC_00767,,1,359,NE,Nonessential
SAOUHSC_00769,secA,1,359,E,Essential
SAOUHSC_00770,,1,359,NE,Nonessential
SAOUHSC_00771,,1,359,E,Essential
SAOUHSC_00772,,1,359,NE,Nonessential
SAOUHSC_00773,,1,359,NE,Nonessential
SAOUHSC_00774,,1,359,NE,Nonessential
SAOUHSC_00775,,1,359,NE,Nonessential
SAOUHSC_00776,,1,359,NE,Nonessential
SAOUHSC_00778,,1,359,NE,Nonessential
SAOUHSC_00779,,1,359,NE,Nonessential
SAOUHSC_00780,uvrA,1,359,NE,Nonessential
SAOUHSC_00781,,1,359,E,Essential
SAOUHSC_00782,,1,359,NE,Nonessential
SAOUHSC_00783,,1,359,NE,Nonessential
SAOUHSC_00784,,1,359,NE,Nonessential
SAOUHSC_00785,,1,359,E,Essential
SAOUHSC_00786,,1,359,NE,Nonessential
SAOUHSC_00787,,1,359,NE,Nonessential
SAOUHSC_00788,,1,359,E,Essential
SAOUHSC_00789,,1,359,NE,Nonessential
SAOUHSC_00790,clpP,1,359,E,Essential
SAOUHSC_00792,,1,359,NE,Nonessential
SAOUHSC_00793,,1,359,E,Essential
SAOUHSC_00794,,1,359,NE,Nonessential
SAOUHSC_00795,,1,359,E,Essential
SAOUHSC_00796,pgk,1,359,E,Essential
SAOUHSC_00797,tpiA,1,359,E,Essential
SAOUHSC_00798,,1,359,E,Essential
SAOUHSC_00799,eno,1,359,E,Essential
SAOUHSC_00800,,1,359,NE,Nonessential
SAOUHSC_00801,secG,1,359,NE,Nonessential
SAOUHSC_00802,,1,359,NE,Nonessential
SAOUHSC_00803,,1,359,E,Essential
SAOUHSC_00804,smpB,1,359,E,Essential
SAOUHSC_00805,,1,359,NE,Nonessential
SAOUHSC_00806,,1,359,NE,Nonessential
SAOUHSC_00807,,1,359,NE,Nonessential
SAOUHSC_00808,,1,359,NE,Nonessential
SAOUHSC_00809,,1,359,NE,Nonessential
SAOUHSC_00810,,1,359,NE,Nonessential
SAOUHSC_00811,,1,359,NE,Nonessential
SAOUHSC_00812,,1,359,NE,Nonessential
SAOUHSC_00813,,1,359,NE,Nonessential
SAOUHSC_00814,,1,359,NE,Nonessential
SAOUHSC_00816,,1,359,NE,Nonessential
SAOUHSC_00817,,1,359,NE,Nonessential
SAOUHSC_00818,,1,359,NE,Nonessential
SAOUHSC_00819,,1,359,NE,Nonessential
SAOUHSC_00820,,1,359,NE,Nonessential
SAOUHSC_00821,,1,359,NE,Nonessential
SAOUHSC_00822,,1,359,NE,Nonessential
SAOUHSC_00823,,1,359,NE,Nonessential
SAOUHSC_00824,,1,359,NE,Nonessential
SAOUHSC_00825,,1,359,NE,Nonessential
SAOUHSC_00826,,1,359,NE,Nonessential
SAOUHSC_00827,,1,359,NE,Nonessential
SAOUHSC_00828,,1,359,NE,Nonessential
SAOUHSC_00830,,1,359,NE,Nonessential
SAOUHSC_00831,,1,359,NE,Nonessential
SAOUHSC_00832,,1,359,NE,Nonessential
SAOUHSC_00833,,1,359,NE,Nonessential
SAOUHSC_00834,,1,359,NE,Nonessential
SAOUHSC_00835,,1,359,NE,Nonessential
SAOUHSC_00836,,1,359,NE,Nonessential
SAOUHSC_00837,,1,359,NE,Nonessential
SAOUHSC_00838,,1,359,NE,Nonessential
SAOUHSC_00839,,1,359,NE,Nonessential
SAOUHSC_00840,,1,359,NE,Nonessential
SAOUHSC_00841,,1,359,NE,Nonessential
SAOUHSC_00842,,1,359,NE,Nonessential
SAOUHSC_00843,,1,359,NE,Nonessential
SAOUHSC_00844,,1,359,NE,Nonessential
SAOUHSC_00845,,1,359,NE,Nonessential
SAOUHSC_00846,,1,359,NE,Nonessential
SAOUHSC_00847,,1,359,E,Essential
SAOUHSC_00848,,1,359,E,Essential
SAOUHSC_00849,,1,359,E,Essential
SAOUHSC_00850,,1,359,E,Essential
SAOUHSC_00851,,1,359,E,Essential
SAOUHSC_00852,,1,359,NE,Nonessential
SAOUHSC_00853,,1,359,NE,Nonessential
SAOUHSC_00854,,1,359,NE,Nonessential
SAOUHSC_00855,,1,359,NE,Nonessential
SAOUHSC_00857,,1,359,NE,Nonessential
SAOUHSC_00858,,1,359,NE,Nonessential
SAOUHSC_00859,,1,359,NE,Nonessential
SAOUHSC_00860,,1,359,NE,Nonessential
SAOUHSC_00861,,1,359,NE,Nonessential
SAOUHSC_00862,,1,359,NE,Nonessential
SAOUHSC_00863,,1,359,NE,Nonessential
SAOUHSC_00864,,1,359,NE,Nonessential
SAOUHSC_00865,,1,359,NE,Nonessential
SAOUHSC_00866,,1,359,NE,Nonessential
SAOUHSC_00867,,1,359,NE,Nonessential
SAOUHSC_00868,,1,359,E,Essential
SAOUHSC_00869,,1,359,E,Essential
SAOUHSC_00870,,1,359,E,Essential
SAOUHSC_00871,,1,359,E,Essential
SAOUHSC_00872,,1,359,E,Essential
SAOUHSC_00873,,1,359,NE,Nonessential
SAOUHSC_00874,,1,359,NE,Nonessential
SAOUHSC_00875,,1,359,NE,Nonessential
SAOUHSC_00876,,1,359,NE,Nonessential
SAOUHSC_00877,,1,359,NE,Nonessential
SAOUHSC_00878,,1,359,NE,Nonessential
SAOUHSC_00879,,1,359,NE,Nonessential
SAOUHSC_00880,,1,359,NE,Nonessential
SAOUHSC_00881,,1,359,E,Essential
SAOUHSC_00882,,1,359,NE,Nonessential
SAOUHSC_00883,,1,359,NE,Nonessential
SAOUHSC_00884,,1,359,NE,Nonessential
SAOUHSC_00885,,1,359,NE,Nonessential
SAOUHSC_00886,,1,359,NE,Nonessential
SAOUHSC_00887,,1,359,NE,Nonessential
SAOUHSC_00888,,1,359,NE,Nonessential
SAOUHSC_00889,,1,359,NE,Nonessential
SAOUHSC_00890,,1,359,NE,Nonessential
SAOUHSC_00891,,1,359,NE,Nonessential
SAOUHSC_00892,,1,359,E,Essential
SAOUHSC_00893,,1,359,NE,Nonessential
SAOUHSC_00894,rocD,1,359,NE,Nonessential
SAOUHSC_00895,,1,359,NE,Nonessential
SAOUHSC_00896,,1,359,NE,Nonessential
SAOUHSC_00897,,1,359,NE,Nonessential
SAOUHSC_00898,,1,359,NE,Nonessential
SAOUHSC_00899,,1,359,NE,Nonessential
SAOUHSC_00900,pgi,1,359,E,Essential
SAOUHSC_00901,,1,359,NE,Nonessential
SAOUHSC_00902,,1,359,NE,Nonessential
SAOUHSC_00903,,1,359,E,Essential
SAOUHSC_00904,,1,359,NE,Nonessential
SAOUHSC_00905,,1,359,NE,Nonessential
SAOUHSC_00906,,1,359,NE,Nonessential
SAOUHSC_00907,,1,359,NE,Nonessential
SAOUHSC_00908,,1,359,NE,Nonessential
SAOUHSC_00909,,1,359,NE,Nonessential
SAOUHSC_00910,,1,359,NE,Nonessential
SAOUHSC_00911,,1,359,NE,Nonessential
SAOUHSC_00912,,1,359,NE,Nonessential
SAOUHSC_00913,,1,359,NE,Nonessential
SAOUHSC_00914,,1,359,NE,Nonessential
SAOUHSC_00915,,1,359,NE,Nonessential
SAOUHSC_00916,,1,359,NE,Nonessential
SAOUHSC_00917,,1,359,NE,Nonessential
SAOUHSC_00918,,1,359,NE,Nonessential
SAOUHSC_00919,,1,359,NE,Nonessential
SAOUHSC_00920,,1,359,E,Essential
SAOUHSC_00921,,1,359,E,Essential
SAOUHSC_00922,,1,359,E,Essential
SAOUHSC_00923,,1,359,NE,Nonessential
SAOUHSC_00924,,1,359,NE,Nonessential
SAOUHSC_00925,,1,359,NE,Nonessential
SAOUHSC_00926,,1,359,NE,Nonessential
SAOUHSC_00927,,1,359,NE,Nonessential
SAOUHSC_00928,,1,359,NE,Nonessential
SAOUHSC_00929,,1,359,NE,Nonessential
SAOUHSC_00930,,1,359,NE,Nonessential
SAOUHSC_00931,,1,359,NE,Nonessential
SAOUHSC_00932,,1,359,NE,Nonessential
SAOUHSC_00933,,1,359,E,Essential
SAOUHSC_00934,spxA,1,359,E,Essential
SAOUHSC_00935,,1,359,NE,Nonessential
SAOUHSC_00936,,1,359,NE,Nonessential
SAOUHSC_00937,,1,359,NE,Nonessential
SAOUHSC_00938,,1,359,NE,Nonessential
SAOUHSC_00939,,1,359,NE,Nonessential
SAOUHSC_00940,,1,359,NE,Nonessential
SAOUHSC_00941,,1,359,NE,Nonessential
SAOUHSC_00942,,1,359,NE,Nonessential
SAOUHSC_00943,ppnK,1,359,E,Essential
SAOUHSC_00944,,1,359,NE,Nonessential
SAOUHSC_00945,,1,359,NE,Nonessential
SAOUHSC_00946,,1,359,NE,Nonessential
SAOUHSC_00947,,1,359,E,Essential
SAOUHSC_00948,,1,359,NE,Nonessential
SAOUHSC_00949,,1,359,NE,Nonessential
SAOUHSC_00950,,1,359,NE,Nonessential
SAOUHSC_00951,,1,359,NE,Nonessential
SAOUHSC_00952,,1,359,NE,Nonessential
SAOUHSC_00953,,1,359,NE,Nonessential
SAOUHSC_00954,,1,359,E,Essential
SAOUHSC_00955,,1,359,NE,Nonessential
SAOUHSC_00956,prfC,1,359,NE,Nonessential
SAOUHSC_00957,,1,359,E,Essential
SAOUHSC_00958,,1,359,NE,Nonessential
SAOUHSC_00959,,1,359,NE,Nonessential
SAOUHSC_00960,,1,359,NE,Nonessential
SAOUHSC_00961,,1,359,NE,Nonessential
SAOUHSC_00962,,1,359,NE,Nonessential
SAOUHSC_00963,,1,359,NE,Nonessential
SAOUHSC_00964,,1,359,NE,Nonessential
SAOUHSC_00965,,1,359,NE,Nonessential
SAOUHSC_00966,,1,359,NE,Nonessential
SAOUHSC_00967,,1,359,NE,Nonessential
SAOUHSC_00968,,1,359,NE,Nonessential
SAOUHSC_00969,,1,359,NE,Nonessential
SAOUHSC_00970,,1,359,NE,Nonessential
SAOUHSC_00971,,1,359,NE,Nonessential
SAOUHSC_00972,,1,359,NE,Nonessential
SAOUHSC_00973,,1,359,NE,Nonessential
SAOUHSC_00974,,1,359,NE,Nonessential
SAOUHSC_00975,,1,359,NE,Nonessential
SAOUHSC_00976,,1,359,NE,Nonessential
SAOUHSC_00977,,1,359,NE,Nonessential
SAOUHSC_00978,,1,359,NE,Nonessential
SAOUHSC_00979,,1,359,NE,Nonessential
SAOUHSC_00980,,1,359,E,Essential
SAOUHSC_00981,,1,359,NE,Nonessential
SAOUHSC_00982,,1,359,NE,Nonessential
SAOUHSC_00983,,1,359,NE,Nonessential
SAOUHSC_00984,,1,359,NE,Nonessential
SAOUHSC_00985,,1,359,NE,Nonessential
SAOUHSC_00986,,1,359,NE,Nonessential
SAOUHSC_00987,,1,359,NE,Nonessential
SAOUHSC_00988,,1,359,NE,Nonessential
SAOUHSC_00989,,1,359,NE,Nonessential
SAOUHSC_00991,,1,359,NE,Nonessential
SAOUHSC_00992,,1,359,NE,Nonessential
SAOUHSC_00993,,1,359,NE,Nonessential
SAOUHSC_00994,,1,359,NE,Nonessential
SAOUHSC_00995,,1,359,NE,Nonessential
SAOUHSC_00996,,1,359,NE,Nonessential
SAOUHSC_00997,,1,359,NE,Nonessential
SAOUHSC_00998,,1,359,E,Essential
SAOUHSC_00999,,1,359,NE,Nonessential
SAOUHSC_01000,,1,359,NE,Nonessential
SAOUHSC_01001,,1,359,NE,Nonessential
SAOUHSC_01002,,1,359,NE,Nonessential
SAOUHSC_01003,,1,359,NE,Nonessential
SAOUHSC_01005,,1,359,NE,Nonessential
SAOUHSC_01007,,1,359,NE,Nonessential
SAOUHSC_01008,,1,359,NE,Nonessential
SAOUHSC_01009,,1,359,NE,Nonessential
SAOUHSC_01010,,1,359,NE,Nonessential
SAOUHSC_01011,,1,359,NE,Nonessential
SAOUHSC_01012,,1,359,NE,Nonessential
SAOUHSC_01013,,1,359,NE,Nonessential
SAOUHSC_01014,,1,359,NE,Nonessential
SAOUHSC_01015,,1,359,NE,Nonessential
SAOUHSC_01016,,1,359,NE,Nonessential
SAOUHSC_01017,purH,1,359,NE,Nonessential
SAOUHSC_01018,,1,359,NE,Nonessential
SAOUHSC_01019,,1,359,NE,Nonessential
SAOUHSC_01021,,1,359,NE,Nonessential
SAOUHSC_01022,,1,359,NE,Nonessential
SAOUHSC_01023,,1,359,NE,Nonessential
SAOUHSC_01024,,1,359,NE,Nonessential
SAOUHSC_01025,,1,359,NE,Nonessential
SAOUHSC_01026,,1,359,NE,Nonessential
SAOUHSC_01027,,1,359,NE,Nonessential
SAOUHSC_01028,,1,359,E,Essential
SAOUHSC_01029,,1,359,NE,Nonessential
SAOUHSC_01030,,1,359,NE,Nonessential
SAOUHSC_01031,,1,359,NE,Nonessential
SAOUHSC_01032,,1,359,NE,Nonessential
SAOUHSC_01034,,1,359,NE,Nonessential
SAOUHSC_01035,,1,359,E,Essential
SAOUHSC_01036,,1,359,E,Essential
SAOUHSC_01037,,1,359,NE,Nonessential
SAOUHSC_01038,def,1,359,E,Essential
SAOUHSC_01039,,1,359,NE,Nonessential
SAOUHSC_01040,,1,359,E,Essential
SAOUHSC_01041,,1,359,NE,Nonessential
SAOUHSC_01042,,1,359,NE,Nonessential
SAOUHSC_01043,,1,359,NE,Nonessential
SAOUHSC_01044,,1,359,NE,Nonessential
SAOUHSC_01045,,1,359,NE,Nonessential
SAOUHSC_01046,,1,359,NE,Nonessential
SAOUHSC_01047,,1,359,NE,Nonessential
SAOUHSC_01048,,1,359,NE,Nonessential
SAOUHSC_01049,,1,359,NE,Nonessential
SAOUHSC_01050,,1,359,E,Essential
SAOUHSC_01051,,1,359,NE,Nonessential
SAOUHSC_01053,,1,359,NE,Nonessential
SAOUHSC_01054,,1,359,NE,Nonessential
SAOUHSC_01055,,1,359,NE,Nonessential
SAOUHSC_01057,,1,359,NE,Nonessential
SAOUHSC_01058,,1,359,NE,Nonessential
SAOUHSC_01060,,1,359,NE,Nonessential
SAOUHSC_01061,,1,359,NE,Nonessential
SAOUHSC_01062,,1,359,NE,Nonessential
SAOUHSC_01063,,1,359,E,Essential
SAOUHSC_01064,,1,359,NE,Nonessential
SAOUHSC_01065,,1,359,NE,Nonessential
SAOUHSC_01066,,1,359,NE,Nonessential
SAOUHSC_01067,,1,359,NE,Nonessential
SAOUHSC_01068,,1,359,NE,Nonessential
SAOUHSC_01069,,1,359,NE,Nonessential
SAOUHSC_01070,,1,359,NE,Nonessential
SAOUHSC_01071,,1,359,NE,Nonessential
SAOUHSC_01072,,1,359,NE,Nonessential
SAOUHSC_01073,,1,359,NE,Nonessential
SAOUHSC_01074,,1,359,NE,Nonessential
SAOUHSC_01075,coaD,1,359,E,Essential
SAOUHSC_01076,,1,359,NE,Nonessential
SAOUHSC_01077,,1,359,E,Essential
SAOUHSC_01078,,1,359,E,Essential
SAOUHSC_01079,,1,359,NE,Nonessential
SAOUHSC_01081,,1,359,NE,Nonessential
SAOUHSC_01082,,1,359,NE,Nonessential
SAOUHSC_01084,,1,359,NE,Nonessential
SAOUHSC_01085,,1,359,NE,Nonessential
SAOUHSC_01086,,1,359,NE,Nonessential
SAOUHSC_01087,,1,359,NE,Nonessential
SAOUHSC_01088,,1,359,NE,Nonessential
SAOUHSC_01089,,1,359,NE,Nonessential
SAOUHSC_01090,,1,359,NE,Nonessential
SAOUHSC_01091,,1,359,NE,Nonessential
SAOUHSC_01092,pheS,1,359,E,Essential
SAOUHSC_01093,pheT,1,359,E,Essential
SAOUHSC_01095,,1,359,NE,Nonessential
SAOUHSC_01096,,1,359,NE,Nonessential
SAOUHSC_01097,,1,359,NE,Nonessential
SAOUHSC_01098,,1,359,NE,Nonessential
SAOUHSC_01099,,1,359,NE,Nonessential
SAOUHSC_01100,,1,359,E,Essential
SAOUHSC_01101,,1,359,NE,Nonessential
SAOUHSC_01102,uvrC,1,359,NE,Nonessential
SAOUHSC_01103,,1,359,NE,Nonessential
SAOUHSC_01104,sdhA,1,359,NE,Nonessential
SAOUHSC_01105,sdhB,1,359,NE,Nonessential
SAOUHSC_01106,,1,359,E,Essential
SAOUHSC_01107,,1,359,NE,Nonessential
SAOUHSC_01108,,1,359,NE,Nonessential
SAOUHSC_01109,,1,359,NE,Nonessential
SAOUHSC_01110,,1,359,NE,Nonessential
SAOUHSC_01111,,1,359,NE,Nonessential
SAOUHSC_01112,,1,359,NE,Nonessential
SAOUHSC_01113,,1,359,NE,Nonessential
SAOUHSC_01114,,1,359,NE,Nonessential
SAOUHSC_01115,,1,359,NE,Nonessential
SAOUHSC_01118,,1,359,NE,Nonessential
SAOUHSC_01119,,1,359,E,Essential
SAOUHSC_01120,,1,359,NE,Nonessential
SAOUHSC_01121,,1,359,NE,Nonessential
SAOUHSC_01122,,1,359,NE,Nonessential
SAOUHSC_01123,,1,359,NE,Nonessential
SAOUHSC_01124,,1,359,NE,Nonessential
SAOUHSC_01125,,1,359,NE,Nonessential
SAOUHSC_01127,,1,359,NE,Nonessential
SAOUHSC_01128,,1,359,NE,Nonessential
SAOUHSC_01129,,1,359,NE,Nonessential
SAOUHSC_01130,,1,359,NE,Nonessential
SAOUHSC_01131,,1,359,NE,Nonessential
SAOUHSC_01133,,1,359,NE,Nonessential
SAOUHSC_01134,,1,359,NE,Nonessential
SAOUHSC_01135,,1,359,NE,Nonessential
SAOUHSC_01136,,1,359,NE,Nonessential
SAOUHSC_01137,,1,359,NE,Nonessential
SAOUHSC_01138,,1,359,NE,Nonessential
SAOUHSC_01139,,1,359,NE,Nonessential
SAOUHSC_01140,,1,359,NE,Nonessential
SAOUHSC_01141,,1,359,NE,Nonessential
SAOUHSC_01142,,1,359,NE,Nonessential
SAOUHSC_01143,mraW,1,359,NE,Nonessential
SAOUHSC_01144,,1,359,E,Essential
SAOUHSC_01145,,1,359,E,Essential
SAOUHSC_01146,mraY,1,359,E,Essential
SAOUHSC_01147,murD,1,359,E,Essential
SAOUHSC_01148,,1,359,E,Essential
SAOUHSC_01149,,1,359,E,Essential
SAOUHSC_01150,,1,359,E,Essential
SAOUHSC_01152,,1,359,NE,Nonessential
SAOUHSC_01153,,1,359,NE,Nonessential
SAOUHSC_01154,,1,359,E,Essential
SAOUHSC_01155,,1,359,NE,Nonessential
SAOUHSC_01156,,1,359,NE,Nonessential
SAOUHSC_01158,,1,359,NE,Nonessential
SAOUHSC_01159,ileS,1,359,E,Essential
SAOUHSC_01160,,1,359,NE,Nonessential
SAOUHSC_01161,,1,359,NE,Nonessential
SAOUHSC_01162,lspA,1,359,NE,Nonessential
SAOUHSC_01163,,1,359,NE,Nonessential
SAOUHSC_01164,,1,359,NE,Nonessential
SAOUHSC_01165,,1,359,NE,Nonessential
SAOUHSC_01166,pyrB,1,359,NE,Nonessential
SAOUHSC_01168,pyrC,1,359,NE,Nonessential
SAOUHSC_01169,,1,359,NE,Nonessential
SAOUHSC_01170,carB,1,359,NE,Nonessential
SAOUHSC_01171,,1,359,NE,Nonessential
SAOUHSC_01172,pyrE,1,359,NE,Nonessential
SAOUHSC_01173,,1,359,NE,Nonessential
SAOUHSC_01174,,1,359,NE,Nonessential
SAOUHSC_01175,,1,359,NE,Nonessential
SAOUHSC_01176,gmk,1,359,E,Essential
SAOUHSC_01177,rpoZ,1,359,NE,Nonessential
SAOUHSC_01178,,1,359,E,Essential
SAOUHSC_01179,,1,359,E,Essential
SAOUHSC_01180,,1,359,NE,Nonessential
SAOUHSC_01181,,1,359,NE,Nonessential
SAOUHSC_01182,,1,359,NE,Nonessential
SAOUHSC_01183,,1,359,E,Essential
SAOUHSC_01184,,1,359,NE,Nonessential
SAOUHSC_01185,,1,359,NE,Nonessential
SAOUHSC_01186,,1,359,NE,Nonessential
SAOUHSC_01187,,1,359,NE,Nonessential
SAOUHSC_01188,,1,359,E,Essential
SAOUHSC_01189,,1,359,E,Essential
SAOUHSC_01190,,1,359,E,Essential
SAOUHSC_01191,rpmB,1,359,E,Essential
SAOUHSC_01192,,1,359,NE,Nonessential
SAOUHSC_01193,,1,359,NE,Nonessential
SAOUHSC_01194,,1,359,NE,Nonessential
SAOUHSC_01196,,1,359,NE,Nonessential
SAOUHSC_01197,,1,359,E,Essential
SAOUHSC_01198,,1,359,E,Essential
SAOUHSC_01199,,1,359,E,Essential
SAOUHSC_01200,,1,359,NE,Nonessential
SAOUHSC_01201,acpP,1,359,E,Essential
SAOUHSC_01203,rnc,1,359,NE,Nonessential
SAOUHSC_01204,,1,359,NE,Nonessential
SAOUHSC_01205,,1,359,E,Essential
SAOUHSC_01206,,1,359,NE,Nonessential
SAOUHSC_01207,,1,359,E,Essential
SAOUHSC_01208,rpsP,1,359,E,Essential
SAOUHSC_01209,rimM,1,359,E,Essential
SAOUHSC_01210,trmD,1,359,E,Essential
