,mean fractional importance,mean fractional ratio,number of reactions,name
cpd00588_c,0.0013731729744097378,0.4577105014191107,7,metabolite missing from universal
cpd00588_e,0.0013731729744097378,0.4577105014191107,7,metabolite missing from universal
cpd00036_c,0.0079855256712547,0.45826857076601896,98,metabolite missing from universal
cpd00249_c,0.0079855256712547,0.45826857076601896,98,metabolite missing from universal
cpd00412_c,0.0079855256712547,0.45826857076601896,98,metabolite missing from universal
cpd00653_c,0.021052347500474813,0.45844837605351524,6,metabolite missing from universal
cpd00069_c,0.00587095290395918,0.45948880476314974,45,metabolite missing from universal
cpd00604_c,0.00587095290395918,0.45948880476314974,45,metabolite missing from universal
cpd00159_e,0.0018069503761492813,0.46006939506022154,20,metabolite missing from universal
cpd00182_c,0.0005297464649160792,0.4619016070381397,8,metabolite missing from universal
cpd00010_c,0.007221524767433894,0.46358548389517423,766,metabolite missing from universal
cpd00024_c,0.007221524767433894,0.46358548389517423,766,metabolite missing from universal
cpd00078_c,0.007221524767433894,0.46358548389517423,766,metabolite missing from universal
cpd11620_c,0.007221524767433894,0.46358548389517423,766,metabolite missing from universal
cpd11621_c,0.007221524767433894,0.46358548389517423,766,metabolite missing from universal
cpd00971_c,0.001694438142920541,0.46378624690548226,111,metabolite missing from universal
cpd00971_e,0.001694438142920541,0.46378624690548226,111,metabolite missing from universal
cpd00880_c,0.0033145796808794607,0.4661468061867316,21,metabolite missing from universal
cpd00068_c,0.0008903075165807063,0.46767545595185744,4,metabolite missing from universal
cpd00090_c,0.0008903075165807063,0.46767545595185744,4,metabolite missing from universal
cpd00609_c,0.0014216192659948154,0.4691961391037345,12,metabolite missing from universal
cpd00012_c,0.01162595301514459,0.47196552867018543,162,metabolite missing from universal
cpd00052_c,0.01162595301514459,0.47196552867018543,162,metabolite missing from universal
cpd00256_c,0.01162595301514459,0.47196552867018543,162,metabolite missing from universal
cpd00457_c,0.01162595301514459,0.47196552867018543,162,metabolite missing from universal
cpd00142_c,0.00855128524078582,0.47296135333740186,110,metabolite missing from universal
cpd00292_c,0.00855128524078582,0.47296135333740186,110,metabolite missing from universal
cpd02041_c,0.0005114960454573501,0.4749604865838884,6,metabolite missing from universal
cpd00116_c,0.0015249249690629163,0.47538829514869857,93,metabolite missing from universal
cpd00760_c,0.0010506288296161172,0.47548601721282013,10,metabolite missing from universal
cpd02125_c,0.0010506288296161172,0.47548601721282013,10,metabolite missing from universal
cpd00208_e,0.011026991913191465,0.4808926367452437,14,metabolite missing from universal
cpd00011_c,0.0074700145630300415,0.4810864040453461,3744,metabolite missing from universal
cpd00041_c,0.0074700145630300415,0.4810864040453461,3744,metabolite missing from universal
cpd00067_c,0.0074700145630300415,0.4810864040453461,3744,metabolite missing from universal
cpd00085_c,0.0074700145630300415,0.4810864040453461,3744,metabolite missing from universal
cpd00011_e,0.007930259727638259,0.481246957243495,3,metabolite missing from universal
cpd27712_c,2.356069266799787e-05,0.4821958456973294,4,metabolite missing from universal
cpd00479_c,0.029025595510979135,0.4832552924030118,55,metabolite missing from universal
cpd01466_c,0.029025595510979135,0.4832552924030118,55,metabolite missing from universal
cpd01307_e,0.005016827336259784,0.4847256117929738,21,metabolite missing from universal
cpd00094_e,0.019505347813436467,0.4852802016815576,12,metabolite missing from universal
cpd03198_c,0.0017845975901677,0.48616117991102153,48,metabolite missing from universal
cpd03198_e,0.0017845975901677,0.48616117991102153,48,metabolite missing from universal
cpd00141_e,0.0034695476914001354,0.4882670435751919,24,metabolite missing from universal
cpd00020_c,0.009977883822900125,0.4890345397635958,486,metabolite missing from universal
cpd00229_c,0.009977883822900125,0.4890345397635958,486,metabolite missing from universal
cpd02386_c,0.009977883822900125,0.4890345397635958,486,metabolite missing from universal
cpd00050_c,0.0008140828179771859,0.48945063389134164,3,metabolite missing from universal
cpd00220_c,0.0008140828179771859,0.48945063389134164,3,metabolite missing from universal
cpd00726_c,0.0012658761197269102,0.4901043408107063,36,metabolite missing from universal
cpd00016_c,0.007545849911449856,0.4905875323355953,263,metabolite missing from universal
cpd00023_c,0.007545849911449856,0.4905875323355953,263,metabolite missing from universal
cpd00053_c,0.007545849911449856,0.4905875323355953,263,metabolite missing from universal
cpd00101_c,0.007545849911449856,0.4905875323355953,263,metabolite missing from universal
cpd00102_c,0.007545849911449856,0.4905875323355953,263,metabolite missing from universal
cpd00344_c,0.04185753523831814,0.4920449648184899,6,metabolite missing from universal
cpd00231_c,0.001056699157744704,0.4927766452216427,2,metabolite missing from universal
cpd00233_c,0.001056699157744704,0.4927766452216427,2,metabolite missing from universal
cpd00106_c,0.018135304889371418,0.49325785630886854,66,metabolite missing from universal
cpd00804_c,0.00297244815499193,0.4938525775276203,9,metabolite missing from universal
cpd15547_c,0.003873349204545695,0.49410997381797206,2,metabolite missing from universal
cpd02961_c,0.0004161414742366117,0.4950213371266003,2,metabolite missing from universal
cpd03521_c,0.0004161414742366117,0.4950213371266003,2,metabolite missing from universal
cpd00751_c,0.021648581084603758,0.49519893355807565,9,metabolite missing from universal
cpd00751_e,0.021648581084603758,0.49519893355807565,9,metabolite missing from universal
cpd00109_c,0.0023964306026155176,0.49647079155849866,65,metabolite missing from universal
cpd00110_c,0.0023964306026155176,0.49647079155849866,65,metabolite missing from universal
cpd00014_c,0.00726389067335353,0.4965533352260766,126,metabolite missing from universal
cpd00144_c,0.00726389067335353,0.4965533352260766,126,metabolite missing from universal
cpd05264_c,0.00726389067335353,0.4965533352260766,126,metabolite missing from universal
cpd00029_c,0.004899149612576199,0.4967277193838777,202,metabolite missing from universal
cpd00118_c,0.004899149612576199,0.4967277193838777,202,metabolite missing from universal
cpd00108_c,0.0025965554963746527,0.49778832095693487,17,metabolite missing from universal
cpd00001_c,0.007640384334003031,0.5003871443866958,3621,metabolite missing from universal
cpd00002_c,0.007640384334003031,0.5003871443866958,3621,metabolite missing from universal
cpd00008_c,0.007640384334003031,0.5003871443866958,3621,metabolite missing from universal
cpd00009_c,0.007640384334003031,0.5003871443866958,3621,metabolite missing from universal
cpd00382_c,0.007640384334003031,0.5003871443866958,3621,metabolite missing from universal
cpd00382_e,0.007640384334003031,0.5003871443866958,3621,metabolite missing from universal
cpd00248_c,0.014544214848581186,0.5016106885674427,49,metabolite missing from universal
cpd00699_c,0.014544214848581186,0.5016106885674427,49,metabolite missing from universal
cpd00367_c,0.00047359527134953284,0.5026328211471068,5,metabolite missing from universal
cpd00025_c,0.005521441447807483,0.5038748542167693,297,metabolite missing from universal
cpd00470_c,0.005521441447807483,0.5038748542167693,297,metabolite missing from universal
cpd01504_c,0.005521441447807483,0.5038748542167693,297,metabolite missing from universal
cpd01758_c,0.005521441447807483,0.5038748542167693,297,metabolite missing from universal
cpd00051_c,0.0021264894156497608,0.5040341373492272,43,metabolite missing from universal
cpd14703_c,0.00034523089052787207,0.5053763440860215,1,metabolite missing from universal
cpd00609_e,0.0016487633581121059,0.506075118660849,10,metabolite missing from universal
cpd00492_e,0.02512745517268099,0.5076673305352842,20,metabolite missing from universal
cpd00138_c,0.008868139607055485,0.5078206915663613,11,metabolite missing from universal
cpd00138_e,0.008868139607055485,0.5078206915663613,11,metabolite missing from universal
cpd00076_e,0.0012622744848223616,0.508447067589998,22,metabolite missing from universal
cpd00176_c,0.0015687844620625713,0.508647075348322,18,metabolite missing from universal
cpd00333_c,0.005264516386222647,0.5091166120764729,6,metabolite missing from universal
cpd03845_e,0.006632860678552976,0.5095785834571253,16,metabolite missing from universal
cpd00248_e,0.04403114964012176,0.5100347762626508,7,metabolite missing from universal
cpd00186_c,0.002023985041056496,0.5101091861899212,10,metabolite missing from universal
cpd00081_c,0.006757827301870186,0.510514003393803,81,metabolite missing from universal
cpd00239_c,0.006757827301870186,0.510514003393803,81,metabolite missing from universal
cpd00126_c,0.02070102154115938,0.51111092129498,68,metabolite missing from universal
cpd00497_c,0.02070102154115938,0.51111092129498,68,metabolite missing from universal
cpd00246_c,0.004959442643945425,0.511273702152698,33,metabolite missing from universal
cpd00246_e,0.004959442643945425,0.511273702152698,33,metabolite missing from universal
cpd00127_c,0.011063211033201193,0.5127009525772432,131,metabolite missing from universal
cpd00136_c,0.011063211033201193,0.5127009525772432,131,metabolite missing from universal
cpd01171_e,0.0023037139526576014,0.5145871502161813,3,metabolite missing from universal
cpd00082_c,0.0030440884857052286,0.5192816274468024,62,metabolite missing from universal
cpd00097_c,0.004349974627148506,0.5198559670781894,1,metabolite missing from universal
cpd00986_c,0.004349974627148506,0.5198559670781894,1,metabolite missing from universal
cpd00024_e,0.001569126557201836,0.5206576073730541,26,metabolite missing from universal
cpd00259_c,0.005469216992002718,0.5208321191684605,48,metabolite missing from universal
cpd01307_c,0.005469216992002718,0.5208321191684605,48,metabolite missing from universal
cpd00061_c,0.012743607129599644,0.5239344282375624,55,metabolite missing from universal
cpd00108_e,0.012743607129599644,0.5239344282375624,55,metabolite missing from universal
cpd00818_c,0.012743607129599644,0.5239344282375624,55,metabolite missing from universal
cpd00005_c,0.00823793810629388,0.5245147962100365,1316,metabolite missing from universal
cpd00006_c,0.00823793810629388,0.5245147962100365,1316,metabolite missing from universal
cpd00247_c,0.00823793810629388,0.5245147962100365,1316,metabolite missing from universal
cpd00282_c,0.00823793810629388,0.5245147962100365,1316,metabolite missing from universal
cpd00364_c,0.0013585929298598539,0.5256658300247937,12,metabolite missing from universal
cpd00415_c,0.0013585929298598539,0.5256658300247937,12,metabolite missing from universal
cpd05264_e,0.005154685351260883,0.529391419308058,12,metabolite missing from universal
cpd15560_c,0.003353454757032093,0.5301643711942569,52,metabolite missing from universal
cpd15561_c,0.003353454757032093,0.5301643711942569,52,metabolite missing from universal
cpd00027_c,0.004931925672120309,0.5320136062253747,131,metabolite missing from universal
cpd19001_e,0.004931925672120309,0.5320136062253747,131,metabolite missing from universal
cpd10515_c,0.004468081911311279,0.5324528526903791,9,metabolite missing from universal
cpd10515_e,0.004468081911311279,0.5324528526903791,9,metabolite missing from universal
cpd00048_c,0.007117835663836704,0.5342290307905001,21,metabolite missing from universal
cpd00179_c,0.005298359263222084,0.536175211066514,60,metabolite missing from universal
cpd00179_e,0.005298359263222084,0.536175211066514,60,metabolite missing from universal
cpd02043_c,0.013763118791251751,0.536755501254533,48,metabolite missing from universal
cpd00137_e,0.005642434870032006,0.5373986095508257,5,metabolite missing from universal
cpd10516_c,0.005642434870032006,0.5373986095508257,5,metabolite missing from universal
cpd00026_c,0.008801747490855768,0.5407822008567864,149,metabolite missing from universal
cpd00089_c,0.008801747490855768,0.5407822008567864,149,metabolite missing from universal
cpd02760_c,0.007836459312099694,0.5427593601505276,16,metabolite missing from universal
cpd00070_c,0.024546757083749933,0.5427831598034891,121,metabolite missing from universal
cpd00214_c,0.024546757083749933,0.5427831598034891,121,metabolite missing from universal
cpd15269_c,0.024546757083749933,0.5427831598034891,121,metabolite missing from universal
cpd00492_c,0.010685961607409606,0.5429060888897497,18,metabolite missing from universal
cpd00861_c,0.010685961607409606,0.5429060888897497,18,metabolite missing from universal
cpd00403_c,0.0013021284629900916,0.5434400775960692,9,metabolite missing from universal
cpd00672_c,0.0013021284629900916,0.5434400775960692,9,metabolite missing from universal
cpd00043_c,0.0108499455318859,0.5436316085362032,84,metabolite missing from universal
cpd00062_c,0.0108499455318859,0.5436316085362032,84,metabolite missing from universal
cpd00348_c,0.0108499455318859,0.5436316085362032,84,metabolite missing from universal
cpd00346_c,0.006725791733650769,0.5440650901578149,52,metabolite missing from universal
cpd02095_c,0.006725791733650769,0.5440650901578149,52,metabolite missing from universal
cpd00064_c,0.002136785165593261,0.5490704710969546,79,metabolite missing from universal
cpd00274_c,0.002136785165593261,0.5490704710969546,79,metabolite missing from universal
cpd01240_c,0.01689783344488739,0.5492669054039272,2,metabolite missing from universal
cpd11848_c,0.01689783344488739,0.5492669054039272,2,metabolite missing from universal
cpd00437_c,0.003399596018952888,0.5512478154720841,2,metabolite missing from universal
cpd00067_e,0.005812069140115563,0.5515735224113584,547,metabolite missing from universal
cpd00280_c,0.005812069140115563,0.5515735224113584,547,metabolite missing from universal
cpd00280_e,0.005812069140115563,0.5515735224113584,547,metabolite missing from universal
cpd00356_c,0.00035884028038129015,0.5518361667354436,5,metabolite missing from universal
cpd00358_c,0.00035884028038129015,0.5518361667354436,5,metabolite missing from universal
cpd00035_e,0.00154831702710008,0.55272019586795,16,metabolite missing from universal
cpd00130_e,0.0009532457884459851,0.5545208557675665,55,metabolite missing from universal
cpd00652_e,0.0016210927117013215,0.5548004564150879,12,metabolite missing from universal
cpd01355_c,0.00014173470985496284,0.5548502604166666,3,metabolite missing from universal
cpd00213_c,0.0011348795549958586,0.5552881072305066,19,metabolite missing from universal
cpd00836_c,0.0011348795549958586,0.5552881072305066,19,metabolite missing from universal
cpd00830_c,0.0013776440942675754,0.5555192872568903,3,metabolite missing from universal
cpd00258_c,0.0037387892506877845,0.5583055935417234,18,metabolite missing from universal
cpd03709_c,0.05513117903939217,0.5602413111968342,11,metabolite missing from universal
cpd00340_c,0.001496701466841211,0.5605812270938878,6,metabolite missing from universal
cpd01695_c,0.00759197361906649,0.5632708024840734,7,metabolite missing from universal
cpd00060_c,0.008251064226326798,0.563922303083955,16,metabolite missing from universal
cpd00320_e,0.001240783371065815,0.566033334903029,9,metabolite missing from universal
cpd00295_c,0.004518647963836894,0.5688807902486692,26,metabolite missing from universal
cpd00076_c,0.010883937452891408,0.5727441988335721,114,metabolite missing from universal
cpd00709_c,0.010883937452891408,0.5727441988335721,114,metabolite missing from universal
cpd00075_c,0.0028101011876659372,0.574245641833399,76,metabolite missing from universal
cpd00209_c,0.0028101011876659372,0.574245641833399,76,metabolite missing from universal
cpd00418_c,0.0028101011876659372,0.574245641833399,76,metabolite missing from universal
cpd00037_c,0.0037137616948492978,0.5751162503222048,19,metabolite missing from universal
cpd00091_c,0.0037137616948492978,0.5751162503222048,19,metabolite missing from universal
cpd00042_c,0.002107266356428483,0.5752289886711189,23,metabolite missing from universal
cpd01017_c,0.002107266356428483,0.5752289886711189,23,metabolite missing from universal
cpd01293_c,0.002107266356428483,0.5752289886711189,23,metabolite missing from universal
cpd00608_c,0.0026331215367743238,0.5752561204978889,7,metabolite missing from universal
cpd10516_e,0.005080179233316793,0.5753129786128877,13,metabolite missing from universal
cpd00260_c,0.001462429013181415,0.5776171653225118,21,metabolite missing from universal
cpd03561_c,0.007191394474878338,0.5782602092064132,12,metabolite missing from universal
cpd03561_e,0.007191394474878338,0.5782602092064132,12,metabolite missing from universal
cpd02612_c,0.021027611968830497,0.5810095992239744,16,metabolite missing from universal
cpd00264_c,0.0025725093914298783,0.584001853877865,49,metabolite missing from universal
cpd03802_c,0.0025725093914298783,0.584001853877865,49,metabolite missing from universal
cpd00117_c,0.0037621729833823303,0.5840620948106887,81,metabolite missing from universal
cpd15352_c,0.0037621729833823303,0.5840620948106887,81,metabolite missing from universal
cpd15353_c,0.0037621729833823303,0.5840620948106887,81,metabolite missing from universal
cpd00064_e,0.0012289253131258812,0.5847791556074646,5,metabolite missing from universal
cpd00142_e,0.006126332511243849,0.5854208457914494,46,metabolite missing from universal
cpd00472_c,0.0019891879258936112,0.5854528692435437,17,metabolite missing from universal
cpd00642_c,0.011082466911658102,0.5879237276252242,9,metabolite missing from universal
cpd00871_c,0.00016631194370854592,0.5879812349754224,2,metabolite missing from universal
cpd02570_c,0.0018747684917972292,0.5924356559949779,1,metabolite missing from universal
cpd02734_c,0.0018747684917972292,0.5924356559949779,1,metabolite missing from universal
cpd00051_e,0.0014881258595182158,0.5932713261864355,15,metabolite missing from universal
cpd00095_c,0.00879796991430223,0.5941867642236066,33,metabolite missing from universal
cpd00334_c,0.00879796991430223,0.5941867642236066,33,metabolite missing from universal
cpd00831_c,0.00879796991430223,0.5941867642236066,33,metabolite missing from universal
cpd00241_c,0.0031176535491799734,0.5969320813807669,36,metabolite missing from universal
cpd00031_c,0.001915171822962009,0.5981829579323742,28,metabolite missing from universal
cpd00523_c,0.001915171822962009,0.5981829579323742,28,metabolite missing from universal
cpd00106_e,0.0012387265580758775,0.5994657723063097,5,metabolite missing from universal
cpd01693_c,0.0074721307909834285,0.5996248920621092,61,metabolite missing from universal
cpd00139_c,0.01598338974207472,0.5999451533077523,14,metabolite missing from universal
cpd00038_c,0.014182766840647728,0.6013760220476898,21,metabolite missing from universal
cpd00311_c,0.014182766840647728,0.6013760220476898,21,metabolite missing from universal
cpd00421_c,0.014182766840647728,0.6013760220476898,21,metabolite missing from universal
cpd01030_c,0.0068042336665752835,0.6014707856968967,9,metabolite missing from universal
cpd01030_e,0.0068042336665752835,0.6014707856968967,9,metabolite missing from universal
cpd00863_c,0.002607460653529932,0.602379706423168,67,metabolite missing from universal
cpd01919_c,0.002607460653529932,0.602379706423168,67,metabolite missing from universal
cpd00939_c,0.009496444435616045,0.6058603011402616,14,metabolite missing from universal
cpd02497_c,0.0030327877886411544,0.6075816565872594,6,metabolite missing from universal
cpd00652_c,0.0016528192238596281,0.6077532312141103,16,metabolite missing from universal
cpd00167_c,0.009003410276326687,0.6103032272095309,9,metabolite missing from universal
cpd01743_c,0.009003410276326687,0.6103032272095309,9,metabolite missing from universal
cpd12754_c,0.028792105842704013,0.6116765208969279,2,metabolite missing from universal
cpd12755_c,0.028792105842704013,0.6116765208969279,2,metabolite missing from universal
cpd00066_c,0.003906797196335191,0.612232631544981,33,metabolite missing from universal
cpd00143_c,0.003906797196335191,0.612232631544981,33,metabolite missing from universal
cpd00322_c,0.003906797196335191,0.612232631544981,33,metabolite missing from universal
cpd00508_c,0.003906797196335191,0.612232631544981,33,metabolite missing from universal
cpd05158_c,0.005377929446419846,0.6130168284899185,54,metabolite missing from universal
cpd05158_e,0.005377929446419846,0.6130168284899185,54,metabolite missing from universal
cpd00216_c,0.019872192259095228,0.6138930505954636,36,metabolite missing from universal
cpd00219_c,0.019872192259095228,0.6138930505954636,36,metabolite missing from universal
cpd00293_c,0.011894497621587334,0.6139973376303585,9,metabolite missing from universal
cpd11594_c,0.007232420314934398,0.6149817250723989,50,metabolite missing from universal
cpd11735_c,0.007232420314934398,0.6149817250723989,50,metabolite missing from universal
cpd00654_c,0.0031788843052062074,0.6189178455994758,33,metabolite missing from universal
cpd00709_e,0.023980765708040284,0.622689396172041,38,metabolite missing from universal
cpd00072_c,0.006222574462679325,0.6238348250888553,90,metabolite missing from universal
cpd00491_c,0.006222574462679325,0.6238348250888553,90,metabolite missing from universal
cpd00276_c,0.002188323854190669,0.6254136322567585,26,metabolite missing from universal
cpd00288_c,0.002188323854190669,0.6254136322567585,26,metabolite missing from universal
cpd00147_c,0.0074204540300450254,0.6256091407125656,47,metabolite missing from universal
cpd02333_c,0.0006226886313826604,0.6265412987288089,6,metabolite missing from universal
cpd00122_c,0.009845414578329175,0.6277909166714152,11,metabolite missing from universal
cpd00122_e,0.009845414578329175,0.6277909166714152,11,metabolite missing from universal
cpd00878_c,0.014000610111865215,0.6295641837979346,9,metabolite missing from universal
cpd00947_c,0.014000610111865215,0.6295641837979346,9,metabolite missing from universal
cpd00089_e,0.0016722231801344313,0.6323213566741822,24,metabolite missing from universal
cpd11594_e,0.009202650340182668,0.6408930263950442,23,metabolite missing from universal
cpd00206_c,0.003285174686269133,0.6426854634580381,33,metabolite missing from universal
cpd00299_c,0.003285174686269133,0.6426854634580381,33,metabolite missing from universal
cpd00337_c,0.00015988705678333056,0.6429277942631059,2,metabolite missing from universal
cpd01720_c,0.00015988705678333056,0.6429277942631059,2,metabolite missing from universal
cpd00484_c,0.016839673048646767,0.6442427087104783,83,metabolite missing from universal
cpd00079_c,0.008332720558701092,0.6444426542671232,117,metabolite missing from universal
cpd01553_c,0.008332720558701092,0.6444426542671232,117,metabolite missing from universal
cpd03698_c,0.008332720558701092,0.6444426542671232,117,metabolite missing from universal
cpd00009_e,0.0023041659768317574,0.6477722797780697,121,metabolite missing from universal
cpd00235_c,0.0023041659768317574,0.6477722797780697,121,metabolite missing from universal
cpd00235_e,0.0023041659768317574,0.6477722797780697,121,metabolite missing from universal
cpd00268_c,0.0005793653322357186,0.6483030534107196,25,metabolite missing from universal
cpd00268_e,0.0005793653322357186,0.6483030534107196,25,metabolite missing from universal
cpd00155_c,0.011248686666799235,0.6492122844305055,5,metabolite missing from universal
cpd15302_c,0.011248686666799235,0.6492122844305055,5,metabolite missing from universal
cpd01133_e,0.004572720070158455,0.6504981863913641,7,metabolite missing from universal
cpd00396_c,0.011259467332606996,0.6510194627472317,8,metabolite missing from universal
cpd00396_e,0.011259467332606996,0.6510194627472317,8,metabolite missing from universal
cpd02273_c,0.01160434770549919,0.6513277899808211,8,metabolite missing from universal
cpd03591_c,0.01160434770549919,0.6513277899808211,4,metabolite missing from universal
cpd02711_c,0.001866709851376347,0.6546077347033948,4,metabolite missing from universal
cpd19031_c,0.00133180077430003,0.6567007605559929,2,metabolite missing from universal
cpd12072_c,0.0038365717707563186,0.6567901234567901,1,metabolite missing from universal
cpd12139_c,0.0038365717707563186,0.6567901234567901,1,metabolite missing from universal
cpd00738_c,0.0027843024945755097,0.6578688306152404,3,metabolite missing from universal
cpd03122_c,0.0023228476260972373,0.6595331601638592,4,metabolite missing from universal
cpd03125_c,0.0023228476260972373,0.6595331601638592,4,metabolite missing from universal
cpd00029_e,0.0037160503823517634,0.6613948161321531,50,metabolite missing from universal
cpd00791_c,0.006390041740575493,0.662058164512366,57,metabolite missing from universal
cpd01476_c,0.006390041740575493,0.662058164512366,57,metabolite missing from universal
cpd02535_c,0.00045630109354256106,0.6622371392080959,4,metabolite missing from universal
cpd03812_c,0.0010887494917304118,0.6684673869547819,2,metabolite missing from universal
cpd03813_c,0.0010887494917304118,0.6684673869547819,2,metabolite missing from universal
cpd01293_e,0.0026790139444839937,0.6704015669918263,8,metabolite missing from universal
cpd02555_c,0.00459314145723686,0.6755691957031915,11,metabolite missing from universal
cpd02738_c,0.00459314145723686,0.6755691957031915,11,metabolite missing from universal
cpd01080_e,0.0093919920896156,0.67850451133043,4,metabolite missing from universal
cpd00171_c,0.005077521985304998,0.6867751732484176,21,metabolite missing from universal
cpd00242_c,0.0020539011899991743,0.6880169374661775,31,metabolite missing from universal
cpd01966_c,0.0020539011899991743,0.6880169374661775,31,metabolite missing from universal
cpd02068_c,0.0020539011899991743,0.6880169374661775,31,metabolite missing from universal
cpd00200_c,0.00173774803607684,0.6907624058387001,15,metabolite missing from universal
cpd15584_c,0.010229678930669296,0.6938398231169141,14,metabolite missing from universal
cpd15584_e,0.010229678930669296,0.6938398231169141,14,metabolite missing from universal
cpd00858_c,0.0021745534514607695,0.7011035337479317,36,metabolite missing from universal
cpd00658_c,0.0017886013252609992,0.7039000524379145,46,metabolite missing from universal
cpd03451_c,0.0017886013252609992,0.7039000524379145,46,metabolite missing from universal
cpd00504_c,0.01799150033595816,0.7064921575061414,17,metabolite missing from universal
cpd00516_c,0.01799150033595816,0.7064921575061414,17,metabolite missing from universal
cpd00162_c,0.008532861445116951,0.7087149431231677,23,metabolite missing from universal
cpd19442_c,0.0019302364186535895,0.7087223062981599,34,metabolite missing from universal
cpd02120_c,0.011372689871888926,0.7138166218006308,58,metabolite missing from universal
cpd00524_c,0.004924204076461401,0.7239772727272726,1,metabolite missing from universal
cpd00519_c,0.003797004487531658,0.7320121055494321,10,metabolite missing from universal
cpd00891_c,0.003797004487531658,0.7320121055494321,10,metabolite missing from universal
cpd08786_c,0.003797004487531658,0.7320121055494321,10,metabolite missing from universal
cpd02812_c,0.0008703579685896961,0.7339822497287556,10,metabolite missing from universal
cpd11451_c,0.0009420037682552901,0.7357723577235773,1,metabolite missing from universal
cpd11606_c,0.0009420037682552901,0.7357723577235773,1,metabolite missing from universal
cpd00931_c,0.0021775837888901354,0.7370623992479987,9,metabolite missing from universal
cpd00957_c,0.0021775837888901354,0.7370623992479987,9,metabolite missing from universal
cpd19006_c,0.0012305490715076224,0.7379200392445423,2,metabolite missing from universal
cpd02465_c,0.010316588756161215,0.7403772446696704,64,metabolite missing from universal
cpd03733_c,0.0001728077768989183,0.7420212765957446,2,metabolite missing from universal
cpd00343_c,0.0021736880998303,0.7430261319589866,14,metabolite missing from universal
cpd00079_e,0.0028503507667750165,0.7484651134553747,42,metabolite missing from universal
cpd00232_c,0.003786077070862113,0.7499410174501384,11,metabolite missing from universal
cpd00232_e,0.004074446645128587,0.7522480569750379,7,metabolite missing from universal
cpd00498_c,0.0016474892298617243,0.7532906633552348,10,metabolite missing from universal
cpd08301_c,0.003765046534614317,0.7563166968137729,3,metabolite missing from universal
cpd08615_c,0.003765046534614317,0.7563166968137729,3,metabolite missing from universal
cpd00408_c,0.001839546637267744,0.7602197041931572,18,metabolite missing from universal
cpd00644_c,0.001839546637267744,0.7602197041931572,18,metabolite missing from universal
cpd17424_c,0.00030039045350831195,0.7617877628485257,2,metabolite missing from universal
cpd00207_c,2.4928040299394463e-05,0.761817782716659,2,metabolite missing from universal
cpd01912_c,0.00028963908551104834,0.7639902676399026,1,metabolite missing from universal
cpd01912_e,0.00028963908551104834,0.7639902676399026,1,metabolite missing from universal
cpd00808_c,0.002210030555191264,0.7713613694166268,2,metabolite missing from universal
cpd11225_c,0.004095392307851281,0.7759207026336571,18,metabolite missing from universal
cpd00072_e,0.004773857824462573,0.7764594999892435,29,metabolite missing from universal
cpd02140_c,0.0070321496766023025,0.7814164512471616,54,metabolite missing from universal
cpd02775_c,0.0070321496766023025,0.7814164512471616,54,metabolite missing from universal
cpd02611_c,0.0015333811567657635,0.7859603282900494,5,metabolite missing from universal
cpd17049_c,0.0033643488771886916,0.7859918038790231,14,metabolite missing from universal
cpd00053_e,0.0014080561911758785,0.7928859132985994,2,metabolite missing from universal
cpd00227_c,0.0023521745160183186,0.793719184237834,22,metabolite missing from universal
cpd00790_c,0.0008084456666131811,0.7990804919319042,3,metabolite missing from universal
cpd02021_c,0.0048936203024393145,0.7997925101257507,24,metabolite missing from universal
cpd00550_c,0.0016902193117165167,0.8070900380541608,3,metabolite missing from universal
cpd00550_e,0.0016902193117165167,0.8070900380541608,3,metabolite missing from universal
cpd00297_c,0.00023095922680903264,0.8183376106919007,4,metabolite missing from universal
cpd00298_c,0.00023095922680903264,0.8183376106919007,4,metabolite missing from universal
cpd01772_c,0.0037546198498113717,0.8479097709146607,38,metabolite missing from universal
cpd00221_c,0.0003089226710148188,0.8493131558254247,3,metabolite missing from universal
cpd00013_e,0.0025263773357872693,0.8596189386999442,24,metabolite missing from universal
cpd00742_c,0.0001943553361970651,0.8596782697332193,2,metabolite missing from universal
cpd02893_c,0.00338291070019104,0.8692218564279645,28,metabolite missing from universal
cpd00501_c,0.0006805047010596927,0.8708993468735697,9,metabolite missing from universal
cpd01335_c,0.0029716214735526097,0.8735521863769496,8,metabolite missing from universal
cpd03019_e,0.0013951046528218375,0.8752074619377133,8,metabolite missing from universal
cpd02152_c,0.0009640683267762813,0.8759398496240601,2,metabolite missing from universal
cpd03019_c,0.0018201198461894215,0.8770809623093957,21,metabolite missing from universal
cpd15390_c,0.0018201198461894215,0.8770809623093957,21,metabolite missing from universal
cpd00386_c,0.0006338053046596431,0.8813963573243848,8,metabolite missing from universal
cpd00386_e,0.0006338053046596431,0.8813963573243848,8,metabolite missing from universal
cpd14699_c,0.0019169433449549424,0.8916367511286561,3,metabolite missing from universal
cpd00175_c,0.001974997590176195,0.8917761254488636,8,metabolite missing from universal
cpd28162_c,0.0018190650273760265,0.894601248880414,14,metabolite missing from universal
cpd00668_c,0.0019332296556253785,0.8974364992667395,6,metabolite missing from universal
cpd26869_c,0.0019332296556253785,0.8974364992667395,6,metabolite missing from universal
cpd00907_c,0.002240799568935208,0.8988693795364803,3,metabolite missing from universal
cpd03671_c,0.004128692442095346,0.9324147392284976,6,metabolite missing from universal
