Neisseria flavescens_gapfilled_579,1
Neisseria flavescens_gapfilled_838,0
Neisseria flavescens_gapfilled_84,0
Neisseria flavescens_gapfilled_764,1
Neisseria flavescens_gapfilled_221,0
Neisseria flavescens_gapfilled_874,0
Neisseria flavescens_gapfilled_691,0
Neisseria flavescens_gapfilled_83,0
Neisseria flavescens_gapfilled_898,1
Neisseria flavescens_gapfilled_344,0
Neisseria flavescens_gapfilled_617,0
Neisseria flavescens_gapfilled_712,0
Neisseria flavescens_gapfilled_840,0
Neisseria flavescens_gapfilled_417,0
Neisseria flavescens_gapfilled_373,0
Neisseria flavescens_gapfilled_163,1
Neisseria flavescens_gapfilled_177,0
Neisseria flavescens_gapfilled_792,1
Neisseria flavescens_gapfilled_386,0
Neisseria flavescens_gapfilled_281,1
Neisseria flavescens_gapfilled_23,0
Neisseria flavescens_gapfilled_154,0
Neisseria flavescens_gapfilled_511,0
Neisseria flavescens_gapfilled_59,0
Neisseria flavescens_gapfilled_581,0
Neisseria flavescens_gapfilled_538,0
Neisseria flavescens_gapfilled_623,0
Neisseria flavescens_gapfilled_908,1
Neisseria flavescens_gapfilled_332,0
Neisseria flavescens_gapfilled_992,0
Neisseria flavescens_gapfilled_290,1
Neisseria flavescens_gapfilled_587,0
Neisseria flavescens_gapfilled_645,1
Neisseria flavescens_gapfilled_219,0
Neisseria flavescens_gapfilled_120,0
Neisseria flavescens_gapfilled_245,0
Neisseria flavescens_gapfilled_58,0
Neisseria flavescens_gapfilled_973,0
Neisseria flavescens_gapfilled_453,0
Neisseria flavescens_gapfilled_847,0
Neisseria flavescens_gapfilled_103,0
Neisseria flavescens_gapfilled_456,0
Neisseria flavescens_gapfilled_984,1
Neisseria flavescens_gapfilled_785,0
Neisseria flavescens_gapfilled_934,0
Neisseria flavescens_gapfilled_582,0
Neisseria flavescens_gapfilled_481,0
Neisseria flavescens_gapfilled_643,0
Neisseria flavescens_gapfilled_26,1
Neisseria flavescens_gapfilled_153,0
Neisseria flavescens_gapfilled_276,0
Neisseria flavescens_gapfilled_782,1
Neisseria flavescens_gapfilled_105,0
Neisseria flavescens_gapfilled_387,1
Neisseria flavescens_gapfilled_554,1
Neisseria flavescens_gapfilled_558,1
Neisseria flavescens_gapfilled_118,0
Neisseria flavescens_gapfilled_882,1
Neisseria flavescens_gapfilled_705,0
Neisseria flavescens_gapfilled_375,0
Neisseria flavescens_gapfilled_477,0
Neisseria flavescens_gapfilled_501,0
Neisseria flavescens_gapfilled_80,0
Neisseria flavescens_gapfilled_709,0
Neisseria flavescens_gapfilled_566,0
Neisseria flavescens_gapfilled_940,0
Neisseria flavescens_gapfilled_784,0
Neisseria flavescens_gapfilled_264,0
Neisseria flavescens_gapfilled_188,0
Neisseria flavescens_gapfilled_22,0
Neisseria flavescens_gapfilled_509,1
Neisseria flavescens_gapfilled_381,0
Neisseria flavescens_gapfilled_688,0
Neisseria flavescens_gapfilled_316,0
Neisseria flavescens_gapfilled_830,1
Neisseria flavescens_gapfilled_43,0
Neisseria flavescens_gapfilled_594,0
Neisseria flavescens_gapfilled_24,1
Neisseria flavescens_gapfilled_614,1
Neisseria flavescens_gapfilled_946,0
Neisseria flavescens_gapfilled_436,0
Neisseria flavescens_gapfilled_679,0
Neisseria flavescens_gapfilled_135,0
Neisseria flavescens_gapfilled_651,0
Neisseria flavescens_gapfilled_355,0
Neisseria flavescens_gapfilled_658,0
Neisseria flavescens_gapfilled_863,0
Neisseria flavescens_gapfilled_627,0
Neisseria flavescens_gapfilled_684,0
Neisseria flavescens_gapfilled_541,0
Neisseria flavescens_gapfilled_666,0
Neisseria flavescens_gapfilled_10,1
Neisseria flavescens_gapfilled_937,0
Neisseria flavescens_gapfilled_660,1
Neisseria flavescens_gapfilled_883,0
Neisseria flavescens_gapfilled_886,0
Neisseria flavescens_gapfilled_539,0
Neisseria flavescens_gapfilled_948,0
Neisseria flavescens_gapfilled_440,0
Neisseria flavescens_gapfilled_757,1
Neisseria flavescens_gapfilled_916,1
Neisseria flavescens_gapfilled_867,0
Neisseria flavescens_gapfilled_597,0
Neisseria flavescens_gapfilled_155,0
Neisseria flavescens_gapfilled_235,0
Neisseria flavescens_gapfilled_648,0
Neisseria flavescens_gapfilled_189,0
Neisseria flavescens_gapfilled_852,0
Neisseria flavescens_gapfilled_280,1
Neisseria flavescens_gapfilled_346,0
Neisseria flavescens_gapfilled_145,0
Neisseria flavescens_gapfilled_551,0
Neisseria flavescens_gapfilled_731,0
Neisseria flavescens_gapfilled_801,0
Neisseria flavescens_gapfilled_65,0
Neisseria flavescens_gapfilled_53,0
Neisseria flavescens_gapfilled_998,1
Neisseria flavescens_gapfilled_708,0
Neisseria flavescens_gapfilled_90,0
Neisseria flavescens_gapfilled_142,0
Neisseria flavescens_gapfilled_151,1
Neisseria flavescens_gapfilled_279,0
Neisseria flavescens_gapfilled_429,0
Neisseria flavescens_gapfilled_371,0
Neisseria flavescens_gapfilled_859,0
Neisseria flavescens_gapfilled_814,1
Neisseria flavescens_gapfilled_835,1
Neisseria flavescens_gapfilled_30,0
Neisseria flavescens_gapfilled_749,0
Neisseria flavescens_gapfilled_352,0
Neisseria flavescens_gapfilled_492,1
Neisseria flavescens_gapfilled_857,1
Neisseria flavescens_gapfilled_203,0
Neisseria flavescens_gapfilled_552,1
Neisseria flavescens_gapfilled_399,0
Neisseria flavescens_gapfilled_848,0
Neisseria flavescens_gapfilled_460,0
Neisseria flavescens_gapfilled_507,0
Neisseria flavescens_gapfilled_945,0
Neisseria flavescens_gapfilled_222,1
Neisseria flavescens_gapfilled_293,1
Neisseria flavescens_gapfilled_25,1
Neisseria flavescens_gapfilled_466,0
Neisseria flavescens_gapfilled_543,0
Neisseria flavescens_gapfilled_146,1
Neisseria flavescens_gapfilled_393,0
Neisseria flavescens_gapfilled_979,0
Neisseria flavescens_gapfilled_493,0
Neisseria flavescens_gapfilled_668,0
Neisseria flavescens_gapfilled_450,0
Neisseria flavescens_gapfilled_715,1
Neisseria flavescens_gapfilled_353,0
Neisseria flavescens_gapfilled_350,0
Neisseria flavescens_gapfilled_996,0
Neisseria flavescens_gapfilled_363,0
Neisseria flavescens_gapfilled_733,0
Neisseria flavescens_gapfilled_286,0
Neisseria flavescens_gapfilled_41,0
Neisseria flavescens_gapfilled_194,1
Neisseria flavescens_gapfilled_42,0
Neisseria flavescens_gapfilled_457,0
Neisseria flavescens_gapfilled_963,0
Neisseria flavescens_gapfilled_583,1
Neisseria flavescens_gapfilled_47,1
Neisseria flavescens_gapfilled_629,0
Neisseria flavescens_gapfilled_656,1
Neisseria flavescens_gapfilled_626,1
Neisseria flavescens_gapfilled_947,1
Neisseria flavescens_gapfilled_464,0
Neisseria flavescens_gapfilled_130,0
Neisseria flavescens_gapfilled_165,0
Neisseria flavescens_gapfilled_368,1
Neisseria flavescens_gapfilled_544,0
Neisseria flavescens_gapfilled_889,1
Neisseria flavescens_gapfilled_625,1
Neisseria flavescens_gapfilled_981,0
Neisseria flavescens_gapfilled_339,1
Neisseria flavescens_gapfilled_534,0
Neisseria flavescens_gapfilled_172,1
Neisseria flavescens_gapfilled_365,1
Neisseria flavescens_gapfilled_748,1
Neisseria flavescens_gapfilled_57,0
Neisseria flavescens_gapfilled_769,1
Neisseria flavescens_gapfilled_926,1
Neisseria flavescens_gapfilled_486,0
Neisseria flavescens_gapfilled_941,0
Neisseria flavescens_gapfilled_122,1
Neisseria flavescens_gapfilled_126,0
Neisseria flavescens_gapfilled_96,0
Neisseria flavescens_gapfilled_362,0
Neisseria flavescens_gapfilled_121,0
Neisseria flavescens_gapfilled_758,0
Neisseria flavescens_gapfilled_430,0
Neisseria flavescens_gapfilled_915,0
Neisseria flavescens_gapfilled_249,0
Neisseria flavescens_gapfilled_469,0
Neisseria flavescens_gapfilled_287,0
Neisseria flavescens_gapfilled_783,0
Neisseria flavescens_gapfilled_85,1
Neisseria flavescens_gapfilled_427,0
Neisseria flavescens_gapfilled_982,1
Neisseria flavescens_gapfilled_404,0
Neisseria flavescens_gapfilled_577,0
Neisseria flavescens_gapfilled_18,0
Neisseria flavescens_gapfilled_414,0
Neisseria flavescens_gapfilled_936,0
Neisseria flavescens_gapfilled_225,0
Neisseria flavescens_gapfilled_720,0
Neisseria flavescens_gapfilled_635,0
Neisseria flavescens_gapfilled_631,1
Neisseria flavescens_gapfilled_856,1
Neisseria flavescens_gapfilled_55,0
Neisseria flavescens_gapfilled_326,1
Neisseria flavescens_gapfilled_901,1
Neisseria flavescens_gapfilled_247,1
Neisseria flavescens_gapfilled_282,1
Neisseria flavescens_gapfilled_39,0
Neisseria flavescens_gapfilled_409,0
Neisseria flavescens_gapfilled_183,1
Neisseria flavescens_gapfilled_104,0
Neisseria flavescens_gapfilled_19,0
Neisseria flavescens_gapfilled_325,0
Neisseria flavescens_gapfilled_730,0
Neisseria flavescens_gapfilled_81,0
Neisseria flavescens_gapfilled_173,1
