,Stenotrophomonas maltophilia_gapfilled_0,Stenotrophomonas maltophilia_gapfilled_3
rxn05366_c,-1.7898876284004062e-13,-1.5321378760492729e-13
rxn10215_c,-1.7898876284004062e-13,1.0901750271889058e-13
rxn09200_c,164.5518567610875,164.55185676108505
rxn05386_c,4.885566726986768e-13,7.702067130421387e-13
EX_cpd00141_e,164.55185676108619,164.55185676108636
rxn02693_c,164.55185676108619,164.55185676108636
rxn02380_c,164.55185676108644,164.55185676108513
rxn00288_c,164.55185676108644,164.55185676108513
rxn01640_c,164.55185676108644,164.55185676108513
rxn08521_c,164.55185676108644,164.55185676108513
rxn00183_c,164.55185676108644,164.55185676108513
rxn05732_c,164.55185676108644,164.55185676108513
rxn01461_c,164.55185676108644,164.55185676108331
rxn07433_c,163.1124838854783,163.112483885478
rxn00931_c,164.55185676108653,164.55185676108675
rxn01014_c,2.038422242668511e-11,1.6966655764486974e-13
rxn05375_c,2.2631033077186292e-27,5.089996729346092e-14
rxn03406_c,164.55185676108604,164.55185676108536
rxn00566_c,164.55185676108556,164.55185676108613
rxn05459_c,164.55185676108556,164.55185676108613
rxn01013_c,164.5518567610853,164.55185676108607
rxn05144_c,2.3528935553454317e-14,-5.5247714227473336e-14
rxn02056_c,3.113569790334378e-14,2.7623857113736668e-14
rxn10838_c,164.55185676108525,164.55185676108454
rxn06076_c,8.332242264406126e-14,-2.392702185205579e-14
rxn08546_c,164.55185676108613,164.55185676108763
EX_cpd00142_e,164.55185676108613,164.55185676108763
rxn05359_c,-1.0590566372296612e-13,0.0
rxn00786_c,164.55185676108508,164.55185676108516
rxn02476_c,1.0147102643774986e-11,1.5698151088288394e-12
rxn00328_c,164.55185676108403,164.55185676108337
rxn08793_c,164.55185676108403,164.55185676108337
rxn01948_c,164.55185676108403,164.55185676108337
EX_cpd00355_e,164.50395984736744,164.4321667349331
EX_cpd00011_e,164.55185676108383,164.55185676108644
rxn05460_c,164.55185676108383,164.55185676108644
rxn03181_c,1.3665806765700996e-13,-1.7176134094842305e-14
rxn03185_c,164.55185676108624,164.55185676108871
rxn00205_c,164.55185676108624,164.55185676108871
rxn08547_c,164.55185676108624,164.55185676108871
rxn02362_c,164.55185676108624,164.55185676108871
rxn01672_c,164.55185676108624,164.55185676108871
rxn00145_c,164.55185676108644,164.55185676108573
rxn03892_c,1.1594847229299833e-12,-6.70024803748966e-14
rxn03841_c,1.7731370905193902e-13,-4.920207684672861e-12
rxn07842_c,164.5518567610867,164.55185676108565
rxn05399_c,0.0,0.0
rxn08180_c,164.55185676108832,164.55185676112782
rxn05406_c,5.072399468405085e-14,5.3097112289143956e-14
rxn00300_c,-5.579639415245593e-14,-2.427296561789438e-13
rxn10126_c,164.551856761085,164.55185676108655
rxn00898_c,2.598377607622217e-13,3.826215454363226e-13
rxn02576_c,164.55185676108664,164.55185676108638
EX_cpd00060_e,164.55185676108664,164.55185676108619
rxn05722_c,164.50395984736988,164.50395984736954
rxn08200_c,164.55185676108664,164.55185676108593
rxn10206_c,4.888961434477816e-13,-3.3811372454413646e-14
rxn03915_c,164.55185676108704,164.55185676108653
rxn07476_c,164.55185676108704,164.55185676108653
rxn10257_c,164.55185676108704,164.55185676108653
rxn00770_c,-1.995839381238007e-12,-1.1030449007488742e-12
rxn00791_c,-7.746895408740989e-14,-9.465601708082812e-14
rxn08792_c,164.5518567610925,164.5518567610869
rxn12052_c,164.5518567610925,164.5518567610869
rxn05287_c,-9.331577726509653e-14,-1.65030080228234e-12
rxn09427_c,164.55185676108806,164.55185676108732
rxn03052_c,164.50395984737156,164.50395984737045
rxn11719_c,164.55185676108945,164.55185676108715
rxn05909_c,164.55185676108945,164.55185676108715
