,Sphingobacterium spiritivorum_gapfilled_86,Sphingobacterium spiritivorum_gapfilled_56,Sphingobacterium spiritivorum_gapfilled_39,Sphingobacterium spiritivorum_gapfilled_73,Sphingobacterium spiritivorum_gapfilled_2,Sphingobacterium spiritivorum_gapfilled_60,Sphingobacterium spiritivorum_gapfilled_33,Sphingobacterium spiritivorum_gapfilled_66,Sphingobacterium spiritivorum_gapfilled_31,Sphingobacterium spiritivorum_gapfilled_21,Sphingobacterium spiritivorum_gapfilled_53,Sphingobacterium spiritivorum_gapfilled_37,Sphingobacterium spiritivorum_gapfilled_91,Sphingobacterium spiritivorum_gapfilled_23,Sphingobacterium spiritivorum_gapfilled_81,Sphingobacterium spiritivorum_gapfilled_28,Sphingobacterium spiritivorum_gapfilled_25,Sphingobacterium spiritivorum_gapfilled_3,Sphingobacterium spiritivorum_gapfilled_11,Sphingobacterium spiritivorum_gapfilled_88,Sphingobacterium spiritivorum_gapfilled_34,Sphingobacterium spiritivorum_gapfilled_0,Sphingobacterium spiritivorum_gapfilled_47,Sphingobacterium spiritivorum_gapfilled_90,Sphingobacterium spiritivorum_gapfilled_29,Sphingobacterium spiritivorum_gapfilled_78,Sphingobacterium spiritivorum_gapfilled_76,Sphingobacterium spiritivorum_gapfilled_62,Sphingobacterium spiritivorum_gapfilled_65,Sphingobacterium spiritivorum_gapfilled_58,Sphingobacterium spiritivorum_gapfilled_13,Sphingobacterium spiritivorum_gapfilled_35,Sphingobacterium spiritivorum_gapfilled_44,Sphingobacterium spiritivorum_gapfilled_50,Sphingobacterium spiritivorum_gapfilled_61,Sphingobacterium spiritivorum_gapfilled_30,Sphingobacterium spiritivorum_gapfilled_40,Sphingobacterium spiritivorum_gapfilled_41,Sphingobacterium spiritivorum_gapfilled_82,Sphingobacterium spiritivorum_gapfilled_63,Sphingobacterium spiritivorum_gapfilled_69,Sphingobacterium spiritivorum_gapfilled_46,Sphingobacterium spiritivorum_gapfilled_95,Sphingobacterium spiritivorum_gapfilled_15,Sphingobacterium spiritivorum_gapfilled_19,Sphingobacterium spiritivorum_gapfilled_71,Sphingobacterium spiritivorum_gapfilled_16,Sphingobacterium spiritivorum_gapfilled_59,Sphingobacterium spiritivorum_gapfilled_84,Sphingobacterium spiritivorum_gapfilled_57,Sphingobacterium spiritivorum_gapfilled_32,Sphingobacterium spiritivorum_gapfilled_4,Sphingobacterium spiritivorum_gapfilled_43,Sphingobacterium spiritivorum_gapfilled_20,Sphingobacterium spiritivorum_gapfilled_42,Sphingobacterium spiritivorum_gapfilled_54,Sphingobacterium spiritivorum_gapfilled_79,Sphingobacterium spiritivorum_gapfilled_99,Sphingobacterium spiritivorum_gapfilled_92,Sphingobacterium spiritivorum_gapfilled_17,Sphingobacterium spiritivorum_gapfilled_36,Sphingobacterium spiritivorum_gapfilled_93,Sphingobacterium spiritivorum_gapfilled_77,Sphingobacterium spiritivorum_gapfilled_89,Sphingobacterium spiritivorum_gapfilled_52,Sphingobacterium spiritivorum_gapfilled_26,Sphingobacterium spiritivorum_gapfilled_97,Sphingobacterium spiritivorum_gapfilled_98,Sphingobacterium spiritivorum_gapfilled_10,Sphingobacterium spiritivorum_gapfilled_6,Sphingobacterium spiritivorum_gapfilled_5,Sphingobacterium spiritivorum_gapfilled_64,Sphingobacterium spiritivorum_gapfilled_94,Sphingobacterium spiritivorum_gapfilled_49,Sphingobacterium spiritivorum_gapfilled_48,Sphingobacterium spiritivorum_gapfilled_87,Sphingobacterium spiritivorum_gapfilled_67,Sphingobacterium spiritivorum_gapfilled_55,Sphingobacterium spiritivorum_gapfilled_38,Sphingobacterium spiritivorum_gapfilled_7,Sphingobacterium spiritivorum_gapfilled_14,Sphingobacterium spiritivorum_gapfilled_27,Sphingobacterium spiritivorum_gapfilled_22,Sphingobacterium spiritivorum_gapfilled_96,Sphingobacterium spiritivorum_gapfilled_9,Sphingobacterium spiritivorum_gapfilled_68,Sphingobacterium spiritivorum_gapfilled_83,Sphingobacterium spiritivorum_gapfilled_8,Sphingobacterium spiritivorum_gapfilled_85,Sphingobacterium spiritivorum_gapfilled_80,Sphingobacterium spiritivorum_gapfilled_45,Sphingobacterium spiritivorum_gapfilled_75,Sphingobacterium spiritivorum_gapfilled_70,Sphingobacterium spiritivorum_gapfilled_74,Sphingobacterium spiritivorum_gapfilled_51,Sphingobacterium spiritivorum_gapfilled_1,Sphingobacterium spiritivorum_gapfilled_72,Sphingobacterium spiritivorum_gapfilled_24,Sphingobacterium spiritivorum_gapfilled_18,Sphingobacterium spiritivorum_gapfilled_12
rxn08335_c,217.13739023252268,211.9982246948882,217.13739023252302,237.2449558179262,218.0307655974584,263.45746273188115,217.48735063731849,252.78317389688834,211.91583620359006,215.8075682051693,262.71443895417383,241.84750467151227,240.04308591989616,241.26376692502535,215.9953737135714,216.38365815324724,215.29111102153811,218.03076559745844,239.23006566380977,217.13739023252268,282.5483538745975,214.8214070811377,217.13739023252245,214.9481773261421,237.4907990223332,239.21234557948765,238.83130814015772,257.2519255442056,214.94817732614234,215.29111102153942,262.3521999904374,217.13739023252268,242.2382349863217,211.95589278446425,214.9481773261418,208.70335521558832,238.831308140158,214.94817732614192,246.63194779587036,233.436165538072,238.8313081401591,217.13739023252268,217.13739023252282,214.94817732614243,267.251278821417,233.43616553807243,238.83130814015698,214.94817732614192,228.34625688894187,214.94817732614192,215.29111102153854,287.0760787965715,240.69618633336842,212.1851982610009,288.05170310387507,233.43616553807098,240.42800288533286,218.2503760517379,214.94817732614223,252.12092213972193,241.2637669250208,214.9481773261401,217.13739023252316,262.71443895417286,238.83130814015774,215.80756820516947,217.13739023252293,262.89930366704505,218.62037884886232,245.65065392956075,241.28179224943523,214.94817732614183,214.9481773261499,240.51581548534415,217.66275420436165,217.48735063731922,228.34625688894343,239.2123455794866,218.25037605173844,222.67879948750624,248.06296027634468,239.21234557948765,214.94817732614226,217.48735063731922,216.0548363697205,229.32933088248208,244.91135264362322,239.23006566380948,241.2637669250234,217.48735063731863,241.56302310435396,262.71443895417065,240.04308591989596,216.76942988697925,214.94817732614072,217.1536130244919,215.46298854057642,204.2381215620688,241.2637669250252,211.71284382289062
rxn03971_c,217.13739023252268,211.9982246948882,217.13739023252302,237.2449558179262,218.0307655974584,263.45746273188115,217.48735063731849,252.78317389688834,211.91583620359006,215.8075682051693,262.71443895417383,241.84750467151227,240.04308591989616,241.26376692502535,215.9953737135714,216.38365815324724,215.29111102153811,218.03076559745844,239.23006566380977,217.13739023252268,282.5483538745975,214.8214070811377,217.13739023252245,214.9481773261421,237.4907990223332,239.21234557948765,238.83130814015772,257.2519255442056,214.94817732614234,215.29111102153942,262.3521999904374,217.13739023252268,242.2382349863217,211.95589278446425,214.9481773261418,208.70335521558832,238.831308140158,214.94817732614192,246.63194779587036,233.436165538072,238.8313081401591,217.13739023252268,217.13739023252282,214.94817732614243,267.251278821417,233.43616553807243,238.83130814015698,214.94817732614192,228.34625688894187,214.94817732614192,215.29111102153854,287.0760787965715,240.69618633336842,212.1851982610009,288.05170310387507,233.43616553807098,240.42800288533286,218.2503760517379,214.94817732614223,252.12092213972193,241.2637669250208,214.9481773261401,217.13739023252316,262.71443895417286,238.83130814015774,215.80756820516947,217.13739023252293,262.89930366704505,218.62037884886232,245.65065392956075,241.28179224943523,214.94817732614183,214.9481773261499,240.51581548534415,217.66275420436165,217.48735063731922,228.34625688894343,239.2123455794866,218.25037605173844,222.67879948750624,248.06296027634468,239.21234557948765,214.94817732614226,217.48735063731922,216.0548363697205,229.32933088248208,244.91135264362322,239.23006566380948,241.2637669250234,217.48735063731863,241.56302310435396,262.71443895417065,240.04308591989596,216.76942988697925,214.94817732614072,217.1536130244919,215.46298854057642,204.2381215620688,241.2637669250252,211.71284382289062
rxn01506_c,217.13739023252268,211.9982246948882,217.13739023252302,237.2449558179262,218.0307655974584,263.457462731882,217.48735063731849,252.78317389688834,211.91583620359006,215.80756820516976,262.71443895417383,241.84750467151227,240.04308591989616,241.26376692502535,215.9953737135714,216.38365815324724,215.29111102153811,218.03076559745844,238.84897181529143,217.13739023252268,282.5483538745975,214.8214070811377,217.13739023252245,214.9481773261421,237.4907990223332,239.21234557948765,238.83130814015772,257.2519255442056,214.94817732614234,215.29111102153942,262.3521999904374,217.13739023252268,242.2382349863217,211.95589278446425,214.9481773261418,208.70335521558832,238.831308140158,214.94817732614192,246.63194779587036,233.436165538072,238.8313081401591,217.13739023252268,217.13739023252282,214.94817732614243,267.251278821417,232.2360940700749,238.83130814015698,214.94817732614192,228.34625688894187,214.94817732614192,214.94817732614248,287.07607879657127,240.69618633336842,212.1851982610009,288.05170310387507,233.43616553807098,240.42800288533286,218.2503760517379,214.94817732614223,252.12092213972193,241.2637669250208,214.9481773261401,217.13739023252316,262.71443895417286,238.83130814015774,215.80756820516947,217.13739023252293,262.89930366704505,218.26676558323712,245.65065392956075,241.28179224943523,214.94817732614183,214.9481773261499,240.51581548534415,217.66275420436165,217.48735063731922,228.34625688894343,239.2123455794866,218.25037605173844,222.67879948750624,248.06296027634468,239.21234557948765,214.94817732614226,217.48735063731922,216.0548363697205,229.32933088248208,244.91135264362322,239.23006566380948,241.2637669250234,217.48735063731863,241.26376692502546,262.71443895417065,240.04308591989596,216.76942988697925,214.94817732614072,217.1536130244919,215.46298854057642,204.2381215620688,241.2637669250252,211.71284382289062
rxn05598_c,217.13739023252268,211.9982246948882,217.13739023252302,237.2449558179262,218.0307655974584,263.457462731882,217.48735063731849,252.78317389688834,211.91583620359006,215.80756820517007,262.71443895417383,241.84750467151227,240.04308591989616,241.26376692502535,215.9953737135714,216.38365815324724,215.29111102153811,218.03076559745844,239.23006566380977,217.13739023252268,282.5483538745975,214.8214070811377,217.13739023252245,214.9481773261421,237.4907990223332,239.21234557948765,238.83130814015772,257.2519255442056,214.94817732614234,215.29111102153942,262.3521999904374,217.13739023252268,242.2382349863217,211.95589278446425,214.9481773261418,208.70335521558832,238.831308140158,214.94817732614192,246.63194779587036,233.436165538072,238.8313081401591,217.13739023252268,217.13739023252282,214.94817732614243,267.251278821417,233.43616553807234,238.83130814015698,214.94817732614192,228.34625688894187,214.94817732614192,215.29111102153848,287.07607879657127,240.69618633336842,212.1851982610009,288.05170310387507,233.43616553807098,240.42800288533286,218.2503760517379,214.94817732614223,252.12092213972193,241.2637669250208,214.9481773261401,217.13739023252316,262.71443895417286,238.83130814015774,215.80756820516947,217.13739023252293,262.89930366704505,218.62037884886232,245.65065392956075,241.28179224943523,214.94817732614183,214.9481773261499,240.51581548534415,217.66275420436165,217.48735063731922,228.34625688894343,239.2123455794866,218.25037605173844,222.67879948750624,248.06296027634468,239.21234557948765,214.94817732614226,217.48735063731922,216.0548363697205,229.32933088248208,244.91135264362322,239.23006566380948,241.2637669250234,217.48735063731863,241.56302310435316,262.71443895417065,240.04308591989596,216.76942988697925,214.94817732614072,217.1536130244919,215.46298854057642,204.2381215620688,241.2637669250252,211.71284382289062
rxn04113_c,217.13739023252276,211.998224694888,217.13739023252282,237.2449558179262,218.0307655974584,263.45746273188155,217.48735063731849,252.78317389688834,211.91583620359012,215.8075682051701,262.71443895417326,241.8475046715124,240.043085919896,241.2637669250253,215.9953737135714,216.38365815324724,215.29111102153814,218.03076559745767,239.23006566380977,217.13739023252268,282.54835387459735,214.8214070811399,217.13739023252242,214.9481773261421,237.4907990223332,239.2123455794878,238.83130814015772,257.2519255442056,214.9481773261424,215.29111102153942,262.3521999904374,217.1373902325226,242.2382349863217,211.95589278446425,214.9481773261418,208.70335521558832,238.83130814015757,214.94817732614192,246.63194779587002,233.4361655380721,238.83130814016002,217.13739023252262,217.13739023252282,214.94817732614243,267.251278821417,233.43616553807234,238.83130814015698,214.948177326142,228.34625688894187,214.94817732614192,215.29111102153865,287.07607879657127,240.69618633336833,212.18519826100103,288.05170310387507,233.43616553807107,240.42800288533286,218.25037605173773,214.94817732614223,252.12092213972193,241.2637669250206,214.9481773261401,217.1373902325231,262.71443895417286,238.83130814015766,215.80756820516933,217.13739023252282,262.89930366704505,218.62037884886232,245.65065392956075,241.28179224943523,214.9481773261414,214.9481773261499,240.51581548534415,217.662754204362,217.48735063731857,228.34625688894207,239.2123455794868,218.25037605173844,222.67879948750624,248.06296027634482,239.21234557948765,214.94817732614231,217.48735063731922,216.0548363697206,229.32933088248205,244.91135264362322,239.23006566380965,241.2637669250236,217.4873506373183,241.56302310435316,262.71443895417343,240.04308591989596,216.76942988697937,214.9481773261407,217.15361302449182,215.4629885405763,204.23812156207072,241.2637669250252,211.71284382289062
rxn00058_c,217.13739023252276,209.66857387406526,217.13739023252276,236.36522910172346,218.03076559745884,261.8137745537225,217.48735063731857,250.32800717305773,207.56112487095828,215.80756820516942,262.71443895417343,241.84750467151252,240.04308591989547,241.2637669250253,213.14270527167253,215.99651206585952,215.29111102153814,218.03076559745867,239.23006566380977,217.13739023252262,282.54835387459707,213.16677023974356,217.13739023252253,214.94817732614206,234.77645093033655,239.2123455794878,238.7226640950795,254.2711455839209,214.948177326142,215.29111102154812,261.75136068469413,217.13739023252282,242.2382349863218,207.65956470071842,214.0509048906202,208.39857624650003,238.83130814015763,214.94817732614197,243.4370157408784,231.49642013930136,238.8313081401578,217.13739023252262,217.13739023252282,214.94817732614172,267.251278821417,231.6465923983891,238.83130814015792,214.948177326142,228.3462568889417,214.94817732614175,215.29111102153814,287.0760787965715,240.69618633336816,207.82549824925678,287.75069480399975,231.49642013930082,240.42800288533286,218.25037605173827,214.94817732614248,252.12092213972034,241.26376692502535,214.94817732614396,217.13739023252276,262.7144389541734,238.83130814015766,215.80756820517036,217.13739023251927,262.89930366704516,218.62037884886234,245.65065392956075,241.28179224943523,214.94817732614172,214.9481773261499,240.48448623931205,217.66275420436088,217.48735063731854,228.3462568889419,239.2123455794865,218.25037605173844,219.79400319556507,248.06296027634468,239.2123455794895,214.94817732614231,217.48735063731831,216.0548363697194,229.32933088249075,242.58952582950812,239.23006566380388,241.26376692502282,217.4873506373187,240.67757639645313,262.7144389541735,240.0430859198973,216.76942988697937,214.94817732614217,217.1536130244923,215.4629885405768,202.75942177207327,241.2637669250252,211.0975889845745
EX_cpd00205_e,1.2605854383283392e-13,-5.611336993813718e-13,9.87397778281781e-14,6.28915614751219e-30,1.920109399146699e-13,-2.653167465111308e-13,-7.966259044503347e-14,2.916223038619133e-13,-1.4292272713146327e-11,-9.235561730982833e-15,-6.316296352148841e-14,-2.3769071335840095e-13,2.619495724324455e-13,0.0,-6.507940992854613e-14,1.9224814785141477e-13,-1.6715908496035937e-13,0.0,4.538834648183235e-15,1.1663611616230747e-15,1.1817582815320928e-12,2.855301237191837e-14,3.906460199946602e-14,-3.373979028645584e-14,2.0434711456757246e-13,3.364262086406292e-13,1.0068148641860809e-12,-1.819760119362259e-14,3.3538824136149944e-14,-2.0616430905136954e-13,7.090606319821186e-14,-2.5033228130769117e-43,-3.2911322667605123e-13,-1.516473944524545e-13,6.108160277846699e-13,-3.566502782095865e-12,-8.173985205019498e-14,-1.2120129110492954e-13,-5.137718463997715e-14,-4.3865490025207116e-15,-2.1697998800580564e-13,5.3521415197156945e-14,-1.1931112742996502e-14,-1.871407861999917e-13,6.142523191809802e-14,-1.3485691924631875e-13,-4.64819338772227e-14,-4.890538752749069e-14,0.0,2.122121645015542e-13,-2.0775294679107015e-14,1.0353814492578858e-13,3.644494966489603e-13,-2.129568557096128e-13,2.228615135984582e-13,-1.184759038718578e-12,-2.6290846785154343e-13,2.3004731528019577e-13,1.0188279348930055e-14,0.0,3.259423014576917e-14,1.176838658722236e-12,3.6974628926918054e-13,-2.1498324437409824e-13,1.2881291939061433e-13,-3.5323981476465023e-13,3.3339421513038504e-13,-4.116540963633598e-12,-2.337820077067143e-13,0.0,-2.189062774434736e-13,3.608160699495299e-13,6.139166780372689e-13,-4.071093965600461e-14,1.4088212791573055e-12,0.0,-1.4288979373078174e-14,-8.93095959986381e-13,2.448067900530815e-13,2.2734225196495427e-13,-3.311938866324222e-14,1.2646844815385581e-13,7.626514368435773e-12,1.4899994262361667e-12,-2.066490196679153e-13,2.4644010584079295e-14,1.0971262469739664e-13,-1.9419117611929226e-14,-1.8031071631736858e-13,-2.8181602653770486e-13,-1.8145953020699398e-13,-2.8156752798146386e-14,0.0,-2.682944783958756e-15,1.0804039546357222e-13,0.0,1.6893949010753905e-13,-2.0006971545291237e-13,-3.334872559232365e-14,1.5012054596635427e-13
rxn03041_c,217.13739023252282,211.99822469488782,217.1373902325227,237.24495581792573,218.03076559745912,263.45746273188075,217.48735063731795,252.78317389688758,211.9158362035903,215.80756820517007,262.7144389541735,241.84750467151133,240.0430859198959,241.26376692502572,215.995373713571,216.3836581532473,215.29111102153703,218.03076559745824,239.23006566380934,217.13739023251682,282.5483538745977,214.82140708114022,217.1373902325213,214.94817732614234,237.49079902233453,239.21234557948702,238.83130814015834,257.25192554420505,214.94817732614206,215.29111102153794,262.35219999043824,217.1373902325232,242.23823498632177,211.95589278446417,214.948177326142,208.70335521562058,238.8313081401578,214.94817732614376,246.63194779586973,233.4361655380722,238.83130814015792,217.13739023252333,217.13739023252344,214.9481773261424,267.2512788214169,233.4361655380722,238.83130814015797,214.94817732614362,228.34625688894138,214.94817732614172,215.29111102153828,287.0760787965674,240.69618633336825,212.18519826100064,288.05170310387473,233.43616553807252,240.42800288533286,218.25037605173807,214.94817732614226,252.12092213972238,241.26376692502484,214.94817732614223,217.13739023252418,262.71443895417246,238.831308140158,215.80756820516933,217.13739023252285,262.899303667044,218.620378848862,245.65065392955765,241.281792249439,214.9481773261418,214.94817732613978,240.5158154853442,217.66275420435437,217.48735063731854,228.34625688894258,239.21234557948668,218.25037605173782,222.67879948750706,248.0629602763444,239.2123455794924,214.94817732614197,217.48735063732053,216.05483636971937,229.32933088247992,244.91135264362288,239.23006566381025,241.26376692502544,217.48735063731755,241.56302310435436,262.7144389541731,240.0430859198959,216.76942988697908,214.94817732614035,217.15361302449415,215.46298854057642,204.23812156207293,241.26376692502544,211.7128438228907
rxn05691_c,217.13739023252336,211.99822469488782,217.1373902325227,237.24495581792573,218.03076559745912,263.45746273188075,217.48735063731795,252.78317389688758,211.9158362035903,215.80756820517007,262.7144389541735,241.84750467151133,240.0430859198959,241.26376692502586,215.99537371357107,216.3836581532473,215.29111102153703,218.03076559745824,239.23006566380934,217.13739023251682,282.5483538745977,214.82140708114022,217.1373902325213,214.94817732614234,237.49079902233453,239.21234557948688,238.83130814015834,257.25192554420425,214.94817732614206,215.29111102153794,262.35219999043824,217.1373902325232,242.23823498632177,211.95589278446403,214.948177326142,208.70335521562058,238.8313081401578,214.94817732614158,246.63194779586973,233.4361655380722,238.83130814015766,217.13739023252333,217.13739023252344,214.9481773261424,267.251278821417,233.4361655380722,238.83130814015797,214.94817732614362,228.34625688894099,214.94817732614183,215.29111102153806,287.0760787965674,240.69618633336825,212.18519826100064,288.05170310387473,233.43616553807252,240.42800288533286,218.25037605173807,214.94817732614226,252.12092213972238,241.26376692502484,214.94817732614223,217.1373902325247,262.71443895417246,238.831308140158,215.80756820516933,217.13739023252285,262.899303667044,218.620378848862,245.6506539295555,241.28179224943835,214.9481773261418,214.94817732614078,240.5158154853442,217.66275420435437,217.487350637319,228.34625688894258,233.43616553807237,218.2503760517393,222.67879948750706,248.06296027634113,239.21234557948608,214.94817732614197,217.48735063732053,216.05483636971937,229.32933088247992,244.91135264362288,239.23006566381025,241.26376692502544,217.48735063731723,241.56302310435436,262.7144389541748,240.04308591989596,216.76942988697908,214.94817732614035,217.15361302449415,215.46298854057642,204.23812156207293,241.26376692502544,211.7128438228907
rxn10199_c,1.2511418068287501e-11,-1.1584248089800526e-12,2.779664817960152e-13,-7.673807834882912e-13,7.236246337493822e-14,1.4377087425133132e-13,-1.1915830753269483e-13,-1.3158261824548473e-13,3.964115175051368e-13,2.589368083291724e-13,1.5427271108331742e-13,1.1418968226793096e-11,-3.2400277520252003e-13,2.050629033886481e-14,-5.282221211175725e-14,2.2603052312558328e-13,-2.207402513946483e-13,-2.30453816371036e-13,3.1574659150617e-13,-2.6656480110200766e-14,-2.3292830215183035e-14,-1.2762515002337488e-13,-2.69206781098329e-13,-3.851051040255717e-13,4.924456691520018e-13,5.259527095477651e-13,-6.085151365615123e-14,-7.199770661209224e-14,1.9784514695307982e-13,1.9588760794807078e-14,5.3700751674453915e-14,4.3648743191146117e-14,-3.0215381547938083e-13,6.80950682660106e-13,2.4603248811124087e-13,-1.6051869711072268e-13,7.698306725944009e-15,-2.1844896719834024e-13,1.1084501264331524e-14,3.045346189063006e-13,1.0236535881792934e-12,7.185126841920358e-14,-3.534260392588052e-13,-5.771615114917118e-14,9.34392701645592e-14,-1.3330103816147513e-12,-1.0160796299849628e-13,1.0016685195947684e-13,5.224301574195794e-13,3.2958652800995467e-13,-1.1837685788029955e-13,1.957703422106309e-13,-6.055197206144366e-13,2.5014163484202496e-13,1.3325629032075521e-13,1.7701415977886177e-11,-2.179454879101157e-13,4.795686274667675e-13,-4.58431338551349e-13,1.213605262147906e-14,-2.0238676464484208e-13,3.9404794232552884e-13,6.657618765352737e-14,5.3874064614233407e-14,-3.479808384890845e-13,1.2244545573982184e-13,7.703699022848045e-14,5.1289452071107214e-14,-9.000877424992639e-13,-9.549556863074642e-14,-3.739013925925122e-12,-3.2038189220777605e-15,1.3279444688148883e-14,5.905013338545534e-13,-5.783798570643506e-13,-1.6742714911849663e-13,1.3215058477174484e-13,-5.012092476501099e-13,5.6619414079276344e-15,-2.3088272423820455e-13,2.3978986608472996e-14,-7.276906620751095e-13,-2.86054067554042e-14,-3.133332651309869e-14,2.5386404153832496e-14,-7.332026181207503e-14,5.840095952776368e-13,-5.712807854466286e-14,-9.66653802726254e-13,1.4414332927421977e-13,-1.9692482270090866e-14,-2.315470601787785e-13,2.772638641789261e-13,-6.586309230867368e-13,-6.752567693954903e-13,2.5839400253880144e-14,-3.3457816550103537e-13,7.156465083376419e-13,-1.068417086785138e-12,-1.040353194916456e-13
rxn00557_c,217.13739023252208,211.99822469486588,217.1373902325227,237.24495581792587,218.03076559745904,263.45746273187837,217.48735063730737,252.7831738968881,211.91583620359032,215.80756820516947,262.71443895417326,241.84750467144406,240.043085919898,241.2637669250252,215.99537371357115,216.38365815324715,215.29111102153811,218.03076559745875,239.23006566380562,217.13739023252285,282.54835387461793,214.82140708114252,217.13739023252384,214.94817732577312,237.4907990223397,239.2123455794989,238.83130814015774,257.2519255442057,214.9481773261421,215.29111102153814,262.3521999904373,217.13739023252336,242.2382349863231,211.95589278446408,214.94817732614248,208.7033552155882,238.8313081401682,214.9481773261421,246.63194779587008,233.43616553807203,238.83130814015792,217.13739023252268,217.13739023252293,214.948177326142,267.2512788214167,233.43616553807195,238.83130814015755,214.94817732614158,228.34625688894454,214.94817732614243,215.29111102153607,287.07607879657155,240.69618633336802,212.18519826099993,288.0517031038754,233.43616553807402,240.42800288533266,218.25037605173776,214.94817732614146,252.12092213972193,241.26376692502512,214.94817732626163,217.13739023252168,262.7144389541715,238.83130814015766,215.807568205318,217.13739023252253,262.8993036670458,218.62037884886206,245.65065392956112,241.2817922494349,214.94817732614217,214.9481773261424,240.5158154853439,217.66275420436133,217.48735063731849,228.34625688894178,239.21234557948756,218.250376051738,222.6787994875071,248.06296027634434,239.21234557948566,214.94817732614175,217.48735063731874,216.05483636971957,229.32933088247978,244.91135264362302,239.23006566381017,241.2637669250256,217.48735063731849,241.56302310435404,262.7144389541734,240.04308591989707,216.76942988697908,214.94817732614223,217.1536130244918,215.46298854057645,204.23812156207293,241.2637669250253,211.71284382289073
rxn02391_c,217.13739023252236,211.99822469486588,217.1373902325227,237.24495581792587,218.03076559745867,263.45746273187837,217.48735063730737,252.78317389688826,211.9158362035903,215.80756820516947,262.71443895417326,241.84750467145807,240.04308591989746,241.2637669250252,215.995373713571,216.38365815324715,215.29111102153811,218.03076559745875,239.23006566380562,217.13739023252285,282.5483538746068,214.82140708114252,217.13739023252376,214.94817732577312,237.4907990223397,239.2123455794957,238.83130814015774,257.2519255442057,214.9481773261421,215.29111102153814,262.3521999904373,217.13739023252333,242.2382349863231,211.95589278446408,214.94817732614248,208.7033552155882,238.8313081401682,214.94817732614183,246.63194779587008,233.43616553807203,238.83130814015792,217.13739023252268,217.13739023252293,214.948177326142,267.2512788214167,233.43616553807195,238.83130814015755,214.9481773261435,228.34625688894454,214.94817732614243,215.29111102153658,287.07607879657155,240.69618633336802,212.18519826100137,288.0517031038754,233.43616553807402,240.42800288533266,218.25037605173767,214.94817732614146,252.12092213972193,241.26376692502512,214.94817732625933,217.13739023252228,262.7144389541715,238.83130814015766,215.8075682053186,217.1373902325236,262.8993036670458,218.62037884886206,245.65065392956112,241.2817922494349,214.94817732614217,214.9481773261426,240.51581548534327,217.66275420436133,217.48735063731849,228.34625688894178,239.21234557948756,218.250376051738,222.67879948750743,248.06296027634434,239.21234557948603,214.94817732614175,217.4873506373157,216.0548363697192,229.32933088247984,244.91135264362302,239.23006566381017,241.2637669250256,217.48735063731849,241.56302310435413,262.7144389541734,240.04308591989707,216.76942988697908,214.94817732614223,217.15361302449153,215.46298854057628,204.23812156207302,241.2637669250253,211.71284382289073
rxn08817_c,217.13739023252236,211.99822469486588,217.1373902325227,237.24495581792587,218.03076559745867,263.45746273187837,217.48735063730737,252.78317389688826,211.9158362035903,215.80756820516947,262.71443895417326,241.84750467145807,240.04308591989746,241.2637669250252,215.995373713571,216.38365815324715,215.29111102153811,218.03076559745875,239.23006566380562,217.13739023252285,282.5483538746068,214.82140708114252,217.13739023252376,214.94817732577312,237.4907990223397,239.2123455794957,238.83130814015774,257.2519255442057,214.9481773261421,215.29111102153814,262.3521999904373,217.13739023252333,242.2382349863231,211.95589278446408,214.94817732614248,208.7033552155882,238.8313081401682,214.94817732614183,246.63194779587008,233.43616553807203,238.83130814015792,217.13739023252268,217.13739023252293,214.948177326142,267.2512788214167,233.43616553807195,238.83130814015755,214.9481773261435,228.34625688894454,214.94817732614243,215.29111102153658,287.07607879657155,240.69618633336802,212.18519826100137,288.0517031038754,233.43616553807402,240.42800288533266,218.25037605173767,214.94817732614146,252.12092213972193,241.26376692502512,214.94817732625933,217.13739023252228,262.7144389541715,238.83130814015766,215.8075682053186,217.1373902325236,262.8993036670458,218.62037884886206,245.65065392956112,241.2817922494349,214.94817732614217,214.9481773261426,240.51581548534327,217.66275420436133,217.48735063731849,228.34625688894178,239.21234557948756,218.250376051738,222.67879948750743,248.06296027634434,239.21234557948603,214.94817732614175,217.4873506373157,216.0548363697192,229.32933088247984,244.91135264362302,239.23006566381017,241.2637669250256,217.48735063731849,241.56302310435413,262.7144389541734,240.04308591989707,216.76942988697908,214.94817732614223,217.15361302449153,215.46298854057628,204.23812156207302,241.2637669250253,211.71284382289073
