,Bacillus pumilus_gapfilled_93,Bacillus pumilus_gapfilled_18,Bacillus pumilus_gapfilled_30,Bacillus pumilus_gapfilled_72,Bacillus pumilus_gapfilled_96,Bacillus pumilus_gapfilled_12,Bacillus pumilus_gapfilled_33,Bacillus pumilus_gapfilled_39,Bacillus pumilus_gapfilled_73,Bacillus pumilus_gapfilled_23,Bacillus pumilus_gapfilled_59,Bacillus pumilus_gapfilled_0,Bacillus pumilus_gapfilled_6,Bacillus pumilus_gapfilled_3,Bacillus pumilus_gapfilled_14,Bacillus pumilus_gapfilled_78,Bacillus pumilus_gapfilled_64,Bacillus pumilus_gapfilled_53,Bacillus pumilus_gapfilled_17,Bacillus pumilus_gapfilled_36,Bacillus pumilus_gapfilled_97,Bacillus pumilus_gapfilled_49,Bacillus pumilus_gapfilled_54,Bacillus pumilus_gapfilled_27,Bacillus pumilus_gapfilled_31,Bacillus pumilus_gapfilled_2,Bacillus pumilus_gapfilled_57,Bacillus pumilus_gapfilled_28,Bacillus pumilus_gapfilled_19,Bacillus pumilus_gapfilled_35,Bacillus pumilus_gapfilled_70,Bacillus pumilus_gapfilled_45,Bacillus pumilus_gapfilled_40,Bacillus pumilus_gapfilled_43,Bacillus pumilus_gapfilled_81,Bacillus pumilus_gapfilled_38,Bacillus pumilus_gapfilled_52,Bacillus pumilus_gapfilled_65,Bacillus pumilus_gapfilled_79,Bacillus pumilus_gapfilled_58,Bacillus pumilus_gapfilled_80,Bacillus pumilus_gapfilled_60,Bacillus pumilus_gapfilled_95,Bacillus pumilus_gapfilled_99,Bacillus pumilus_gapfilled_15,Bacillus pumilus_gapfilled_51,Bacillus pumilus_gapfilled_56,Bacillus pumilus_gapfilled_98,Bacillus pumilus_gapfilled_92,Bacillus pumilus_gapfilled_25,Bacillus pumilus_gapfilled_77,Bacillus pumilus_gapfilled_67,Bacillus pumilus_gapfilled_71,Bacillus pumilus_gapfilled_21,Bacillus pumilus_gapfilled_74,Bacillus pumilus_gapfilled_41,Bacillus pumilus_gapfilled_55,Bacillus pumilus_gapfilled_13,Bacillus pumilus_gapfilled_48,Bacillus pumilus_gapfilled_90,Bacillus pumilus_gapfilled_24,Bacillus pumilus_gapfilled_69,Bacillus pumilus_gapfilled_87,Bacillus pumilus_gapfilled_37,Bacillus pumilus_gapfilled_20,Bacillus pumilus_gapfilled_89,Bacillus pumilus_gapfilled_9,Bacillus pumilus_gapfilled_46,Bacillus pumilus_gapfilled_50,Bacillus pumilus_gapfilled_7,Bacillus pumilus_gapfilled_86,Bacillus pumilus_gapfilled_94,Bacillus pumilus_gapfilled_29,Bacillus pumilus_gapfilled_82,Bacillus pumilus_gapfilled_66,Bacillus pumilus_gapfilled_91,Bacillus pumilus_gapfilled_26,Bacillus pumilus_gapfilled_84,Bacillus pumilus_gapfilled_85,Bacillus pumilus_gapfilled_8,Bacillus pumilus_gapfilled_47,Bacillus pumilus_gapfilled_34,Bacillus pumilus_gapfilled_63,Bacillus pumilus_gapfilled_22,Bacillus pumilus_gapfilled_10,Bacillus pumilus_gapfilled_76,Bacillus pumilus_gapfilled_61,Bacillus pumilus_gapfilled_75,Bacillus pumilus_gapfilled_88,Bacillus pumilus_gapfilled_32,Bacillus pumilus_gapfilled_42,Bacillus pumilus_gapfilled_4,Bacillus pumilus_gapfilled_16,Bacillus pumilus_gapfilled_83,Bacillus pumilus_gapfilled_1,Bacillus pumilus_gapfilled_5,Bacillus pumilus_gapfilled_11,Bacillus pumilus_gapfilled_68,Bacillus pumilus_gapfilled_62
rxn03908_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn12225_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rxn06735_c,82.17426781194573,96.67477417962652,94.22841082452082,82.39097743149728,91.31549083729263,81.2213765627028,116.8763071262458,99.8014602508988,91.73425989029997,83.98998914434335,89.02903395884015,81.22730649325132,111.11372774491927,92.31489515303437,84.9866999098922,90.54988075202962,101.22679687000412,82.17426781194858,86.82905226469737,89.39111133564066,93.72874250197754,90.98596348835876,113.58244949401016,91.92424174288584,87.16295817324448,100.84957413438038,96.90779144291383,115.96529730356885,94.04571551738289,85.10273426417412,86.93559305259197,91.35961152420197,85.02997804878177,85.47863529574985,83.3652291659226,83.94218057693867,91.77508334628499,83.08246539580783,82.27697271828629,88.76211107078721,100.72038945906888,112.35868603671872,90.20262651965717,82.17426781194568,84.37684997415415,86.19630486864857,91.78979402427434,83.93607791512146,97.6383219090596,89.3911113356406,89.59225237340493,78.68739788515967,92.90214407403653,104.7855736050735,91.85648118512377,90.67855776120457,83.36522916592226,84.86057090255704,130.06947711688593,82.174267811946,90.30801733319096,83.13873658000098,82.39097743150823,82.17426781194628,100.02085535339047,82.27697271828721,82.27697271828659,105.94813431690456,82.17576846943548,83.98253356325728,87.6253202350157,84.15383017712998,92.00980669874006,97.0650844393068,82.27697271828664,84.21470895929005,92.40410667894186,84.406730962933,90.94285423603462,104.93264893702347,87.44686993927529,83.36522916592233,94.84401749146343,101.49442269345333,82.40996740757399,84.68015956741237,88.49458116954868,91.52494370403217,95.86959971276812,94.79047282878801,102.1517922269044,88.09745303423531,107.255027035946,90.78265105879298,95.21705029241639,85.02997804879699,105.18889264881508,103.64602272201091,82.75068995868988
rxn05248_c,82.17426781194573,96.67477417962372,94.22841082452082,82.39097743150361,91.31549083729257,81.2213765627028,116.87630712624586,99.8014602508988,91.7342598903002,83.98998914434333,89.02903395883985,81.22730649325146,111.11372774491984,92.31489515303444,84.98669990989178,90.54988075202954,101.22679687000412,82.17426781194473,86.82905226469742,89.39111133564056,93.72874250197754,90.98596348835883,113.58244949401016,91.92424174288551,87.16295817324448,100.84957413438038,96.907791442914,115.9652973035688,94.04571551738476,85.10273426417407,86.93559305259205,91.35961152420191,85.0299780487877,85.47863529574985,83.36522916592237,83.94218057694755,91.77508334628499,83.08246539580783,82.27697271828634,88.76211107078727,100.72038945906935,112.3586860367188,90.20262651965713,82.17426781194568,84.3768499741542,86.19630486864857,91.78979402427434,83.93607791512136,97.63832190905933,89.39111133564042,89.59225237340493,78.68739788515967,92.90214407403656,104.78557360507357,91.85648118512383,90.67855776120473,83.36522916592232,84.86057090255733,130.06947711688605,82.17426781194602,90.30801733319083,83.13873658000098,82.39097743150874,82.17426781194628,100.0208553533905,82.27697271828737,82.27697271828654,105.94813431690456,82.17576846943548,83.98253356325664,87.62532023501457,84.15383017713023,92.00980669873981,97.06508443930659,82.27697271828656,84.21470895929005,92.40410667894186,84.406730962933,90.94285423603466,104.93264893702332,87.44686993927543,83.36522916592244,94.84401749146346,101.49442269345334,82.40996740757399,84.68015956741237,88.49458116954627,91.52494370403191,95.86959971276806,94.79047282878801,102.15179222690617,88.09745303423534,107.2550270359451,90.78265105879285,95.217050292416,85.0299780487975,105.18889264881508,103.64602272201077,82.75068995869063
rxn01461_c,82.17426781194573,96.67477417962372,94.22841082452082,82.39097743150361,91.31549083729257,81.2213765627028,116.87630712624586,99.8014602508988,91.7342598903002,83.98998914434333,89.02903395883985,81.22730649325146,111.11372774491984,92.31489515303444,84.98669990989178,90.54988075202954,101.22679687000412,82.17426781194473,86.82905226469742,89.39111133564056,93.72874250197754,90.98596348835883,113.58244949401016,91.92424174288551,87.16295817324448,100.84957413438038,96.907791442914,115.9652973035688,94.04571551738476,85.10273426417407,86.93559305259205,91.35961152420191,85.0299780487877,85.47863529574985,83.36522916592237,83.94218057694755,91.77508334628499,83.08246539580783,82.27697271828634,88.76211107078727,100.72038945906935,112.3586860367188,90.20262651965713,82.17426781194568,84.3768499741542,86.19630486864857,91.78979402427434,83.93607791512136,97.63832190905933,89.39111133564042,89.59225237340493,78.68739788515967,92.90214407403656,104.78557360507357,91.85648118512383,90.67855776120473,83.36522916592232,84.86057090255733,130.06947711688605,82.17426781194602,90.30801733319083,83.13873658000098,82.39097743150874,82.17426781194628,100.0208553533905,82.27697271828737,82.27697271828654,105.94813431690456,82.17576846943548,83.98253356325664,87.62532023501457,84.15383017713023,92.00980669873981,97.06508443930659,82.27697271828656,84.21470895929005,92.40410667894186,84.406730962933,90.94285423603466,104.93264893702332,87.44686993927543,83.36522916592244,94.84401749146346,101.49442269345334,82.40996740757399,84.68015956741237,88.49458116954627,91.52494370403191,95.86959971276806,94.79047282878801,102.15179222690617,88.09745303423534,107.2550270359451,90.78265105879285,95.217050292416,85.0299780487975,105.18889264881508,103.64602272201077,82.75068995869063
rxn05413_c,82.17426781194573,96.67477417962372,94.22841082452082,82.39097743150361,91.31549083729257,81.2213765627028,116.87630712624586,99.8014602508988,91.7342598903002,83.98998914434333,89.02903395883985,81.22730649325146,111.11372774491984,92.31489515303444,84.98669990989178,90.54988075202954,101.22679687000412,82.17426781194473,86.82905226469742,89.39111133564056,93.72874250197754,90.98596348835883,113.58244949401016,91.92424174288551,87.16295817324448,100.84957413438038,96.907791442914,115.9652973035688,94.04571551738476,85.10273426417407,86.93559305259205,91.35961152420191,85.0299780487877,85.47863529574985,83.36522916592237,83.94218057694755,91.77508334628499,83.08246539580783,82.27697271828634,88.76211107078727,100.72038945906935,112.3586860367188,90.20262651965713,82.17426781194568,84.3768499741542,86.19630486864857,91.78979402427434,83.93607791512136,97.63832190905933,89.39111133564042,89.59225237340493,78.68739788515967,92.90214407403656,104.78557360507357,91.85648118512383,90.67855776120473,83.36522916592232,84.86057090255733,130.06947711688605,82.17426781194602,90.30801733319083,83.13873658000098,82.39097743150874,82.17426781194628,100.0208553533905,82.27697271828737,82.27697271828654,105.94813431690456,82.17576846943548,83.98253356325664,87.62532023501457,84.15383017713023,92.00980669873981,97.06508443930659,82.27697271828656,84.21470895929005,92.40410667894186,84.406730962933,90.94285423603466,104.93264893702332,87.44686993927543,83.36522916592244,94.84401749146346,101.49442269345334,82.40996740757399,84.68015956741237,88.49458116954627,91.52494370403191,95.86959971276806,94.79047282878801,102.15179222690617,88.09745303423534,107.2550270359451,90.78265105879285,95.217050292416,85.0299780487975,105.18889264881508,103.64602272201077,82.75068995869063
rxn03421_c,82.17426781194573,96.67477417962372,94.22841082452082,82.39097743150361,91.31549083729257,81.2213765627028,116.87630712624586,99.8014602508988,91.7342598903002,83.98998914434333,89.02903395883985,81.22730649325146,111.11372774491984,92.31489515303444,84.98669990989178,90.54988075202954,101.22679687000412,82.17426781194473,86.82905226469742,89.39111133564056,93.72874250197754,90.98596348835883,113.58244949401016,91.92424174288551,87.16295817324448,100.84957413438038,96.907791442914,115.9652973035688,94.04571551738476,85.10273426417407,86.93559305259205,91.35961152420191,85.0299780487877,85.47863529574985,83.36522916592237,83.94218057694755,91.77508334628499,83.08246539580783,82.27697271828634,88.76211107078727,100.72038945906935,112.3586860367188,90.20262651965713,82.17426781194568,84.3768499741542,86.19630486864857,91.78979402427434,83.93607791512136,97.63832190905933,89.39111133564042,89.59225237340493,78.68739788515967,92.90214407403656,104.78557360507357,91.85648118512383,90.67855776120473,83.36522916592232,84.86057090255733,130.06947711688605,82.17426781194602,90.30801733319083,83.13873658000098,82.39097743150874,82.17426781194628,100.0208553533905,82.27697271828737,82.27697271828654,105.94813431690456,82.17576846943548,83.98253356325664,87.62532023501457,84.15383017713023,92.00980669873981,97.06508443930659,82.27697271828656,84.21470895929005,92.40410667894186,84.406730962933,90.94285423603466,104.93264893702332,87.44686993927543,83.36522916592244,94.84401749146346,101.49442269345334,82.40996740757399,84.68015956741237,88.49458116954627,91.52494370403191,95.86959971276806,94.79047282878801,102.15179222690617,88.09745303423534,107.2550270359451,90.78265105879285,95.217050292416,85.0299780487975,105.18889264881508,103.64602272201077,82.75068995869063
rxn00709_c,82.17426781194582,96.67477417962372,94.22841082452082,82.39097743150361,91.31549083729257,81.2213765627028,116.87630712624586,99.8014602508994,91.7342598903002,83.98998914434333,89.02903395884024,81.22730649325146,111.11372774491984,92.31489515303444,84.98669990989178,90.54988075202954,101.22679687000412,82.17426781194473,86.82905226469742,89.39111133564032,93.72874250197754,90.98596348835855,113.58244949401016,91.92424174288612,87.16295817324465,100.84957413438038,96.90779144291434,115.96529730356869,94.04571551738476,85.10273426417403,86.93559305259205,91.35961152420191,85.0299780487877,85.47863529574985,83.36522916592237,83.94218057694755,91.77508334628499,83.08246539580783,82.27697271828632,88.7621110707873,100.72038945906681,112.3586860367188,90.20262651965713,82.17426781194568,84.3768499741542,86.19630486864857,91.78979402427434,83.93607791512136,97.63832190905933,89.39111133564042,89.59225237340493,78.68739788515967,92.90214407403656,104.78557360507357,91.85648118512383,90.67855776120473,83.36522916592232,84.86057090255697,130.06947711688605,82.17426781194848,90.30801733319083,83.13873658000098,82.39097743150792,82.17426781194649,100.02085535339077,82.27697271828617,82.27697271828654,105.94813431690456,82.17576846943548,83.98253356325658,87.62532023501457,84.15383017712988,92.00980669873981,97.06508443930659,82.27697271828656,84.214708959246,92.40410667894191,84.406730962933,90.94285423603466,104.93264893703319,87.44686993927547,83.36522916592244,94.84401749146346,101.49442269345334,82.40996740757399,84.68015956741237,88.49458116954627,91.52494370403191,95.86959971276806,94.79047282878801,102.15179222690617,88.09745303423534,107.25502703594505,90.78265105879275,95.217050292416,85.0299780487975,105.18889264882151,103.64602272201091,82.75068995869063
rxn05448_c,82.17426781194582,96.67477417962372,94.22841082452082,82.39097743150361,91.31549083729257,81.2213765627028,116.87630712624586,99.8014602508994,91.7342598903002,83.98998914434333,89.02903395884024,81.22730649325146,111.11372774491984,92.31489515303444,84.98669990989178,90.54988075202954,101.22679687000412,82.17426781194473,86.82905226469742,89.39111133564028,93.72874250197754,90.98596348835855,113.58244949401016,91.92424174288521,87.16295817324465,100.84957413438038,96.90779144291434,115.96529730356869,94.04571551738476,85.10273426417403,86.93559305259205,91.35961152420191,85.0299780487877,85.47863529574985,83.36522916592237,83.94218057694755,91.77508334628499,83.08246539580783,82.27697271828632,88.7621110707873,100.72038945906681,112.3586860367188,90.20262651965713,82.17426781194568,84.3768499741542,86.19630486864857,91.78979402427434,83.93607791512136,97.63832190905933,89.39111133564042,89.59225237340493,78.68739788515967,92.90214407403656,104.78557360507357,91.85648118512383,90.67855776120473,83.36522916592232,84.86057090255694,130.06947711688605,82.17426781194848,90.30801733319083,83.13873658000098,82.39097743150792,82.17426781194649,100.02085535339077,82.27697271828617,82.27697271828654,105.94813431690456,82.17576846943548,83.98253356325658,87.62532023501457,84.15383017712988,92.00980669873981,97.06508443930659,82.27697271828656,84.21470895928128,92.40410667894191,84.406730962933,90.94285423603466,104.93264893703319,87.44686993927547,83.36522916592244,94.84401749146346,101.49442269345334,82.40996740757399,84.68015956741237,88.49458116954627,91.52494370403191,95.86959971276806,94.79047282878801,102.15179222690617,88.09745303423534,107.25502703594505,90.78265105879275,95.217050292416,85.0299780487975,105.18889264882151,103.64602272201091,82.75068995869063
EX_cpd00027_e,82.1742678119459,94.55491126714654,92.64091201061538,82.3909774315092,88.93585909352787,81.22137656270331,116.87488008707184,97.6777428927308,89.21408791529166,83.94844522616864,88.26244056201583,81.22730649325133,111.11372774491879,91.27797629718984,84.83095020068764,88.87834430524359,99.280348252149,82.17426781194564,86.82905226469732,89.37580599185907,92.5849282788225,89.74899419622089,113.58244949401012,91.92424174288526,85.34119948028743,99.04868888198071,96.03564331018801,115.04835510841926,94.04571551737699,85.10273426417422,86.93441067792254,90.42091972743187,85.02997804878402,85.47863529575015,83.36522916592257,83.92897126963402,91.77508334628492,83.08246539580765,82.27697271828622,88.76211107078738,98.57741609917294,111.34804243239869,89.5929806789084,82.17426781194582,84.37684997415472,84.52416243051513,91.14380882083373,83.92633946846806,96.10071054041302,89.37580599185816,89.08946707871287,78.68605105789902,91.7373934715478,104.26736356410437,89.86639082778656,88.42877611865903,83.36522916592202,84.85917638902508,128.6820705859236,82.17426781194614,89.76872969053765,83.1387365800011,82.39097743150933,82.17426781194624,98.4936185117962,82.27697271828657,82.27697271828653,105.94813431690456,82.17576846943535,83.98253356325704,87.62532023501463,84.15383017712965,92.00980669873955,95.11537536051377,82.27697271828634,84.21470895939143,92.40410667894483,84.406730962933,90.94285423603496,102.95980780714117,87.44522904540445,83.36522916592183,94.23403888462425,101.44849524989102,82.40996740757215,84.37004379237197,88.49458116954757,90.56721293563545,94.77214066626752,93.05928890345263,100.51899634715838,88.03555722218425,105.58592863250209,90.78265105879252,95.21705029241758,85.02997804879026,102.90006668454508,101.66524901218021,82.75068995869007
