,0
rxn01919_c_lower_bound,0.10679362319261694
rxn04455_c_lower_bound,0.10543637419899464
rxn01919_c_upper_bound,0.09173498727551534
rxn12298_c_lower_bound,0.08672631106170033
rxn23629_c_upper_bound,0.08189561690872046
rxn12298_c_upper_bound,0.07745087268000779
rxn04455_c_upper_bound,0.058335214801149
rxn07523_c_upper_bound,0.03444781588766468
rxn07524_c_upper_bound,0.032683728348611066
rxn07524_c_lower_bound,0.030638952233591466
rxn00347_c_upper_bound,0.028356913151488018
rxn07523_c_lower_bound,0.026777267998510348
rxn00347_c_lower_bound,0.02456938771642243
rxn08291_c_lower_bound,0.02330882220881966
rxn08291_c_upper_bound,0.013747951876025101
rxn29994_c_upper_bound,0.011073036366717854
rxn29994_c_lower_bound,0.010561692184399207
rxn00799_c_upper_bound,0.009073965607623986
rxn38902_c_upper_bound,0.008476037564943788
rxn38853_c_upper_bound,0.007657987958055609
rxn11004_c_lower_bound,0.0076151122373210945
rxn11004_c_upper_bound,0.007588116967690484
rxn38902_c_lower_bound,0.007557852297906061
rxn00155_c_lower_bound,0.007433106659612267
rxn01369_c_lower_bound,0.0061341930103451375
rxn00799_c_lower_bound,0.006029008697961349
rxn00155_c_upper_bound,0.005573612799022237
rxn01369_c_upper_bound,0.0038822036500656227
rxn00229_c_upper_bound,0.0028782531426005706
rxn00229_c_lower_bound,0.0022584820781294365
rxn00656_c_upper_bound,0.0021203911727710476
rxn02989_c_upper_bound,0.002087553350551179
rxn09468_c_upper_bound,0.0019998327408816217
rxn00924_c_upper_bound,0.001969656395066958
rxn01927_c_upper_bound,0.0019519053899790958
rxn00924_c_lower_bound,0.0018853676195449095
rxn01207_c_lower_bound,0.0018423422497323536
rxn08445_c_lower_bound,0.001787264293404315
rxn01207_c_upper_bound,0.0017802617725442118
rxn00656_c_lower_bound,0.0017471544844043635
rxn09468_c_lower_bound,0.0016938036463839893
rxn08445_c_upper_bound,0.001621080073406751
rxn16359_c_upper_bound,0.0016174348350832955
rxn16381_c_upper_bound,0.0016040791906945441
rxn35210_c_lower_bound,0.0015340113315138156
rxn15171_c_lower_bound,0.0015278137983970107
rxn10663_c_upper_bound,0.001441785919687704
rxn10036_c_lower_bound,0.0013108077664788578
rxn00130_c_upper_bound,0.0011183281169614276
rxn10036_c_upper_bound,0.0010787108096400454
rxn10663_c_lower_bound,0.0009559056245450909
rxn35210_c_upper_bound,0.0008718206773128806
rxn08043_c_lower_bound,0.0008684827574754704
rxn09997_c_upper_bound,0.0008485137213907968
rxn38867_c_lower_bound,0.0007651131931215567
rxn15171_c_upper_bound,0.0007275042225043394
rxn00902_c_upper_bound,0.0006825504933818477
rxn30716_c_upper_bound,0.000659182627938876
rxn38867_c_upper_bound,0.0006454625244511731
rxn15045_c_lower_bound,0.0006287587066583576
rxn10183_c_lower_bound,0.0005662399537442029
rxn20627_c_lower_bound,0.000556835504939571
rxn00130_c_lower_bound,0.0005546016713999127
rxn09997_c_lower_bound,0.0005167904358263333
rxn15045_c_upper_bound,0.000504649594301804
rxn00010_c_upper_bound,0.000497889591986158
rxn03194_c_lower_bound,0.0004899984837719546
rxn00521_c_upper_bound,0.000434136148713621
rxn00979_c_upper_bound,0.00041120350718930186
rxn14209_c_lower_bound,0.00039856374512828774
rxn34424_c_upper_bound,0.00038587178691592194
rxn01014_c_upper_bound,0.0003621444308226827
rxn01014_c_lower_bound,0.0003598114180074489
rxn00378_c_lower_bound,0.0003504913472375886
rxn03379_c_upper_bound,0.0003451377132641226
rxn30065_c_lower_bound,0.00034162856727586855
rxn17713_c_lower_bound,0.0003407074613251561
rxn11676_c_upper_bound,0.0003374560791925432
rxn00198_c_lower_bound,0.00031979114265817346
rxn10183_c_upper_bound,0.0003101014216665223
rxn29063_c_lower_bound,0.0003075367682181446
rxn14209_c_upper_bound,0.0003062002547544088
rxn14207_c_lower_bound,0.0003057495059456881
rxn29063_c_upper_bound,0.00029925293204896715
rxn13022_c_upper_bound,0.0002969490369119085
rxn13022_c_lower_bound,0.0002853448472106273
rxn28575_c_upper_bound,0.00028132769133869994
rxn07645_c_lower_bound,0.0002776717193864012
rxn09669_c_upper_bound,0.00027524598058885954
rxn00521_c_lower_bound,0.0002662866416522492
rxn03194_c_upper_bound,0.0002549435728559314
rxn34424_c_lower_bound,0.0002547764807051762
rxn01634_c_upper_bound,0.00023913102545769865
rxn07645_c_upper_bound,0.00023904930584623947
rxn01964_c_upper_bound,0.00023772455425932537
rxn01456_c_lower_bound,0.0002372434900856084
rxn10878_c_upper_bound,0.00023432587305573588
rxn12424_c_lower_bound,0.00023117474768489404
rxn23730_c_upper_bound,0.00022143651528000992
rxn07757_c_upper_bound,0.00021941991198020115
rxn08688_c_lower_bound,0.0002167180967611615
rxn01682_c_lower_bound,0.00021051198534068218
rxn17713_c_upper_bound,0.00018900867098835882
rxn00198_c_upper_bound,0.00018700367374497603
rxn08688_c_upper_bound,0.00018661020566921907
rxn00973_c_upper_bound,0.00018649050298171602
rxn12537_c_upper_bound,0.0001841099368690536
rxn29410_c_upper_bound,0.00018221956456214284
rxn15057_c_upper_bound,0.00018055975747925307
rxn21111_c_upper_bound,0.0001784005581630453
rxn10818_c_lower_bound,0.00017543625329534163
rxn05673_c_lower_bound,0.0001724011121058519
rxn15881_c_upper_bound,0.0001713241992938232
rxn29410_c_lower_bound,0.00016971912696226102
rxn11676_c_lower_bound,0.0001636893890806682
rxn01990_c_upper_bound,0.00015758423500800595
rxn30076_c_upper_bound,0.0001533136550735639
rxn15076_c_upper_bound,0.00015321229071629791
rxn00594_c_upper_bound,0.0001497894815228956
rxn08043_c_upper_bound,0.00014515894846147637
rxn14207_c_upper_bound,0.00014019894044245746
rxn00488_c_lower_bound,0.00013834100170246764
rxn09669_c_lower_bound,0.000137858469390912
rxn00594_c_lower_bound,0.00013440840979935133
rxn20627_c_upper_bound,0.00013369984991620494
rxn33860_c_upper_bound,0.00013310677699110242
rxn00196_c_upper_bound,0.0001327734582747409
rxn00973_c_lower_bound,0.0001322904166483572
rxn00432_c_upper_bound,0.0001305237361887239
rxn00494_c_upper_bound,0.0001296912545829954
rxn00378_c_upper_bound,0.0001296355408209476
rxn06031_c_lower_bound,0.00012937117604881835
rxn09179_c_lower_bound,0.00012915073349270548
rxn05531_c_lower_bound,0.0001289144002289155
rxn12060_c_lower_bound,0.00012659686736900044
rxn00777_c_upper_bound,0.00012445655627694546
rxn09340_c_upper_bound,0.00012417095066924585
rxn12424_c_upper_bound,0.00012137164509552095
rxn00494_c_lower_bound,0.00012092833992386438
rxn05466_c_upper_bound,0.00012075860290998891
rxn00538_c_lower_bound,0.0001152849292720819
rxn12524_c_lower_bound,0.00011434163050225285
rxn31356_c_lower_bound,0.00011377763502573153
rxn01990_c_lower_bound,0.00011276330658127368
rxn05563_c_lower_bound,0.00011202603279489191
rxn10115_c_lower_bound,0.00010903548716488996
rxn05554_c_lower_bound,0.00010834392082823331
rxn05646_c_upper_bound,0.00010556254523500659
rxn00607_c_upper_bound,0.00010442481719320234
rxn05565_c_lower_bound,0.0001028028841024996
rxn00336_c_lower_bound,0.00010224699833593157
rxn13085_c_lower_bound,0.00010027515601587707
rxn10053_c_upper_bound,9.856201247340052e-05
rxn18575_c_upper_bound,9.64942676504754e-05
rxn09179_c_upper_bound,9.608652350146389e-05
rxn33860_c_lower_bound,9.602727236770324e-05
rxn05466_c_lower_bound,9.586488676166963e-05
rxn05563_c_upper_bound,9.357371384677423e-05
rxn05646_c_lower_bound,9.296590025802355e-05
rxn30302_c_lower_bound,9.285058020964759e-05
rxn38906_c_upper_bound,9.279663783844277e-05
rxn32280_c_upper_bound,9.243946017974106e-05
rxn01682_c_upper_bound,8.889823359912136e-05
rxn05316_c_upper_bound,8.888871980821364e-05
rxn10818_c_upper_bound,8.87418019436385e-05
rxn36673_c_lower_bound,8.866568355541848e-05
rxn07764_c_lower_bound,8.781426630055731e-05
rxn00336_c_upper_bound,8.744231101781287e-05
rxn00427_c_upper_bound,8.719713990528302e-05
rxn03379_c_lower_bound,8.705640271471065e-05
rxn05531_c_upper_bound,8.674237315238974e-05
rxn04092_c_lower_bound,8.648904080428496e-05
rxn03978_c_upper_bound,8.559066974987692e-05
rxn00849_c_lower_bound,8.500216100738539e-05
rxn00579_c_lower_bound,8.453151924121112e-05
rxn03991_c_lower_bound,8.275154749758458e-05
rxn00279_c_upper_bound,8.244345718472731e-05
rxn15947_c_upper_bound,8.08906053297282e-05
rxn30524_c_upper_bound,8.071254977528801e-05
rxn11210_c_lower_bound,8.032503322900494e-05
rxn10169_c_lower_bound,7.938488705512275e-05
rxn09370_c_lower_bound,7.915681666536547e-05
rxn13905_c_lower_bound,7.911358822847399e-05
rxn00595_c_lower_bound,7.876586111422045e-05
rxn00777_c_lower_bound,7.628929059327557e-05
rxn00278_c_lower_bound,7.481455475526877e-05
rxn00589_c_upper_bound,7.39448323497902e-05
rxn01434_c_lower_bound,7.299991020919386e-05
rxn12537_c_lower_bound,7.268446818580113e-05
rxn00657_c_upper_bound,7.194313309496043e-05
rxn01434_c_upper_bound,7.139289799909893e-05
rxn05673_c_upper_bound,7.10231651130978e-05
rxn01256_c_upper_bound,7.072661686911666e-05
rxn38911_c_upper_bound,6.995547722116546e-05
rxn00898_c_upper_bound,6.916411597564394e-05
rxn00595_c_upper_bound,6.910421679282899e-05
rxn09989_c_upper_bound,6.826649136470168e-05
rxn00268_c_upper_bound,6.800274467221733e-05
rxn33675_c_upper_bound,6.770145467961951e-05
rxn00435_c_upper_bound,6.742463388593896e-05
rxn05562_c_lower_bound,6.73136225016303e-05
rxn00354_c_upper_bound,6.72833319570682e-05
rxn00849_c_upper_bound,6.685810761526104e-05
rxn15172_c_lower_bound,6.6516422014132e-05
rxn00917_c_upper_bound,6.628072639922176e-05
rxn01547_c_upper_bound,6.626890465213423e-05
rxn01456_c_upper_bound,6.57310725929048e-05
rxn00916_c_lower_bound,6.557937192015525e-05
rxn00657_c_lower_bound,6.496828051811796e-05
rxn30064_c_upper_bound,6.445327739555801e-05
rxn05643_c_lower_bound,6.429425955224094e-05
rxn00487_c_lower_bound,6.293543052068782e-05
rxn03989_c_upper_bound,6.257874866072919e-05
rxn36320_c_upper_bound,6.239530686018044e-05
rxn00427_c_lower_bound,6.167389258036711e-05
rxn01909_c_upper_bound,6.147995978754902e-05
rxn12575_c_lower_bound,6.147036623511331e-05
rxn15617_c_upper_bound,6.116313124387033e-05
rxn36320_c_lower_bound,6.103490498777014e-05
rxn05571_c_upper_bound,6.076966307975586e-05
rxn15022_c_upper_bound,6.073327820295889e-05
rxn05229_c_upper_bound,6.03516634135695e-05
rxn00916_c_upper_bound,5.9992401729702e-05
rxn03991_c_upper_bound,5.9552341606589595e-05
rxn00688_c_lower_bound,5.944004653714244e-05
rxn00990_c_upper_bound,5.938988762422802e-05
rxn07764_c_upper_bound,5.916380941460154e-05
rxn00727_c_upper_bound,5.8801446440009176e-05
rxn00435_c_lower_bound,5.8787159057107374e-05
rxn12524_c_upper_bound,5.806157496565281e-05
rxn30069_c_upper_bound,5.7637046884590466e-05
rxn18456_c_upper_bound,5.684190356611233e-05
rxn00290_c_upper_bound,5.5742970478359495e-05
