Haemophilus parasuis_gapfilled_372,0
Haemophilus parasuis_gapfilled_247,0
Haemophilus parasuis_gapfilled_697,0
Haemophilus parasuis_gapfilled_251,1
Haemophilus parasuis_gapfilled_922,1
Haemophilus parasuis_gapfilled_703,1
Haemophilus parasuis_gapfilled_533,0
Haemophilus parasuis_gapfilled_457,0
Haemophilus parasuis_gapfilled_236,0
Haemophilus parasuis_gapfilled_570,1
Haemophilus parasuis_gapfilled_4,0
Haemophilus parasuis_gapfilled_723,1
Haemophilus parasuis_gapfilled_729,0
Haemophilus parasuis_gapfilled_144,0
Haemophilus parasuis_gapfilled_62,0
Haemophilus parasuis_gapfilled_357,0
Haemophilus parasuis_gapfilled_874,0
Haemophilus parasuis_gapfilled_642,0
Haemophilus parasuis_gapfilled_856,0
Haemophilus parasuis_gapfilled_147,1
Haemophilus parasuis_gapfilled_727,0
Haemophilus parasuis_gapfilled_754,1
Haemophilus parasuis_gapfilled_747,1
Haemophilus parasuis_gapfilled_525,1
Haemophilus parasuis_gapfilled_479,0
Haemophilus parasuis_gapfilled_897,1
Haemophilus parasuis_gapfilled_156,1
Haemophilus parasuis_gapfilled_217,0
Haemophilus parasuis_gapfilled_451,0
Haemophilus parasuis_gapfilled_761,0
Haemophilus parasuis_gapfilled_331,1
Haemophilus parasuis_gapfilled_566,1
Haemophilus parasuis_gapfilled_450,0
Haemophilus parasuis_gapfilled_487,0
Haemophilus parasuis_gapfilled_678,0
Haemophilus parasuis_gapfilled_284,0
Haemophilus parasuis_gapfilled_243,1
Haemophilus parasuis_gapfilled_868,0
Haemophilus parasuis_gapfilled_575,0
Haemophilus parasuis_gapfilled_853,0
Haemophilus parasuis_gapfilled_215,0
Haemophilus parasuis_gapfilled_942,0
Haemophilus parasuis_gapfilled_540,0
Haemophilus parasuis_gapfilled_663,0
Haemophilus parasuis_gapfilled_829,0
Haemophilus parasuis_gapfilled_105,1
Haemophilus parasuis_gapfilled_774,1
Haemophilus parasuis_gapfilled_106,0
Haemophilus parasuis_gapfilled_740,0
Haemophilus parasuis_gapfilled_981,0
Haemophilus parasuis_gapfilled_463,0
Haemophilus parasuis_gapfilled_396,0
Haemophilus parasuis_gapfilled_845,0
Haemophilus parasuis_gapfilled_244,1
Haemophilus parasuis_gapfilled_851,0
Haemophilus parasuis_gapfilled_257,0
Haemophilus parasuis_gapfilled_249,0
Haemophilus parasuis_gapfilled_508,0
Haemophilus parasuis_gapfilled_297,0
Haemophilus parasuis_gapfilled_57,0
Haemophilus parasuis_gapfilled_238,1
Haemophilus parasuis_gapfilled_414,1
Haemophilus parasuis_gapfilled_343,0
Haemophilus parasuis_gapfilled_345,0
Haemophilus parasuis_gapfilled_235,1
Haemophilus parasuis_gapfilled_80,0
Haemophilus parasuis_gapfilled_361,1
Haemophilus parasuis_gapfilled_909,0
Haemophilus parasuis_gapfilled_216,0
Haemophilus parasuis_gapfilled_632,0
Haemophilus parasuis_gapfilled_333,0
Haemophilus parasuis_gapfilled_162,0
Haemophilus parasuis_gapfilled_39,1
Haemophilus parasuis_gapfilled_732,1
Haemophilus parasuis_gapfilled_529,0
Haemophilus parasuis_gapfilled_889,1
Haemophilus parasuis_gapfilled_134,1
Haemophilus parasuis_gapfilled_135,0
Haemophilus parasuis_gapfilled_342,1
Haemophilus parasuis_gapfilled_330,0
Haemophilus parasuis_gapfilled_36,0
Haemophilus parasuis_gapfilled_939,0
Haemophilus parasuis_gapfilled_230,0
Haemophilus parasuis_gapfilled_440,1
Haemophilus parasuis_gapfilled_439,0
Haemophilus parasuis_gapfilled_419,1
Haemophilus parasuis_gapfilled_859,0
Haemophilus parasuis_gapfilled_898,1
Haemophilus parasuis_gapfilled_138,0
Haemophilus parasuis_gapfilled_653,1
Haemophilus parasuis_gapfilled_197,1
Haemophilus parasuis_gapfilled_168,1
Haemophilus parasuis_gapfilled_179,0
Haemophilus parasuis_gapfilled_437,0
Haemophilus parasuis_gapfilled_872,0
Haemophilus parasuis_gapfilled_120,0
Haemophilus parasuis_gapfilled_115,1
Haemophilus parasuis_gapfilled_423,0
Haemophilus parasuis_gapfilled_112,0
Haemophilus parasuis_gapfilled_795,0
Haemophilus parasuis_gapfilled_454,1
Haemophilus parasuis_gapfilled_365,0
Haemophilus parasuis_gapfilled_879,0
Haemophilus parasuis_gapfilled_986,1
Haemophilus parasuis_gapfilled_984,1
Haemophilus parasuis_gapfilled_185,0
Haemophilus parasuis_gapfilled_968,1
Haemophilus parasuis_gapfilled_79,0
Haemophilus parasuis_gapfilled_775,1
Haemophilus parasuis_gapfilled_946,1
Haemophilus parasuis_gapfilled_194,0
Haemophilus parasuis_gapfilled_673,1
Haemophilus parasuis_gapfilled_335,1
Haemophilus parasuis_gapfilled_852,0
Haemophilus parasuis_gapfilled_721,0
Haemophilus parasuis_gapfilled_448,1
Haemophilus parasuis_gapfilled_225,0
Haemophilus parasuis_gapfilled_228,0
Haemophilus parasuis_gapfilled_231,1
Haemophilus parasuis_gapfilled_509,0
Haemophilus parasuis_gapfilled_71,0
Haemophilus parasuis_gapfilled_517,0
Haemophilus parasuis_gapfilled_938,0
Haemophilus parasuis_gapfilled_895,1
Haemophilus parasuis_gapfilled_634,1
Haemophilus parasuis_gapfilled_312,1
Haemophilus parasuis_gapfilled_96,1
Haemophilus parasuis_gapfilled_53,0
Haemophilus parasuis_gapfilled_997,0
Haemophilus parasuis_gapfilled_221,1
Haemophilus parasuis_gapfilled_61,0
Haemophilus parasuis_gapfilled_384,1
Haemophilus parasuis_gapfilled_677,0
Haemophilus parasuis_gapfilled_323,1
Haemophilus parasuis_gapfilled_527,0
Haemophilus parasuis_gapfilled_667,1
Haemophilus parasuis_gapfilled_686,0
Haemophilus parasuis_gapfilled_877,0
Haemophilus parasuis_gapfilled_264,0
