,0
rxn00663_c_lower_bound,0.07655973599431005
rxn15500_c_upper_bound,0.06963651189954874
rxn15500_c_lower_bound,0.05934201087295687
rxn12522_c_upper_bound,0.05803552850702565
rxn00663_c_upper_bound,0.05399234876049882
rxn00668_c_lower_bound,0.05267209211256806
rxn03374_c_upper_bound,0.05095240609480542
rxn12522_c_lower_bound,0.04425713484702076
rxn00949_c_upper_bound,0.04139219631829102
rxn00949_c_lower_bound,0.039782109752767046
rxn00738_c_upper_bound,0.037076211066252376
rxn03374_c_lower_bound,0.034575657698876425
rxn00668_c_upper_bound,0.033763977300303616
rxn00128_c_lower_bound,0.030152532842365937
rxn00738_c_lower_bound,0.029460552181298963
rxn09402_c_upper_bound,0.027865634257764893
rxn00679_c_upper_bound,0.027051622670650467
rxn00128_c_upper_bound,0.02285573737786612
rxn09402_c_lower_bound,0.019383903727374117
rxn00195_c_upper_bound,0.015215342897990345
rxn02976_c_upper_bound,0.014946880040977285
rxn00195_c_lower_bound,0.011599288064883724
rxn02276_c_lower_bound,0.011590791895459612
rxn02976_c_lower_bound,0.010950451843296597
rxn00229_c_upper_bound,0.00857301894984728
rxn00229_c_lower_bound,0.0077953409946182484
rxn02276_c_upper_bound,0.007573730132377227
rxn00993_c_upper_bound,0.007433819419123451
rxn01825_c_lower_bound,0.007355528376012931
rxn05488_c_upper_bound,0.006810932747319646
rxn01825_c_upper_bound,0.005975433669443096
rxn00993_c_lower_bound,0.0058003099512683905
rxn10960_c_upper_bound,0.0039034759907882505
rxn36655_c_lower_bound,0.003459744975914563
rxn00602_c_lower_bound,0.0023861170106035993
rxn15617_c_upper_bound,0.0023608031098278593
rxn20627_c_lower_bound,0.0021825086376688015
rxn05488_c_lower_bound,0.0021756341398385705
rxn08445_c_upper_bound,0.0021270672876704086
rxn23244_c_lower_bound,0.0020543261051865127
rxn10960_c_lower_bound,0.0019723476064887504
rxn00990_c_lower_bound,0.001960353630637014
rxn15617_c_lower_bound,0.0017742809414049445
rxn38863_c_upper_bound,0.0015860379137500199
rxn36655_c_upper_bound,0.001448279518129542
rxn01822_c_upper_bound,0.0014024874700363473
rxn09180_c_upper_bound,0.001384714516691505
rxn23244_c_upper_bound,0.0013828333256103368
rxn10667_c_lower_bound,0.0012947290802275075
rxn00602_c_upper_bound,0.0012655868176391343
rxn04092_c_upper_bound,0.0012626705217961302
rxn00399_c_lower_bound,0.0012018511045867614
rxn00990_c_upper_bound,0.001137351223497607
rxn09180_c_lower_bound,0.0011228644855103577
rxn16597_c_upper_bound,0.0009765248833012929
rxn13143_c_upper_bound,0.0009123521933917604
rxn20627_c_upper_bound,0.0008724153030345076
rxn00155_c_upper_bound,0.0008625507709483524
rxn00155_c_lower_bound,0.0007764239038035099
rxn05061_c_lower_bound,0.0007420175464926969
rxn10667_c_upper_bound,0.0007278275281550888
rxn08445_c_lower_bound,0.0007259653928485838
rxn03750_c_lower_bound,0.000724925007905017
rxn01822_c_lower_bound,0.0007132098867321202
rxn09468_c_lower_bound,0.0006786415825788096
rxn03783_c_upper_bound,0.0006359854541834651
rxn03978_c_lower_bound,0.0006353638742427818
rxn03750_c_upper_bound,0.0006212185369802699
rxn03978_c_upper_bound,0.0006099089155742608
rxn02751_c_lower_bound,0.0005936470158692844
rxn00399_c_upper_bound,0.0005932896874571829
rxn00346_c_upper_bound,0.0005900774314804198
rxn02749_c_upper_bound,0.000583666201600636
rxn13143_c_lower_bound,0.000551904748315579
rxn03607_c_lower_bound,0.0005477726063383913
rxn05109_c_upper_bound,0.0005259091092381551
rxn04096_c_upper_bound,0.0005105733760701887
rxn01369_c_upper_bound,0.0004642910377811789
rxn04092_c_lower_bound,0.0004473517511848594
rxn02751_c_upper_bound,0.00043020220435978547
rxn11985_c_lower_bound,0.00037549108158989374
rxn15947_c_lower_bound,0.0003652282614546783
rxn09466_c_lower_bound,0.00036016343772694355
rxn02749_c_lower_bound,0.000358328068763604
rxn09944_c_lower_bound,0.0003489271274410668
rxn04095_c_lower_bound,0.00034374185860151763
rxn04096_c_lower_bound,0.0003402975874724278
rxn09458_c_lower_bound,0.00032090720285241796
rxn04095_c_upper_bound,0.0003093098473117254
rxn00168_c_lower_bound,0.0003004501880411719
rxn00197_c_upper_bound,0.00028513017900875403
rxn03991_c_lower_bound,0.00024321565209368512
rxn11985_c_upper_bound,0.00023991106137526754
rxn00125_c_lower_bound,0.00023871139519136876
rxn36672_c_upper_bound,0.00023320484183870553
rxn10204_c_upper_bound,0.00022423448057086763
rxn00673_c_upper_bound,0.0002093804127797524
rxn05061_c_upper_bound,0.00020812978159481492
rxn09468_c_upper_bound,0.0002029537747255739
rxn00197_c_lower_bound,0.00019696841667791757
rxn03607_c_upper_bound,0.0001947542429838331
rxn15949_c_upper_bound,0.00018938584805689045
rxn00657_c_upper_bound,0.00018262637541508628
rxn09457_c_upper_bound,0.00015744701115715217
rxn00125_c_upper_bound,0.0001524016472837508
rxn13085_c_lower_bound,0.0001519412988620512
rxn02403_c_upper_bound,0.00014947384573657082
rxn00290_c_lower_bound,0.00014735892684729758
rxn10036_c_lower_bound,0.0001471128352588939
rxn03990_c_lower_bound,0.0001226867652243656
rxn10036_c_upper_bound,0.00011774694268778973
rxn00541_c_lower_bound,0.0001160475701071793
rxn13085_c_upper_bound,0.00011553105524851154
rxn13771_c_lower_bound,0.00010002737481639562
rxn11674_c_lower_bound,9.863765137334927e-05
rxn13771_c_upper_bound,9.601969230118043e-05
rxn00673_c_lower_bound,9.142388843753928e-05
rxn01242_c_upper_bound,9.106082408421631e-05
rxn08094_c_upper_bound,9.017916895995617e-05
rxn00168_c_upper_bound,8.653664385582604e-05
rxn03609_c_lower_bound,8.631221281179066e-05
rxn09429_c_upper_bound,7.914207917342663e-05
rxn12298_c_lower_bound,7.854477248931083e-05
rxn05484_c_upper_bound,7.573733526399763e-05
rxn01188_c_upper_bound,7.202183775172198e-05
rxn18959_c_lower_bound,7.116092588237422e-05
rxn01242_c_lower_bound,6.811412108371469e-05
rxn07523_c_lower_bound,6.41645914215854e-05
rxn02344_c_upper_bound,6.189238250359412e-05
rxn16646_c_upper_bound,6.104996740872954e-05
rxn18456_c_upper_bound,6.072994591970618e-05
rxn02476_c_lower_bound,5.897039523134133e-05
rxn31356_c_lower_bound,5.8943824956712284e-05
rxn10663_c_lower_bound,5.874292124531368e-05
rxn03991_c_upper_bound,5.6962522360058936e-05
rxn30302_c_upper_bound,5.431314125556007e-05
rxn00849_c_upper_bound,5.295886614717418e-05
rxn30666_c_upper_bound,5.235176019287335e-05
rxn10663_c_upper_bound,5.052371183367981e-05
rxn29063_c_upper_bound,4.8165769512929706e-05
rxn30074_c_upper_bound,4.751506191468956e-05
rxn16359_c_upper_bound,4.596759109419611e-05
rxn15947_c_upper_bound,4.554077987145731e-05
rxn23629_c_upper_bound,4.3809327821473696e-05
rxn30061_c_upper_bound,4.3253163627270886e-05
rxn01820_c_lower_bound,4.2739388994372905e-05
rxn10030_c_lower_bound,4.2589709977903564e-05
rxn00589_c_upper_bound,4.25165013446856e-05
rxn05643_c_lower_bound,4.208476825168609e-05
rxn01934_c_upper_bound,4.147869061055347e-05
rxn03608_c_upper_bound,4.020985131824379e-05
rxn01369_c_lower_bound,3.969712919556547e-05
rxn00278_c_upper_bound,3.964806815577596e-05
rxn07523_c_upper_bound,3.940232155192103e-05
rxn00849_c_lower_bound,3.8314424525818205e-05
rxn00541_c_upper_bound,3.7730302645132553e-05
rxn01927_c_upper_bound,3.6555438485202274e-05
rxn31356_c_upper_bound,3.655016665779336e-05
rxn17400_c_lower_bound,3.641144114544462e-05
rxn02760_c_upper_bound,3.6344144019823265e-05
rxn01919_c_lower_bound,3.521253995594403e-05
rxn04455_c_lower_bound,3.4123122697507785e-05
rxn09429_c_lower_bound,3.4043200901457606e-05
rxn29063_c_lower_bound,3.312135228086276e-05
rxn00656_c_lower_bound,3.249458622903973e-05
rxn00278_c_lower_bound,2.794082948738733e-05
rxn30302_c_lower_bound,2.7149162821910072e-05
rxn00801_c_upper_bound,2.6755194081438587e-05
rxn00321_c_upper_bound,2.5545120647170948e-05
rxn29985_c_upper_bound,2.5515680779300617e-05
rxn00818_c_upper_bound,2.4977835583154685e-05
rxn00657_c_lower_bound,2.4862907846929095e-05
rxn02760_c_lower_bound,2.4405374786979593e-05
rxn01896_c_upper_bound,2.367587675718244e-05
rxn34582_c_upper_bound,2.359719935304549e-05
rxn08094_c_lower_bound,2.321492431558585e-05
rxn12524_c_upper_bound,2.2128495099808036e-05
rxn07524_c_upper_bound,2.209961519088414e-05
rxn02989_c_upper_bound,2.200969868139336e-05
rxn13905_c_upper_bound,2.1654743177436284e-05
rxn00962_c_lower_bound,2.1494078729145563e-05
rxn05728_c_upper_bound,2.064024513839315e-05
rxn11174_c_lower_bound,2.047675575121593e-05
rxn13905_c_lower_bound,1.9860633321771385e-05
rxn18575_c_upper_bound,1.9613347954711383e-05
rxn05109_c_lower_bound,1.890054559999802e-05
rxn00799_c_lower_bound,1.8229013466703004e-05
rxn01896_c_lower_bound,1.748658205701759e-05
rxn09466_c_upper_bound,1.7241197131010693e-05
rxn02728_c_upper_bound,1.7240663446347726e-05
rxn09450_c_upper_bound,1.6876767102694692e-05
rxn02168_c_upper_bound,1.6414847060522936e-05
rxn00321_c_lower_bound,1.5921539799367083e-05
rxn01626_c_upper_bound,1.5801073390308218e-05
rxn00430_c_lower_bound,1.5468284113284858e-05
rxn09978_c_lower_bound,1.5439803059494445e-05
rxn00521_c_lower_bound,1.5315608206008057e-05
rxn10213_c_upper_bound,1.4700701002281293e-05
rxn29410_c_lower_bound,1.4489900336547832e-05
rxn00347_c_upper_bound,1.4177542699035333e-05
rxn12524_c_lower_bound,1.416166601998193e-05
rxn09978_c_upper_bound,1.378784740286454e-05
rxn09458_c_upper_bound,1.368576274649312e-05
rxn00521_c_upper_bound,1.3535566210119233e-05
rxn12298_c_upper_bound,1.3498145510975299e-05
